Time.y;nonCondensing.T_Out;nonCondensing.T_Inlet;nonCondensing.Qdot_Environment;nonCondensing.Qdot_in;nonCondensing.Qdot_Delivered;nonCondensing.mdot_water;nonCondensing.T_amb;nonCondensing.ControlConstant
819.224;43.6018;44.31;250.01;0;-213.01;0.0717874;25.635;0
822.203;43.6;44.3143;249.947;0;-214.787;0.0717672;25.6339;0
825.182;43.5983;44.347;250.02;0;-225.08;0.0717551;25.623;0
828.161;43.5968;44.3191;250.163;0;-217.147;0.071751;25.6069;0
831.14;43.5951;44.3109;249.835;0;-215.212;0.0717552;25.6259;0
834.119;43.5933;44.3224;249.652;0;-219.246;0.0717692;25.6342;0
837.098;43.5911;44.3565;249.754;0;-230.186;0.0717752;25.6235;0
840.077;43.5884;44.4321;249.998;0;-253.72;0.0717746;25.605;0
843.056;43.5852;44.3194;249.965;0;-220.769;0.071766;25.6038;0
846.035;43.5814;44.3131;250.201;0;-219.988;0.0717501;25.5819;0
849.014;43.5768;44.3673;250.937;0;-237.61;0.0717388;25.525;0
851.993;43.5718;44.31;250.869;0;-221.858;0.0717274;25.5258;0
854.972;43.5665;44.3112;250.554;0;-223.796;0.0717161;25.5453;0
857.951;43.561;44.3493;250.396;0;-236.828;0.0717049;25.5545;0
860.93;43.5555;44.3202;250.619;0;-229.714;0.0717017;25.5348;0
863.909;43.5502;44.3298;250.716;0;-234.217;0.0717002;25.525;0
866.888;43.545;44.31;250.738;0;-229.827;0.071705;25.52;0
869.867;43.5402;44.31;250.627;0;-231.308;0.0717164;25.525;0
872.846;43.5361;44.3199;250.326;0;-235.581;0.0717374;25.5448;0
875.825;43.532;44.32;250.293;0;-236.896;0.0717537;25.545;0
878.804;43.5285;44.3492;250.001;0;-246.788;0.0717667;25.5645;0
881.783;43.5251;44.3113;250.363;0;-236.433;0.0717765;25.536;0
884.762;43.5221;44.3004;250.21;0;-234.087;0.0717831;25.5446;0
887.741;43.5192;44.3;250.16;0;-234.865;0.0717864;25.545;0
890.72;43.5164;44.2053;250.206;0;-207.161;0.0717696;25.5355;0
893.699;43.5139;44.1624;249.711;0;-194.926;0.0717364;25.5632;0
896.678;43.5115;44.3092;249.757;0;-239.625;0.0716887;25.5557;0
899.657;43.5091;44.32;249.876;0;-243.363;0.0716265;25.5457;0
902.636;43.5067;44.3016;249.99;0;-238.344;0.0715544;25.5358;0
905.615;43.504;44.3182;250.358;0;-243.906;0.0714963;25.5076;0
908.594;43.5012;44.32;250.141;0;-245.137;0.07145;25.5231;0
911.573;43.4982;44.329;249.866;0;-248.584;0.0714134;25.543;0
914.552;43.495;44.3211;250.065;0;-247.099;0.0713865;25.5272;0
917.531;43.4917;44.2935;249.708;0;-239.752;0.0713663;25.5515;0
920.51;43.4883;44.2374;249.839;0;-223.973;0.0713626;25.5375;0
923.489;43.4849;44.1517;249.891;0;-199.404;0.0713738;25.5263;0
926.468;43.4816;44.1573;249.8;0;-202.129;0.0713994;25.525;0
929.447;43.4783;44.1514;250.042;0;-201.479;0.0714395;25.4993;0
932.426;43.4752;44.15;249.994;0;-202.11;0.0714858;25.495;0
935.405;43.4722;44.1584;250.126;0;-205.654;0.0715259;25.4782;0
938.384;43.4692;44.185;249.961;0;-214.616;0.0715566;25.4833;0
941.363;43.4663;44.1652;249.958;0;-209.612;0.0715817;25.4767;0
944.342;43.4632;44.1436;250.05;0;-204.172;0.0716234;25.4627;0
947.321;43.46;44.1319;249.706;0;-201.804;0.0716913;25.4803;0
950.3;43.4565;44.1461;249.661;0;-207.427;0.0717853;25.4769;0
953.279;43.4522;44.174;249.603;0;-217.465;0.071905;25.475;0
956.258;43.4474;44.1562;249.414;0;-213.985;0.0720517;25.4829;0
959.237;43.4418;44.15;249.15;0;-213.996;0.0721194;25.4968;0
962.216;43.4358;44.1578;249.093;0;-217.849;0.0720093;25.4961;0
965.195;43.4291;44.1754;248.738;0;-224.043;0.0716477;25.5182;0
968.174;43.4216;44.1647;248.476;0;-221.029;0.070984;25.5326;0
971.153;43.4134;44.16;248.891;0;-218.962;0.0699977;25.4971;0
974.132;43.4046;44.1525;249.489;0;-215.122;0.0686468;25.4475;0
977.111;43.3949;44.1054;248.927;0;-199.217;0.0669168;25.4796;0
980.09;43.3844;44.0163;249.047;0;-171.594;0.0648069;25.4582;0
983.069;43.3731;44.0046;248.889;0;-164.894;0.0623196;25.4559;0
986.048;43.3607;44.0172;248.491;0;-163.555;0.0594533;25.4708;0
989.027;43.3471;43.927;247.756;0;-137.037;0.0564009;25.5072;0
992.006;43.3326;43.8829;247.162;0;-123.055;0.0533681;25.5306;0
994.985;43.3169;43.8519;246.76;0;-113.212;0.050497;25.5385;0
997.964;43.3003;39.2274;245.484;0;816.89;0.0478684;25.5504;0
1000.94;43.2827;31.5612;241.999;0;2235.32;0.0455134;25.5172;0
1003.92;43.2641;25.4061;235.199;0;3251.51;0.0434547;25.517;0
1004.61;43.2597;24.1911;233.263;0;3435.6;0.043;25.5228;0
1004.61;43.2597;24.1911;233.263;0;3435.6;0.043;25.5228;0
1006.9;43.2447;21.2342;226.913;0;3845.76;0.0417001;25.4981;0
1009.88;43.2246;19.0367;217.086;0;4079.18;0.0402496;25.525;0
1012.86;43.2038;17.5835;206.748;0;4197.57;0.0391021;25.5681;0
1015.84;43.1825;16.3329;197.444;0;4304.03;0.0382582;25.518;0
1018.82;43.1603;15.4974;186.941;0;4361.72;0.0376309;25.5431;0
1019.81;43.1528;15.2767;183.148;0;4373.35;0.0374428;25.5728;0
