nonCondensing.Capacitance;nonCondensingTanklessHXController.PID_k;nonCondensingTanklessHXController.PID_I;nonCondensingTanklessHXController.PID_D;nonCondensing.UA;nonCondensingTanklessHXController.PID_y_start
18138.9;0.25;30;1;3.8;1e-006
