nonCondensing.Capacitance;nonCondensing.ConductionCoefficient;nonCondensingTanklessHXController.PID_k;nonCondensingTanklessHXController.PID_I;nonCondensingTanklessHXController.PID_D;nonCondensing.UA;nonCondensingTanklessHXController.PID_y_start
16000;58.5604;0.0171475;4481.88;36.214;12.6062;0.666
