Time.y;nonCondensing.T_Out;nonCondensing.T_Inlet;nonCondensing.Qdot_Environment;nonCondensing.Qdot_in;nonCondensing.Qdot_Delivered;nonCondensing.mdot_water;nonCondensing.T_amb;nonCondensing.ControlConstant
1077.3;33.2718;11.05;-23.367;0;3168.53;0.0340301;25.455;0
1090.6;27.7971;10.7969;-33.9795;0;2411.84;0.0338594;25.4749;0
1103.9;22.7925;10.8699;-41.5876;0;1679.83;0.0336266;25.4449;0
1117.2;18.8287;10.7156;-47.0962;0;1132.57;0.0333168;25.5306;0
1130.5;15.9991;10.5703;-50.2467;0;751.24;0.0330264;25.475;0
1135.31;15.2226;10.6832;-51.275;0;626.576;0.0329423;25.5102;0
1135.31;15.2226;10.6832;-51.275;0;626.576;0.0329423;25.5102;0
1143.8;14.1182;10.5469;-52.2466;0;491.094;0.0328196;25.4481;0
1157.1;12.9161;10.5282;-53.542;0;326.82;0.032665;25.435;0
1170.4;12.1731;10.4904;-54.4947;0;229.188;0.0325063;25.4619;0
1183.7;11.7204;10.5318;-54.9821;0;161.074;0.032342;25.4514;0
1197;11.4422;10.3712;-55.0398;0;144.873;0.0322847;25.3694;0
1210.3;11.2643;10.4632;-55.5901;0;108.715;0.0323874;25.4497;0
1223.6;11.1452;10.4072;-56.026;0;100.45;0.0324866;25.5122;0
1236.9;11.0619;10.4278;-55.9792;0;86.1691;0.032435;25.458;0
1250.2;10.9999;10.5037;-56.0903;0;67.1414;0.0322964;25.4648;0
1263.5;10.9532;10.3721;-55.9401;0;78.4484;0.0322194;25.4071;0
1276.8;10.9165;10.424;-56.0561;0;66.4445;0.0322007;25.4278;0
1290.1;10.8888;10.38;-56.2027;0;68.5439;0.0321522;25.4521;0
1303.4;10.8693;10.4588;-56.1435;0;55.1115;0.032038;25.4353;0
1316.7;10.8575;10.38;-56.4355;0;63.8213;0.0318994;25.5078;0
1330;10.8504;10.41;-56.4074;0;58.7385;0.0318296;25.4962;0
1343.3;10.846;10.5471;-56.4008;0;39.8502;0.031823;25.4989;0
1356.6;10.8435;10.4496;-56.2872;0;52.6189;0.0318828;25.4754;0
1369.9;10.8421;10.4943;-56.082;0;46.665;0.0320181;25.4247;0
1383.2;10.8423;10.5243;-55.9883;0;42.8424;0.0321482;25.4137;0
1396.5;10.8453;10.5006;-56.0351;0;46.5068;0.0322037;25.4431;0
1409.8;10.8512;10.5589;-56.0154;0;39.4267;0.0321966;25.4505;0
1423.1;10.8603;10.5681;-55.7602;0;39.3172;0.0321136;25.4019;0
1436.4;10.8728;10.5752;-55.553;0;39.8575;0.0319643;25.3628;0
1449.7;10.8887;10.58;-55.5363;0;41.1576;0.0318171;25.3723;0
1463;10.9064;10.5659;-55.629;0;45.1925;0.0316698;25.4097;0
1476.3;10.9243;10.5628;-55.5296;0;47.7891;0.031549;25.3936;0
1489.6;10.941;10.5772;-55.5756;0;48.1288;0.0315744;25.4127;0
1502.9;10.9552;10.5803;-55.5186;0;49.8313;0.03172;25.4052;0
1516.2;10.9666;10.5932;-55.5538;0;49.7772;0.0318132;25.4208;0
1529.5;10.9752;10.62;-55.405;0;47.3706;0.0318332;25.3882;0
1542.8;10.9815;10.5992;-55.3752;0;50.9944;0.0318357;25.3846;0
1556.1;10.9868;10.7318;-55.4036;0;34.0104;0.0318341;25.4022;0
1569.4;10.9912;10.6748;-55.1622;0;43.2382;0.032616;25.3465;0
1570.38;10.9914;10.665;-55.1345;0;45.0314;0.0329266;25.34;0
1570.38;10.9914;10.665;-55.1345;0;45.0314;0.0329266;25.34;0
1582.7;10.988;10.7539;-54.9909;0;41.986;0.0428176;25.3143;0
1583.71;10.9869;10.7506;-55.039;0;43.6746;0.0441;25.3277;0
1583.71;10.9869;10.7506;-55.039;37082;43.6746;0.0441;25.3277;1
1596;23.2437;10.5908;-14.9118;10647.7;3522.8;0.0664483;25.344;0.287139
1609.3;30.7537;10.44;-6.47477;9510.4;7844.56;0.0921648;25.365;0.256469
1622.6;35.9756;10.3828;-2.09667;16762;11191.9;0.104369;25.365;0.452026
1635.9;39.6367;10.4302;7.14387;17380.9;12934.7;0.105697;25.4182;0.468716
1649.2;42.2371;10.2645;10.8605;18096.9;14165.3;0.105739;25.4018;0.488024
1662.5;44.0631;10.27;13.9956;18981.1;14922.9;0.105393;25.4809;0.511868
1675.8;45.3563;10.2664;16.6858;19213.4;15445;0.105049;25.4156;0.518132
1689.1;46.2679;10.2771;18.4141;19554.7;15835.4;0.105008;25.39;0.527338
1702.4;46.9112;10.2651;19.6016;19757.5;16126.1;0.105024;25.3949;0.532806
1715.7;47.3657;10.2036;20.3633;19900.7;16344.3;0.104967;25.405;0.536668
1729;47.6859;10.0937;20.7291;20031.2;16540.1;0.105009;25.4175;0.540187
1742.3;47.9105;10.1039;20.9783;20182.3;16635.9;0.105018;25.4297;0.544262
1755.6;48.0686;10.0896;21.2896;20235.5;16713.1;0.105026;25.4376;0.545696
1768.9;48.1799;9.9802;21.2841;20306.2;16847.3;0.105258;25.4704;0.547603
1782.2;48.2569;9.94573;21.3611;20381.5;16894.8;0.105248;25.4343;0.549634
1795.5;48.3106;9.93;21.5624;20415.4;16894.8;0.105057;25.4001;0.550547
1808.8;48.3498;9.91027;21.5135;20352.5;16863.6;0.104703;25.4304;0.548852
1822.1;48.3791;9.93813;21.6674;20286.7;16795.6;0.104276;25.405;0.547076
1835.4;48.4009;9.9216;21.8235;20273.1;16800.6;0.104204;25.3776;0.546709
1848.7;48.4156;9.93547;21.5869;20323.1;16839.2;0.104441;25.445;0.548057
1862;48.4249;9.93827;21.7357;20385.4;16890.1;0.104739;25.4106;0.549739
1875.3;48.4315;9.9114;21.3163;20378.8;16899.2;0.104704;25.5222;0.549559
1888.6;48.4368;9.90293;21.3767;20343.9;16869;0.10448;25.5021;0.548619
1901.9;48.4407;9.9398;21.4205;20345.2;16849.7;0.104449;25.4952;0.548655
1915.2;48.4434;9.9288;21.5142;20350.6;16863.1;0.104496;25.4738;0.548799
1928.5;48.4457;9.94493;21.4168;20329.8;16840.2;0.104392;25.5012;0.548238
1941.8;48.4479;9.9308;21.1672;20305.1;16827.2;0.104266;25.5711;0.547572
1955.1;48.4495;9.92;20.7859;20302;16831.3;0.104258;25.6698;0.547489
1968.4;48.451;9.92347;20.9676;20284.7;16813.8;0.104155;25.6237;0.547022
1981.7;48.4523;9.91393;20.5288;20283.7;16819.4;0.104161;25.7393;0.546996
1995;48.4526;9.9404;20.3048;20316;16833.6;0.104319;25.799;0.547867
2008.3;48.453;9.91893;20.5095;20299.7;16832.4;0.104253;25.7479;0.547427
2021.6;48.4535;9.92;20.3963;20305.3;16835.9;0.104276;25.7749;0.547577
2034.9;48.4528;9.9298;20.4359;20358.3;16874.1;0.104541;25.7662;0.549007
2048.2;48.4526;9.91227;20.8314;20336.1;16863.5;0.104428;25.6577;0.548409
2061.5;48.453;9.9162;20.5306;20313.6;16839;0.104286;25.7378;0.547803
2074.8;48.4536;9.94;20.5544;20293.2;16817.6;0.104216;25.7418;0.547251
2088.1;48.4547;9.91073;20.4735;20268.7;16814.4;0.104115;25.7578;0.546591
2101.4;48.4548;9.93013;20.4973;20311.8;16835.4;0.104297;25.7472;0.547753
2114.7;48.4539;9.92;20.7399;20355.5;16876.9;0.104528;25.6874;0.548932
2128;48.4536;9.94;20.7362;20344.6;16861.5;0.104489;25.6899;0.548638
2141.3;48.4532;9.94;20.9245;20357;16873.8;0.104566;25.6431;0.548971
2154.6;48.4526;9.94;20.8123;20369.3;16887.1;0.10465;25.6726;0.549305
2167.9;48.4527;9.95347;20.5582;20347.2;16861;0.104524;25.74;0.548709
2181.2;48.4532;9.95;20.6083;20322.3;16844.2;0.10441;25.73;0.548036
2194.5;48.4543;9.9292;20.7835;20283.4;16820.7;0.104204;25.68;0.546988
2207.8;48.4554;9.95;20.7964;20271.4;16796.9;0.104111;25.6803;0.546664
2221.1;48.4557;9.92407;20.4897;20306.9;16843.5;0.104328;25.7581;0.547621
2234.4;48.4554;9.9268;20.484;20336;16861.1;0.104445;25.7516;0.548406
2247.7;48.455;9.93;20.3901;20330.5;16849.3;0.104382;25.7778;0.548258
2261;48.4555;9.95;20.2835;20296.8;16816.1;0.104229;25.8141;0.54735
2274.3;48.4563;9.9242;20.2593;20281.1;16822;0.104194;25.8229;0.546926
2287.6;48.4572;9.95573;20.0384;20264.9;16794;0.104103;25.8799;0.54649
2300.9;48.4579;9.92993;20.2551;20254.7;16795.1;0.104038;25.8199;0.546214
2314.2;48.4582;9.9388;20.1664;20286.1;16815.5;0.104188;25.8446;0.547061
2327.5;48.458;9.94747;20.1649;20299.5;16825.6;0.104274;25.8475;0.547423
2340.8;48.4579;9.95307;20.1793;20300.2;16824;0.10428;25.8431;0.547441
2354.1;48.4584;9.9522;20.1795;20264.2;16795;0.104096;25.845;0.54647
2367.4;48.4591;9.97133;20.317;20247.4;16772.2;0.104005;25.81;0.546016
2380.7;48.4604;9.93787;20.1315;20218;16764.5;0.103863;25.86;0.545224
2394;48.4611;9.9392;20.0289;20227.3;16767.9;0.103886;25.8788;0.545476
2407.3;48.4613;9.96633;19.8103;20242.1;16763.5;0.103931;25.9429;0.545874
2420.6;48.462;9.9228;19.917;20215.2;16770.2;0.103854;25.9163;0.54515
2433.9;48.4627;9.9534;20.1359;20209.8;16745.9;0.103784;25.8511;0.545003
2447.2;48.4635;9.93547;20.193;20191.5;16736.1;0.103673;25.84;0.544508
2460.5;48.4642;9.95793;20.3368;20193.2;16730.4;0.103696;25.805;0.544556
2473.8;48.4646;9.9272;20.3328;20193.3;16747.4;0.103717;25.8084;0.544557
2487.1;48.4654;9.95927;20.3654;20166.6;16710.4;0.103572;25.7978;0.543838
2500.4;48.4665;9.93027;20.3405;20150.5;16709.6;0.103486;25.8051;0.543404
2513.7;48.4668;9.9406;20.3594;20175.7;16725.7;0.103613;25.8006;0.544083
2527;48.4602;9.91387;20.1126;20891.6;17372;0.10756;25.8488;0.563389
2540.3;48.3667;9.87193;19.8033;26643.1;22224.7;0.137791;25.8461;0.718492
2553.6;48.1315;9.7952;19.3936;36019.4;30086.3;0.187303;25.8228;0.971345
2566.9;46.6745;9.77;15.5099;37082;32052.7;0.207286;25.7429;1
2580.2;45.6851;9.75;14.7401;37082;29851.2;0.198257;25.7255;1
2593.5;46.3016;9.646;15.7169;34466.9;28406.5;0.184954;25.7208;0.929478
2606.8;46.6604;9.6292;16.2983;34185;28206.2;0.181787;25.7446;0.921875
2620.1;46.9071;9.62187;16.6796;34753.6;28725.7;0.183874;25.7778;0.937208
2633.4;47.0694;9.5728;17.1301;35395.5;29334.5;0.186712;25.7364;0.954521
2646.7;47.1803;9.47;17.0411;35484.7;29443.1;0.186341;25.7491;0.956924
2660;47.2597;9.46413;16.9847;35485.9;29399.6;0.185646;25.8041;0.956959
2673.3;47.3121;9.4586;16.9433;35823.4;29700.6;0.18726;25.84;0.966058
2686.6;47.3422;9.46147;17.1685;36070.3;29907.6;0.18843;25.7957;0.972716
2699.9;47.3656;9.45007;17.1468;35931.8;29799.6;0.187577;25.8096;0.968982
2713.2;47.3867;9.4544;17.2079;35744.4;29642.1;0.186503;25.8056;0.963927
2726.5;47.4025;9.45;17.2173;35710;29622.3;0.186279;25.8125;0.963001
2739.8;47.4146;9.46;17.4532;35671.6;29583.4;0.186025;25.7592;0.961965
2753.1;47.4235;9.3004;17.0972;35704.6;29704.2;0.185958;25.8074;0.962854
2766.4;47.4273;9.29;17.05;35823.3;29725.7;0.186024;25.8024;0.966055
2779.7;47.4303;9.27427;17.0523;35803.8;29704.1;0.185797;25.7915;0.965531
2793;47.4328;9.2896;17.1572;35822.4;29709.2;0.185892;25.7708;0.966031
2806.3;47.4311;9.28;17.1689;36024.4;29897.2;0.187029;25.77;0.971479
2819.6;47.4256;9.46347;17.3802;36256.6;29964.2;0.188381;25.757;0.977741
2832.9;47.4228;9.437;17.071;36168.9;30030;0.188678;25.8566;0.975376
2846.2;47.4203;9.40133;17.2325;36155.9;30017.2;0.188432;25.8023;0.975026
2859.5;47.4224;9.29;17.2397;35975.3;29915.1;0.187233;25.7648;0.970154
2872.8;47.4222;9.2936;17.1038;36142.3;29975.9;0.187632;25.7856;0.974658
2886.1;47.4199;9.30147;17.0804;36229.3;30043.9;0.188108;25.785;0.977006
2899.4;47.421;9.3052;17.0229;36024.2;29886;0.187133;25.8049;0.971475
2912.7;47.4228;9.2918;17.0994;36062.2;29922.2;0.187284;25.7841;0.972499
2926;47.423;9.26493;16.9592;36076.6;29952;0.187338;25.81;0.972887
2939.3;47.426;9.26387;16.8891;35903.4;29796;0.186342;25.8339;0.968217
2952.6;47.429;9.1272;16.8485;35950.4;29927;0.18648;25.81;0.969485
2965.9;47.4271;9.12653;16.6995;36146.2;29965.7;0.186726;25.8165;0.974764
2979.2;47.428;9.14107;16.6616;36016.4;29867.7;0.186182;25.8279;0.971265
2992.5;47.4256;9.1338;16.5572;36227.4;30066.2;0.187395;25.8573;0.976954
3005.8;47.4212;9.11027;16.6984;36311.8;30143.4;0.187782;25.8095;0.97923
3019.1;47.4218;9.1144;16.6574;36085;29936.6;0.186512;25.8178;0.973114
3032.4;47.4228;9.1516;16.7733;36150.4;29984.7;0.186988;25.8048;0.974878
3045.7;47.421;9.05;16.5991;36266.1;30125.1;0.187375;25.8104;0.977997
3059;47.4209;9.0424;16.6557;36167;29996.3;0.186537;25.7729;0.975324
3072.3;47.4196;9.0044;17.0566;36316.7;30154.9;0.187345;25.6685;0.979361
3085.6;47.4157;8.94573;16.5528;36419.8;30233.5;0.187565;25.7708;0.982142
3098.9;47.4171;9.01993;16.5286;36163.4;29949;0.186153;25.7897;0.975227
3112.2;47.4197;8.9632;16.571;36202.4;30070.1;0.186617;25.772;0.976281
3125.5;47.4159;8.97873;16.5695;36446.2;30228.9;0.187697;25.7725;0.982853
3138.8;47.4172;8.98;16.9038;36161.3;29988.1;0.186202;25.6861;0.975171
3152.1;47.4241;8.98;16.9059;35946.4;29819;0.185118;25.6922;0.969376
3165.4;47.4223;8.97827;16.7232;36401.4;30190.8;0.187427;25.7339;0.981645
3178.7;47.415;8.97607;16.6375;36601.8;30367;0.188546;25.7539;0.987049
3192;47.416;8.9896;16.7962;36202.3;30016.7;0.186432;25.7176;0.976278
3205.3;47.4227;8.97947;16.3706;35996.9;29864.3;0.185403;25.8321;0.970739
3218.6;47.4229;8.97907;16.4293;36260.4;30083.2;0.18676;25.8133;0.977845
3231.9;47.4218;8.98;16.3396;36273.1;30084.6;0.186778;25.8386;0.978187
3245.2;47.4253;8.98547;16.5021;36089.1;29928.6;0.18582;25.7964;0.973223
3258.5;47.4241;8.96587;16.5444;36322.8;30147;0.187086;25.7848;0.979526
3271.8;47.4191;8.98;16.6359;36502.8;30271.6;0.187952;25.7556;0.984379
3285.1;47.4212;8.98;16.4169;36163.1;29998.4;0.186246;25.82;0.975221
3298.4;47.4275;8.9952;16.2887;35966.2;29810.4;0.185122;25.85;0.96991
3311.7;47.4293;8.9806;16.2305;36195.1;30038.6;0.18646;25.8709;0.976083
3325;47.4256;8.96747;16.5311;36390.3;30193.3;0.187374;25.7849;0.981347
3338.3;47.4247;9.00613;16.8387;36216.1;30018.1;0.186478;25.7116;0.976648
3351.6;47.4324;8.9752;16.9009;35827.5;29726.7;0.184482;25.6962;0.966169
3364.9;47.4385;8.9998;16.9467;35868.8;29746.3;0.184693;25.7;0.967283
3378.2;47.4357;8.96213;16.9952;36325.8;30159.3;0.187088;25.6684;0.979607
3391.5;47.4298;8.98;16.7603;36400.5;30195.7;0.187429;25.7324;0.98162
3404.8;47.4298;8.9608;16.686;36160.5;29998.5;0.186112;25.7497;0.975151
3418.1;47.436;8.97373;16.7517;35854.5;29734.3;0.184505;25.7414;0.966897
3431.4;47.4694;8.9852;16.1711;33808.9;27988.2;0.173572;25.9128;0.911735
3444.7;47.5762;9.0018;17.0974;28886.8;23845.9;0.147537;25.7545;0.778998
3458;47.76;8.98;17.5901;23574;19440.2;0.119641;25.7371;0.635726
3471.3;47.9501;8.9814;17.8163;21028.8;17340.4;0.106201;25.7843;0.567088
3484.6;48.0958;8.9972;18.0711;20753;17141;0.104631;25.7929;0.559651
3497.9;48.202;8.9502;18.0852;20709.3;17144.7;0.104245;25.8397;0.558474
3511.2;48.2779;9.01;18.4415;20691.7;17111.7;0.104002;25.7868;0.557998
3524.5;48.3318;9.04873;18.5575;20693.6;17118.1;0.104001;25.8051;0.558051
3537.8;48.3702;9.03227;18.6961;20673.9;17136.7;0.103969;25.7957;0.557518
3551.1;48.3987;9.1274;18.7374;20615.5;17052.8;0.103635;25.8161;0.555943
3564.4;48.42;9.15133;18.6566;20556.8;17023.9;0.103466;25.8769;0.554359
3577.7;48.4347;9.12;18.5968;20605.4;17098.3;0.103797;25.89;0.555672
3591;48.4446;9.15;18.7004;20624.7;17088.2;0.103789;25.8665;0.556192
3604.3;48.4528;9.15549;19.2406;20547.3;17025.9;0.103403;25.736;0.554105
3617.6;48.4596;9.13267;19.2776;20514.5;17014.9;0.103259;25.7267;0.553219
3630.9;48.4644;9.15;19.474;20526.5;17014.9;0.103291;25.6772;0.553544
3644.2;48.467;9.17528;18.7072;20567.6;17041.2;0.103511;25.8858;0.554653
3657.5;48.4687;9.15;18.9909;20580.4;17069.2;0.10361;25.8117;0.554997
3670.8;48.4701;9.14462;19.1478;20568.8;17058;0.103524;25.7638;0.554684
3684.1;48.471;9.12293;19.1146;20580.4;17070.1;0.103538;25.7693;0.554998
3697.4;48.4715;9.15013;19.3871;20587.9;17064.4;0.103574;25.7039;0.555198
3710.7;48.4719;9.18;19.3023;20582.5;17055.8;0.103598;25.74;0.555054
3724;48.4728;9.16747;19.2639;20557.9;17051.7;0.103538;25.7481;0.554392
3737.3;48.4732;9.17613;19.0185;20568.8;17050.6;0.103553;25.8097;0.554685
3750.6;48.4734;9.1876;19.3505;20576.7;17052.4;0.103594;25.7268;0.554897
3763.9;48.4742;9.18;19.3632;20542.6;17029.9;0.103436;25.725;0.553977
3777.2;48.4748;9.19;18.9978;20547.6;17030.7;0.103465;25.8223;0.554113
3790.5;48.4746;9.1638;19.3826;20585.9;17075.6;0.103669;25.7176;0.555145
3803.8;48.4743;9.18973;19.2589;20589.3;17060.3;0.103646;25.7446;0.555237
3817.1;48.4747;9.15407;19.3302;20547.6;17039.5;0.103424;25.7328;0.554112
3830.4;48.4755;9.1768;19.3199;20534.8;17026.8;0.103405;25.732;0.553766
3843.7;48.4759;9.16547;19.3241;20546.2;17032.9;0.103411;25.73;0.554075
3857;48.4764;9.16173;19.0221;20533.4;17026.3;0.10336;25.8109;0.553729
3870.3;48.4769;9.19;19.003;20532.7;17015.6;0.103368;25.8228;0.55371
3883.6;48.477;9.16853;19.0242;20548.3;17044;0.103484;25.8163;0.55413
3896.9;48.4767;9.18007;19.2282;20566.2;17050.6;0.103555;25.7602;0.554615
3910.2;48.4767;9.1712;19.217;20557.6;17046.8;0.103509;25.7636;0.554381
3923.5;48.4767;9.18;19.3509;20561.9;17045.9;0.103526;25.7275;0.554498
3936.8;48.4764;9.15;19.2846;20573.4;17066.2;0.103571;25.7377;0.554808
3950.1;48.4765;9.13;19.2659;20559.4;17055.8;0.103455;25.7363;0.554432
3963.4;48.4768;9.1848;19.2983;20548.8;17020.4;0.103384;25.74;0.554146
3976.7;48.4771;9.16;19.2966;20553.9;17049.4;0.103493;25.7418;0.554282
3990;48.4768;9.18;19.2705;20577.7;17055.2;0.103582;25.7452;0.554926
4003.3;48.4764;9.17053;19.1838;20593.4;17073.7;0.103671;25.7669;0.555347
4016.6;48.4758;9.1872;19.5207;20606.6;17073.7;0.103716;25.6763;0.555703
4029.9;48.4759;9.1764;19.3591;20568.2;17047.5;0.103528;25.7279;0.554669
4043.2;48.4773;9.15227;19.3894;20505.9;17012.5;0.103249;25.7107;0.552989
4056.5;48.4781;9.22173;19.4151;20535.9;16996.1;0.10333;25.7121;0.553796
4069.8;48.4779;9.18;19.3673;20568;17057.1;0.103591;25.7322;0.554663
4083.1;48.4777;9.1522;19.2889;20571.7;17071.6;0.103606;25.7563;0.554763
4096.4;48.4774;9.1652;19.3487;20587.8;17083.7;0.103715;25.7248;0.555196
4109.7;48.4764;9.207;19.7276;20627.7;17080.4;0.103808;25.623;0.556271
4123;48.4759;9.20387;19.7232;20602.6;17067.3;0.103721;25.6425;0.555597
