Time.y;nonCondensing.T_Out;nonCondensing.T_Inlet;nonCondensing.Qdot_Environment;nonCondensing.Qdot_in;nonCondensing.Qdot_Delivered;nonCondensing.mdot_water;nonCondensing.T_amb;nonCondensing.ControlConstant
211.2;57.8486;20;284.808;47095.8;38782.8;0.244554;20;0.847733
212.4;57.8514;20;284.827;47098.5;38785.6;0.244554;20;0.847781
213.6;57.8541;20;284.846;47101;38788.4;0.244554;20;0.847827
214.8;57.8567;20;284.865;47103.5;38791.1;0.244554;20;0.847872
216;57.8593;20;284.882;47105.9;38793.7;0.244554;20;0.847916
217.2;57.8617;20;284.9;47108.3;38796.2;0.244554;20;0.847958
218.4;57.8641;20;284.916;47110.6;38798.7;0.244554;20;0.847998
219.6;57.8664;20;284.932;47112.8;38801;0.244554;20;0.848038
220.8;57.8687;20;284.948;47114.9;38803.3;0.244554;20;0.848076
222;57.8709;20;284.963;47117;38805.6;0.244554;20;0.848114
223.2;57.873;20;284.978;47119;38807.7;0.244554;20;0.84815
224.4;57.875;20;284.992;47120.9;38809.8;0.244554;20;0.848185
225.6;57.877;20;285.006;47122.8;38811.8;0.244554;20;0.848219
226.8;57.8789;20;285.02;47124.6;38813.8;0.244554;20;0.848251
228;57.8808;20;285.033;47126.4;38815.7;0.244554;20;0.848283
229.2;57.8826;20;285.045;47128.1;38817.5;0.244554;20;0.848314
230.4;57.8843;20;285.057;47129.8;38819.3;0.244554;20;0.848344
231.6;57.886;20;285.069;47131.4;38821.1;0.244554;20;0.848373
232.8;57.8876;20;285.081;47132.9;38822.7;0.244554;20;0.848401
234;57.8892;20;285.092;47134.5;38824.4;0.244554;20;0.848429
235.2;57.8908;20;285.103;47135.9;38826;0.244554;20;0.848455
236.4;57.8923;20;285.113;47137.4;38827.5;0.244554;20;0.848481
237.6;57.8937;20;285.123;47138.7;38829;0.244554;20;0.848506
238.8;57.8951;20;285.133;47140.1;38830.4;0.244554;20;0.84853
240;57.8965;20;285.143;47141.4;38831.8;0.244554;20;0.848553
241.2;57.8978;20;285.152;47142.6;38833.2;0.244554;20;0.848576
242.4;57.8991;20;285.161;47143.9;38834.5;0.244554;20;0.848598
243.6;57.9003;20;285.17;47145.1;38835.7;0.244554;20;0.84862
244.8;57.9015;20;285.178;47146.2;38837;0.244554;20;0.84864
246;57.9027;20;285.186;47147.3;38838.2;0.244554;20;0.848661
247.2;57.9038;20;285.194;47148.4;38839.3;0.244554;20;0.84868
248.4;57.9049;20;285.202;47149.5;38840.5;0.244554;20;0.848699
249.6;57.906;20;285.209;47150.5;38841.6;0.244554;20;0.848717
250.8;57.907;20;285.216;47151.5;38842.6;0.244554;20;0.848735
252;57.908;20;285.224;47152.4;38843.6;0.244554;20;0.848753
253.2;57.909;20;285.23;47153.4;38844.6;0.244554;20;0.848769
254.4;57.91;20;285.237;47154.3;38845.6;0.244554;20;0.848786
255.6;57.9109;20;285.243;47155.2;38846.5;0.244554;20;0.848802
256.8;57.9118;20;285.25;47156;38847.5;0.244554;20;0.848817
258;57.9126;20;285.256;47156.9;38848.3;0.244554;20;0.848832
259.2;57.9135;20;285.262;47157.7;38849.2;0.244554;20;0.848846
260.4;57.9143;20;285.267;47158.4;38850;0.244554;20;0.84886
261.6;57.9151;20;285.273;47159.2;38850.8;0.244554;20;0.848874
262.8;57.9158;20;285.278;47159.9;38851.6;0.244554;20;0.848887
264;57.9166;20;285.283;47160.6;38852.4;0.244554;20;0.8489
265.2;57.9173;20;285.288;47161.3;38853.1;0.244554;20;0.848913
266.4;57.918;20;285.293;47162;38853.8;0.244554;20;0.848925
267.6;57.9187;20;285.298;47162.7;38854.5;0.244554;20;0.848937
268.8;57.9193;20;285.303;47163.3;38855.2;0.244554;20;0.848948
270;57.9199;20;285.307;47163.9;38855.9;0.244554;20;0.848959
271.2;57.9206;20;285.311;47164.5;38856.5;0.244554;20;0.84897
272.4;57.9212;20;285.316;47165.1;38857.1;0.244554;20;0.848981
273.6;57.9218;20;285.32;47165.7;38857.7;0.244554;20;0.848991
274.8;57.9223;20;285.324;47166.2;38858.3;0.244554;20;0.849001
276;57.9229;20;285.328;47166.8;38858.9;0.244554;20;0.84901
277.2;57.9234;20;285.331;47167.3;38859.4;0.244554;20;0.84902
278.4;57.9239;20;285.335;47167.8;38859.9;0.244554;20;0.849029
279.6;57.9244;20;285.339;47168.3;38860.5;0.244554;20;0.849038
280.8;57.9249;20;285.342;47168.8;38861;0.244554;20;0.849046
282;57.9254;20;285.346;47169.2;38861.5;0.244554;20;0.849055
283.2;57.9259;20;285.349;47169.7;38861.9;0.244554;20;0.849063
284.4;57.9263;20;285.352;47170.1;38862.4;0.244554;20;0.849071
285.6;57.9268;20;285.355;47170.6;38862.8;0.244554;20;0.849079
286.8;57.9272;20;285.358;47171;38863.3;0.244554;20;0.849086
288;57.9276;20;285.361;47171.4;38863.7;0.244554;20;0.849093
289.2;57.928;20;285.364;47171.8;38864.1;0.244554;20;0.849101
290.4;57.9284;20;285.367;47172.2;38864.5;0.244554;20;0.849107
291.6;57.9288;20;285.369;47172.5;38864.9;0.244554;20;0.849114
292.8;57.9291;20;285.372;47172.9;38865.3;0.244554;20;0.849121
294;57.9295;20;285.374;47173.3;38865.7;0.244554;20;0.849127
295.2;57.9299;20;285.377;47173.6;38866;0.244554;20;0.849133
296.4;57.9302;20;285.379;47173.9;38866.4;0.244554;20;0.849139
297.6;57.9305;20;285.382;47174.3;38866.7;0.244554;20;0.849145
298.8;57.9309;20;285.384;47174.6;38867;0.244554;20;0.849151
300;57.9312;20;285.386;47174.9;38867.4;0.244554;20;0.849157
301.2;57.9315;20;285.388;47175.2;38867.7;0.244554;20;0.849162
302.4;57.9318;20;285.39;47175.5;38868;0.244554;20;0.849168
303.6;57.9321;20;285.392;47175.8;38868.3;0.244554;20;0.849173
304.8;57.9324;20;285.394;47176.1;38868.6;0.244554;20;0.849178
306;57.9326;20;285.396;47176.3;38868.8;0.244554;20;0.849183
307.2;57.9329;20;285.398;47176.6;38869.1;0.244554;20;0.849188
308.4;57.9332;20;285.4;47176.9;38869.4;0.244554;20;0.849192
309.6;57.9334;20;285.402;47177.1;38869.6;0.244554;20;0.849197
310.8;57.9337;20;285.404;47177.4;38869.9;0.244554;20;0.849201
312;57.9339;20;285.405;47177.6;38870.1;0.244554;20;0.849206
313.2;57.9341;20;285.407;47177.9;38870.4;0.244554;20;0.84921
314.4;57.9344;20;285.409;47178.1;38870.6;0.244554;20;0.849214
315.6;57.9346;20;285.41;47178.3;38870.9;0.244554;20;0.849218
316.8;57.9348;20;285.412;47178.5;38871.1;0.244554;20;0.849222
318;57.935;20;285.413;47178.8;38871.3;0.244554;20;0.849226
319.2;57.9352;20;285.415;47179;38871.5;0.244554;20;0.84923
320.4;57.9354;20;285.416;47179.2;38871.7;0.244554;20;0.849234
321.6;57.9356;20;285.418;47179.4;38871.9;0.244554;20;0.849237
322.8;57.9358;20;285.419;47179.6;38872.1;0.244554;20;0.849241
324;57.936;20;285.42;47179.8;38872.3;0.244554;20;0.849244
325.2;57.9362;20;285.422;47180;38872.5;0.244554;20;0.849248
326.4;57.9364;20;285.423;47180.1;38872.7;0.244554;20;0.849251
327.6;57.9366;20;285.424;47180.3;38872.9;0.244554;20;0.849254
328.8;57.9367;20;285.426;47180.5;38873;0.244554;20;0.849257
330;57.9369;20;285.427;47180.7;38873.2;0.244554;20;0.849261
331.2;57.9371;20;285.428;47180.8;38873.4;0.244554;20;0.849264
332.4;57.9372;20;285.429;47181;38873.6;0.244554;20;0.849267
333.6;57.9374;20;285.43;47181.2;38873.7;0.244554;20;0.84927
334.8;57.9375;20;285.431;47181.3;38873.9;0.244554;20;0.849272
336;57.9377;20;285.432;47181.5;38874;0.244554;20;0.849275
337.2;57.9378;20;285.433;47181.6;38874.2;0.244554;20;0.849278
338.4;57.938;20;285.434;47181.8;38874.3;0.244554;20;0.849281
339.6;57.9381;20;285.435;47181.9;38874.5;0.244554;20;0.849284
340.8;57.9383;20;285.436;47182.1;38874.6;0.244554;20;0.849286
342;57.9384;20;285.437;47182.2;38874.8;0.244554;20;0.849289
343.2;57.9385;20;285.438;47182.4;38874.9;0.244554;20;0.849291
344.4;57.9387;20;285.439;47182.5;38875;0.244554;20;0.849294
345.6;57.9388;20;285.44;47182.6;38875.1;0.244554;20;0.849296
346.8;57.9389;20;285.441;47182.8;38875.3;0.244554;20;0.849299
348;57.939;20;285.442;47182.9;38875.4;0.244554;20;0.849301
349.2;57.9391;20;285.443;47183;38875.5;0.244554;20;0.849303
350.4;57.9393;20;285.444;47183.2;38875.6;0.244554;20;0.849306
351.6;57.9394;20;285.445;47183.3;38875.8;0.244554;20;0.849308
352.8;57.9395;20;285.445;47183.4;38875.9;0.244554;20;0.84931
354;57.9396;20;285.446;47183.5;38876;0.244554;20;0.849312
355.2;57.9397;20;285.447;47183.7;38876.1;0.244554;20;0.849314
356.4;57.9398;20;285.448;47183.8;38876.2;0.244554;20;0.849316
357.6;57.9399;20;285.449;47183.9;38876.3;0.244554;20;0.849318
358.8;57.94;20;285.449;47184;38876.4;0.244554;20;0.84932
360;57.9401;20;285.45;47184.1;38876.5;0.244554;20;0.849322
361.2;57.9402;20;285.451;47184.2;38876.6;0.244554;20;0.849324
362.4;57.9403;20;285.452;47184.3;38876.8;0.244554;20;0.849326
363.6;57.9404;20;285.452;47184.4;38876.8;0.244554;20;0.849328
364.8;57.9405;20;285.453;47184.5;38876.9;0.244554;20;0.84933
366;57.9406;20;285.454;47184.6;38877;0.244554;20;0.849332
367.2;57.9407;20;285.454;47184.7;38877.1;0.244554;20;0.849334
368.4;57.9408;20;285.455;47184.8;38877.2;0.244554;20;0.849336
369.6;57.9409;20;285.456;47184.9;38877.3;0.244554;20;0.849338
370.8;57.941;20;285.456;47185.1;38877.4;0.244554;20;0.849339
372;57.9411;20;285.457;47185.1;38877.5;0.244554;20;0.849341
373.2;57.9412;20;285.458;47185.2;38877.6;0.244554;20;0.849343
374.4;57.9413;20;285.458;47185.3;38877.7;0.244554;20;0.849345
375.6;57.9413;20;285.459;47185.4;38877.8;0.244554;20;0.849346
376.8;57.9414;20;285.459;47185.5;38877.9;0.244554;20;0.849348
378;57.9415;20;285.46;47185.6;38877.9;0.244554;20;0.84935
379.2;57.9416;20;285.461;47185.7;38878;0.244554;20;0.849351
380.4;57.9417;20;285.461;47185.8;38878.1;0.244554;20;0.849353
381.6;57.9417;20;285.462;47185.9;38878.2;0.244554;20;0.849355
382.8;57.9418;20;285.462;47186;38878.3;0.244554;20;0.849356
384;57.9419;20;285.463;47186.1;38878.3;0.244554;20;0.849358
385.2;57.942;20;285.463;47186.2;38878.4;0.244554;20;0.849359
386.4;57.9421;20;285.464;47186.2;38878.5;0.244554;20;0.849361
387.6;57.9421;20;285.465;47186.3;38878.6;0.244554;20;0.849362
388.8;57.9422;20;285.465;47186.4;38878.7;0.244554;20;0.849364
390;57.9423;20;285.466;47186.5;38878.7;0.244554;20;0.849365
391.2;57.9423;20;285.466;47186.6;38878.8;0.244554;20;0.849367
392.4;57.9424;20;285.467;47186.7;38878.9;0.244554;20;0.849368
393.6;57.9425;20;285.467;47186.7;38879;0.244554;20;0.84937
394.8;57.9426;20;285.468;47186.8;38879;0.244554;20;0.849371
396;57.9426;20;285.468;47186.9;38879.1;0.244554;20;0.849373
397.2;57.9427;20;285.469;47187;38879.2;0.244554;20;0.849374
398.4;57.9428;20;285.469;47187.1;38879.2;0.244554;20;0.849376
399.6;57.9428;20;285.47;47187.1;38879.3;0.244554;20;0.849377
400.8;57.9429;20;285.47;47187.2;38879.4;0.244554;20;0.849378
402;57.943;20;285.471;47187.3;38879.4;0.244554;20;0.84938
403.2;57.943;20;285.471;47187.4;38879.5;0.244554;20;0.849381
404.4;57.9431;20;285.472;47187.4;38879.6;0.244554;20;0.849383
405.6;57.9432;20;285.472;47187.5;38879.6;0.244554;20;0.849384
406.8;57.9432;20;285.473;47187.6;38879.7;0.244554;20;0.849385
408;57.9433;20;285.473;47187.7;38879.8;0.244554;20;0.849387
409.2;57.9434;20;285.474;47187.8;38879.8;0.244554;20;0.849388
410.4;57.9434;20;285.474;47187.8;38879.9;0.244554;20;0.849389
411.6;57.9435;20;285.475;47187.9;38880;0.244554;20;0.849391
412.8;57.9435;20;285.475;47188;38880;0.244554;20;0.849392
414;57.9436;20;285.475;47188;38880.1;0.244554;20;0.849393
415.2;57.9437;20;285.476;47188.1;38880.2;0.244554;20;0.849395
416.4;57.9437;20;285.476;47188.2;38880.2;0.244554;20;0.849396
417.6;57.9438;20;285.477;47188.3;38880.3;0.244554;20;0.849397
418.8;57.9439;20;285.477;47188.3;38880.3;0.244554;20;0.849399
420;57.9439;20;285.478;47188.4;38880.4;0.244554;20;0.8494
421.2;57.944;20;285.478;47188.5;38880.5;0.244554;20;0.849401
422.4;57.944;20;285.479;47188.6;38880.5;0.244554;20;0.849402
423.6;57.9441;20;285.479;47188.6;38880.6;0.244554;20;0.849404
424.8;57.9441;20;285.479;47188.7;38880.7;0.244554;20;0.849405
426;57.9442;20;285.48;47188.8;38880.7;0.244554;20;0.849406
427.2;57.9443;20;285.48;47188.8;38880.8;0.244554;20;0.849407
428.4;57.9443;20;285.481;47188.9;38880.8;0.244554;20;0.849409
429.6;57.9444;20;285.481;47189;38880.9;0.244554;20;0.84941
430.8;57.9444;20;285.482;47189;38880.9;0.244554;20;0.849411
432;57.9445;20;285.482;47189.1;38881;0.244554;20;0.849412
433.2;57.9445;20;285.482;47189.2;38881.1;0.244554;20;0.849414
434.4;57.9446;20;285.483;47189.2;38881.1;0.244554;20;0.849415
435.6;57.9447;20;285.483;47189.3;38881.2;0.244554;20;0.849416
436.8;57.9447;20;285.484;47189.4;38881.2;0.244554;20;0.849417
438;57.9448;20;285.484;47189.4;38881.3;0.244554;20;0.849418
439.2;57.9448;20;285.485;47189.5;38881.4;0.244554;20;0.84942
440.4;57.9449;20;285.485;47189.6;38881.4;0.244554;20;0.849421
441.6;57.9449;20;285.485;47189.6;38881.5;0.244554;20;0.849422
442.8;57.945;20;285.486;47189.7;38881.5;0.244554;20;0.849423
444;57.945;20;285.486;47189.8;38881.6;0.244554;20;0.849424
445.2;57.9451;20;285.487;47189.8;38881.6;0.244554;20;0.849426
446.4;57.9452;20;285.487;47189.9;38881.7;0.244554;20;0.849427
447.6;57.9452;20;285.487;47190;38881.7;0.244554;20;0.849428
448.8;57.9453;20;285.488;47190;38881.8;0.244554;20;0.849429
450;57.9453;20;285.488;47190.1;38881.9;0.244554;20;0.84943
451.2;57.9454;20;285.489;47190.2;38881.9;0.244554;20;0.849432
452.4;57.9454;20;285.489;47190.2;38882;0.244554;20;0.849433
453.6;57.9455;20;285.489;47190.3;38882;0.244554;20;0.849434
454.8;57.9455;20;285.49;47190.4;38882.1;0.244554;20;0.849435
456;57.9456;20;285.49;47190.4;38882.1;0.244554;20;0.849436
457.2;57.9456;20;285.491;47190.5;38882.2;0.244554;20;0.849437
