#1

double tab1(1661,2)
4314	59.16
4317	59.12
4320	59.17
4323	59.24
4325.995	59.15
4328.995	59.12
4332	59.14
4335	59.15
4338	59.13
4341	59.15
4344	59.1
4347	59.11
4350	59.1
4353	59.1
4356	59.11
4359	59.1
4362	59.28
4365	59.23
4368	59.15
4371	59.07
4374	59.15
4377	59.19
4380	59.31
4382.87	59.31
4385.995	59.18
4388.87	59.15
4391.87	59.14
4395	59.13
4398	59.16
4401	58.96
4404	59
4407	59.05
4410	59.15
4413	59.23
4416	59.23
4419	59.3
4422	59.25
4425	59.28
4428	59.25
4431	59.25
4434	59.19
4437	59.1
4440	59.13
4443	59.16
4445.995	59.09
4448.995	59.15
4452	59.1
4455	59.11
4458	59.1
4461	59.01
4464	59.11
4467	59.1
4470	59.05
4473	59.09
4476	59.25
4479	59.25
4482	59.42
4485	59.43
4488	59.3
4491	59.17
4494	59.05
4497	59.01
4500	58.97
4503	59.06
4505.995	59.09
4508.995	59.14
4512	59.19
4515	59.27
4518	59.29
4521	59.33
4524	59.2
4527	59.19
4530	59.02
4533	59.12
4536	59.17
4539	59.4
4542	59.21
4545	59.26
4548	59.25
4551	59.34
4554	59.35
4557	59.3
4560	59.24
4563	59.13
4565.995	59.2
4568.995	59.09
4572	59.01
4575	58.96
4578	58.81
4581	58.81
4584	59
4587	58.99
4590	59.17
4593	59.16
4596	59.29
4599	59.3
4602	59.33
4605	59.25
4608	59.15
4611	59.21
4614	59.11
4617	58.95
4620	58.94
4623	58.96
4625.995	58.96
4628.995	59.09
4632	59.15
4635	59.16
4638	58.72
4641	56.11
4644	51.32
4647	45.05
4650	38.13
4653	32.12
4656	27.23
4659	23.6
4662	20.92
4665	18.82
4668	17.22
4671	15.91
4674	14.94
4677	14.27
4680	13.63
4683	13.07
4685.995	12.75
4688.995	12.42
4692	12.15
4695	11.91
4698	11.67
4701	11.61
4704	11.5
4707	11.41
4710	11.38
4713	11.23
4716	11.22
4719	11.26
4722	11.13
4725	11.09
4728	11.12
4731	11.01
4734	11.1
4737	10.99
4740	10.93
4743	10.93
4745.995	10.92
4748.995	10.93
4752	10.99
4755	10.88
4758	10.96
4761	10.85
4764	10.74
4767	10.78
4770	10.75
4773	10.75
4776	10.77
4779	10.71
4782	10.73
4785	10.71
4788	10.74
4791	10.74
4794	10.77
4797	10.77
4800	10.74
4803	10.71
4805.995	10.71
4808.995	10.71
4812	10.71
4815	10.73
4818	10.68
4821	10.7
4824	10.68
4827	10.68
4830	10.6
4833	10.6
4836	10.58
4839	10.6
4842	10.57
4845	10.64
4848	10.65
4851	10.6
4854	10.64
4857	10.61
4860	10.62
4863	10.58
4865.995	10.61
4868.995	10.6
4872	10.58
4875	10.57
4878	10.61
4881	10.6
4884	10.58
4887	10.54
4890	10.58
4893	10.54
4896	10.5
4899	10.57
4902	10.54
4905	10.49
4908	10.47
4911	10.38
4914	10.45
4917	10.49
4920	10.43
4923	10.47
4925.995	10.4
4928.995	10.35
4932	10.44
4935	10.47
4938	10.39
4941	10.36
4944	10.38
4947	10.42
4950	10.38
4953	10.44
4956	10.43
4959	10.4
4962	10.44
4965	10.39
4968	10.39
4971	10.5
4974	10.43
4977	10.43
4980	10.43
