nonCon.Capacitance;nonCon.SteadyStateEff;nonCon.UA;nonCon.PID_P;nonCon.PID_I;nonCon.PID_D
17505.40625;0.81999999284744263;3;0.058360051363706589;12086.4658203125;21.039422988891602
