time	GasIn	Tout
5446	14458.06156	316.818
5448	14396.37041	316.773
5449	14396.37041	316.781
5450	14149.60581	316.769
5451	14840.54669	316.748
5452	14013.88528	316.832
5453	14334.67926	316.765
5454	14149.60581	316.749
5455	14211.29696	316.73
5456	14149.60581	316.717
5457	14211.29696	316.776
5458	14396.37041	316.748
5459	14272.98811	316.739
5460	13569.709	316.692
5461	14272.98811	316.707
5462	14655.47324	316.665
5463	14334.67926	316.655
5464	14396.37041	316.646
5465	14396.37041	316.691
5466	14458.06156	316.677
5467	14396.37041	316.679
5468	14334.67926	316.689
5469	14593.78209	316.702
5470	14593.78209	316.712
5471	14963.92899	316.703
5473	13569.709	316.745
5474	14075.57643	316.717
5475	14334.67926	316.791
5476	14458.06156	316.772
5477	14396.37041	316.785
5478	14396.37041	316.813
5479	14211.29696	316.77
5480	14149.60581	316.759
5481	14396.37041	316.782
5482	14211.29696	316.74
5483	14013.88528	316.728
5484	14211.29696	316.739
5485	14334.67926	316.687
5486	14458.06156	316.737
5487	14778.85554	316.667
5488	14211.29696	316.687
5489	14655.47324	316.648
5490	14458.06156	316.699
5491	14593.78209	316.667
5492	14334.67926	316.689
5493	14211.29696	316.686
5494	14396.37041	316.651
5495	14396.37041	316.693
5496	14519.75271	316.693
5498	14272.98811	316.672
5499	14396.37041	316.694
5500	14396.37041	316.722
5501	14396.37041	316.758
5502	14334.67926	316.739
5503	14334.67926	316.749
5504	14396.37041	316.683
5505	14655.47324	316.694
5506	14334.67926	316.722
5507	14334.67926	316.719
5508	14334.67926	316.72
5509	14458.06156	316.703
5510	14458.06156	316.705
5511	14272.98811	316.707
5512	14396.37041	316.628
5513	14396.37041	316.67
5514	14334.67926	316.647
5515	14334.67926	316.655
5516	14272.98811	316.707
5517	14272.98811	316.676
5518	14334.67926	316.686
5519	14519.75271	316.699
5520	14396.37041	316.733
5522	14334.67926	316.693
5523	14519.75271	316.707
5524	14593.78209	316.741
5525	14334.67926	316.736
5526	14334.67926	316.728
5527	14458.06156	316.775
5528	15161.34067	316.79
5529	14458.06156	316.758
5530	14334.67926	316.803
5531	14655.47324	316.798
5532	14396.37041	316.752
5533	14272.98811	316.788
5534	14149.60581	316.767
5535	14272.98811	316.754
5536	14272.98811	316.696
5537	14211.29696	316.705
5538	14211.29696	316.654
5539	14211.29696	316.659
5540	14717.16439	316.681
5541	14519.75271	316.703
5542	13890.50298	316.68
5543	14149.60581	316.714
5544	14519.75271	316.726
5545	14149.60581	316.749
5547	14211.29696	316.731
5548	13890.50298	316.731
5549	14396.37041	316.661
5550	14396.37041	316.662
5551	14396.37041	316.702
5552	14396.37041	316.697
5553	14211.29696	316.682
5554	14075.57643	316.686
5555	14211.29696	316.7
5556	14655.47324	316.704
5557	14075.57643	316.679
5558	13767.12068	316.703
5559	13890.50298	316.648
5560	14458.06156	316.678
5561	14272.98811	316.652
5562	14211.29696	316.691
5563	14396.37041	316.677
5564	14334.67926	316.699
5565	14334.67926	316.641
5566	14396.37041	316.661
5567	14334.67926	316.635
5568	14334.67926	316.646
5569	14272.98811	316.663
5571	14519.75271	316.653
5572	14458.06156	316.7
5573	14458.06156	316.645
5574	14396.37041	316.668
5575	14519.75271	316.676
5576	14458.06156	316.686
5577	14334.67926	316.715
5578	14211.29696	316.744
5579	14396.37041	316.697
5580	14334.67926	316.716
5581	14593.78209	316.676
5582	14272.98811	316.73
5583	14272.98811	316.741
5584	14334.67926	316.724
5585	14396.37041	316.683
5586	14458.06156	316.697
5587	14334.67926	316.652
5588	14902.23784	316.664
5589	14334.67926	316.655
5590	14593.78209	316.687
5591	14334.67926	316.675
5592	14334.67926	316.685
5593	14149.60581	316.658
5594	14334.67926	316.676
5596	14272.98811	316.738
5597	14013.88528	316.714
5598	14149.60581	316.757
5599	14075.57643	316.75
5600	14396.37041	316.754
5601	14272.98811	316.748
5602	14396.37041	316.724
5603	14396.37041	316.726
5604	14593.78209	316.708
5605	14075.57643	316.768
5606	14211.29696	316.76
5607	14334.67926	316.731
5608	14211.29696	316.753
5609	14211.29696	316.72
5610	14211.29696	316.733
5611	13828.81183	316.709
5612	14211.29696	316.743
5613	14211.29696	316.716
5614	14396.37041	316.667
5615	14458.06156	316.707
5616	14458.06156	316.701
5617	14334.67926	316.71
5618	14211.29696	316.633
5620	14211.29696	316.699
5621	14149.60581	316.646
5622	14149.60581	316.701
5623	14149.60581	316.694
5624	14211.29696	316.67
5625	14458.06156	316.709
5626	14272.98811	316.635
5627	14211.29696	316.666
5628	14334.67926	316.706
5629	14211.29696	316.641
5630	14272.98811	316.702
5631	14211.29696	316.69
5632	14396.37041	316.749
5633	14149.60581	316.738
5634	14272.98811	316.806
5635	14334.67926	316.815
5636	14211.29696	316.836
5637	14272.98811	316.786
5638	14075.57643	316.812
5639	14396.37041	316.8
5640	14075.57643	316.821
5641	14272.98811	316.753
5642	13890.50298	316.761
5643	14272.98811	316.761
5645	14272.98811	316.759
5646	14272.98811	316.741
5647	14075.57643	316.72
5648	14272.98811	316.721
5649	14334.67926	316.696
5650	14149.60581	316.668
5651	13952.19413	316.694
5652	14396.37041	316.628
5653	14458.06156	316.639
5654	14211.29696	316.649
5655	14396.37041	316.625
5656	14272.98811	316.631
5657	14272.98811	316.64
5658	14272.98811	316.649
5659	14149.60581	316.691
5660	14272.98811	316.671
5661	14655.47324	316.685
5662	14593.78209	316.656
5663	14458.06156	316.696
5664	14211.29696	316.65
5665	13705.42953	316.687
5666	14211.29696	316.709
5667	14272.98811	316.68
5668	14396.37041	316.664
5670	14272.98811	316.673
5671	14075.57643	316.691
5672	14075.57643	316.644
5673	14334.67926	316.676
5674	13890.50298	316.699
5675	14013.88528	316.613
5676	14396.37041	316.625
5677	14211.29696	316.633
5678	14075.57643	316.585
5679	14334.67926	316.625
5680	14272.98811	316.587
5681	14149.60581	316.607
5682	13569.709	316.606
5683	14396.37041	316.624
5684	14272.98811	316.623
5685	14272.98811	316.582
5686	14149.60581	316.625
5687	14149.60581	316.621
5688	14211.29696	316.605
5689	14396.37041	316.643
5690	14334.67926	316.663
5691	14211.29696	316.632
5692	14334.67926	316.668
5694	14211.29696	316.654
5695	14519.75271	316.669
5696	14075.57643	316.61
5697	14334.67926	316.655
5698	14334.67926	316.682
5699	14334.67926	316.653
5700	14272.98811	316.676
5701	14396.37041	316.645
5702	14211.29696	316.672
5703	14458.06156	316.658
5704	14211.29696	316.64
5705	14272.98811	316.617
5706	14334.67926	316.675
5707	14272.98811	316.661
5708	14334.67926	316.617
5709	14334.67926	316.618
5710	14272.98811	316.643
5711	14396.37041	316.648
5712	14334.67926	316.65
5713	14075.57643	316.653
5714	14149.60581	316.659
5715	14396.37041	316.693
5716	14396.37041	316.65
5717	14272.98811	316.72
5719	14272.98811	316.705
5720	14149.60581	316.664
5721	14075.57643	316.669
5722	13187.22387	316.712
5723	13952.19413	316.683
5724	14149.60581	316.658
5725	14334.67926	316.69
5726	14272.98811	316.743
5727	14519.75271	316.697
5728	14149.60581	316.713
5729	14075.57643	316.728
5730	14272.98811	316.716
5731	14396.37041	316.738
5732	14272.98811	316.686
5733	14272.98811	316.728
5734	14272.98811	316.741
5735	14075.57643	316.679
5736	14396.37041	316.689
5737	14211.29696	316.685
5738	14272.98811	316.681
5739	14075.57643	316.727
5740	14396.37041	316.667
5741	14075.57643	316.708
5743	14272.98811	316.697
5744	13952.19413	316.703
5745	14211.29696	316.676
5746	14334.67926	316.71
5747	14272.98811	316.663
5748	14272.98811	316.684
5749	14211.29696	316.698
5750	14519.75271	316.698
5751	14211.29696	316.687
5752	14396.37041	316.694
5753	14272.98811	316.673
5754	14013.88528	316.699
5755	14149.60581	316.71
5756	14334.67926	316.692
5757	14593.78209	316.686
5758	14149.60581	316.735
5759	14211.29696	316.676
5760	14717.16439	316.664
5761	14334.67926	316.687
5762	14272.98811	316.661
5763	14272.98811	316.671
5764	14211.29696	316.709
5765	14149.60581	316.651
5766	14149.60581	316.695
5768	14149.60581	316.712
5769	14211.29696	316.671
5770	13508.01785	316.665
5771	14149.60581	316.682
5772	14211.29696	316.709
5773	14272.98811	316.678
5774	14211.29696	316.635
5775	14211.29696	316.62
5776	14075.57643	316.636
5777	14149.60581	316.632
5778	14211.29696	316.645
5779	14211.29696	316.586
5780	14013.88528	316.613
5781	14717.16439	316.613
5782	14334.67926	316.604
5783	14272.98811	316.576
5784	14334.67926	316.585
5785	14334.67926	316.565
5786	14272.98811	316.591
5787	14272.98811	316.604
5788	14272.98811	316.637
5789	14149.60581	316.624
5790	14272.98811	316.635
5791	14149.60581	316.687
5793	14334.67926	316.681
5794	14211.29696	316.68
5795	14013.88528	316.677
5796	14334.67926	316.678
5797	14272.98811	316.71
5798	14272.98811	316.661
5799	14149.60581	316.659
5800	14211.29696	316.688
5801	14334.67926	316.641
5802	14149.60581	316.675
5803	14334.67926	316.699
5804	14272.98811	316.628
5805	14396.37041	316.668
5806	14149.60581	316.651
5807	14272.98811	316.67
5808	14075.57643	316.649
5809	14013.88528	316.685
5810	14272.98811	316.655
5811	14211.29696	316.659
5812	14272.98811	316.635
5813	13631.40015	316.623
5814	14396.37041	316.627
5815	14334.67926	316.641
5817	13569.709	316.573
5818	14211.29696	316.629
5819	14272.98811	316.598
5820	14211.29696	316.636
5821	14211.29696	316.638
5822	14149.60581	316.673
5823	14272.98811	316.624
5824	14272.98811	316.637
5825	14593.78209	316.597
5826	14396.37041	316.61
5827	14396.37041	316.642
5828	14396.37041	316.627
5829	14396.37041	316.618
5830	14272.98811	316.66
5831	14211.29696	316.667
5832	14272.98811	316.647
5833	14334.67926	316.666
5834	14334.67926	316.653
5835	14396.37041	316.661
5836	14272.98811	316.665
5837	14272.98811	316.619
5838	14272.98811	316.659
5839	14211.29696	316.653
5840	14334.67926	316.64
5842	14211.29696	316.625
5843	14075.57643	316.666
5844	14149.60581	316.684
5845	14149.60581	316.663
5846	14211.29696	316.648
5847	14013.88528	316.629
5848	14396.37041	316.621
5849	14272.98811	316.594
5850	14211.29696	316.605
5851	14272.98811	316.528
5852	14211.29696	316.56
5853	14334.67926	316.542
5854	14272.98811	316.563
5855	14211.29696	316.581
5856	14075.57643	316.561
5857	14272.98811	316.6
5858	14593.78209	316.607
5859	14149.60581	316.625
5860	14334.67926	316.623
5861	14334.67926	316.626
5862	14396.37041	316.626
5863	14149.60581	316.644
5864	14396.37041	316.671
5866	14272.98811	316.685
5867	14075.57643	316.655
5868	14211.29696	316.673
5869	14149.60581	316.657
5870	14013.88528	316.67
5871	14149.60581	316.618
5872	14334.67926	316.655
5873	14655.47324	316.583
5874	14149.60581	316.592
5875	14211.29696	316.568
5876	14272.98811	316.539
5877	14396.37041	316.564
5878	14458.06156	316.623
5879	14272.98811	316.596
5880	14211.29696	316.587
5881	14396.37041	316.627
5882	14396.37041	316.646
5883	14717.16439	316.647
5884	13767.12068	316.648
5885	14272.98811	316.641
5886	14396.37041	316.66
5887	13952.19413	316.678
5888	14149.60581	316.67
5889	14272.98811	316.654
5891	14396.37041	316.628
5892	14272.98811	316.615
5893	14013.88528	316.633
5894	14013.88528	316.579
5895	14075.57643	316.554
5896	14272.98811	316.559
5897	14149.60581	316.574
5898	14272.98811	316.499
5899	14211.29696	316.599
5900	14075.57643	316.6
5901	14396.37041	316.6
5902	14211.29696	316.561
5903	14149.60581	316.617
5904	14593.78209	316.623
5905	14593.78209	316.598
5906	14075.57643	316.647
5907	14840.54669	316.656
5908	14593.78209	316.649
5909	14396.37041	316.655
5910	14075.57643	316.658
5911	13705.42953	316.661
5912	14075.57643	316.725
5913	14519.75271	316.681
5914	13952.19413	316.667
5916	14272.98811	316.659
5917	14149.60581	316.695
5918	14075.57643	316.645
5919	14211.29696	316.631
5920	14149.60581	316.605
5921	13952.19413	316.627
5922	13890.50298	316.623
5923	14075.57643	316.645
5924	13828.81183	316.665
5925	14075.57643	316.622
5926	14778.85554	316.657
5927	13446.3267	316.662
5928	14272.98811	316.623
5929	14075.57643	316.621
5930	14149.60581	316.626
5931	14075.57643	316.596
5932	14272.98811	316.625
5933	14149.60581	316.675
5934	14149.60581	316.585
5935	14211.29696	316.643
5936	14211.29696	316.638
5937	14075.57643	316.602
5938	14013.88528	316.662
5940	14519.75271	316.628
5941	14334.67926	316.675
5942	14211.29696	316.651
5943	14334.67926	316.669
5944	14458.06156	316.676
5945	14272.98811	316.67
5946	14272.98811	316.64
5947	14013.88528	316.68
5948	14075.57643	316.677
5949	14149.60581	316.657
5950	14272.98811	316.624
5951	14211.29696	316.665
5952	14013.88528	316.664
5953	14149.60581	316.666
5954	14149.60581	316.628
5955	14149.60581	316.659
5956	14013.88528	316.637
5957	14334.67926	316.631
5958	14211.29696	316.638
5959	14211.29696	316.637
5960	14272.98811	316.575
5961	14149.60581	316.657
5962	14149.60581	316.596
5963	14211.29696	316.669
5965	14075.57643	316.622
5966	14272.98811	316.669
5967	14211.29696	316.673
5968	13828.81183	316.622
5969	14013.88528	316.677
5970	14272.98811	316.659
5971	14211.29696	316.607
5972	14075.57643	316.651
5973	14272.98811	316.64
5974	14075.57643	316.648
5975	14211.29696	316.602
5976	14149.60581	316.688
5977	14211.29696	316.667
5978	14211.29696	316.603
5979	14149.60581	316.599
5980	14396.37041	316.666
5981	14013.88528	316.643
5982	14396.37041	316.596
5983	14272.98811	316.578
5984	14211.29696	316.607
5985	14458.06156	316.637
5986	14211.29696	316.655
5987	14334.67926	316.626
5989	14013.88528	316.634
5990	14149.60581	316.713
5991	14211.29696	316.683
5992	14149.60581	316.695
5993	14272.98811	316.686
5994	14075.57643	316.713
5995	14334.67926	316.704
5996	14211.29696	316.681
5997	14149.60581	316.741
5998	14963.92899	316.689
5999	14149.60581	316.613
6000	14396.37041	316.647
6001	13952.19413	316.676
6002	14334.67926	316.608
6003	14211.29696	316.666
6004	14211.29696	316.639
6005	14149.60581	316.655
6006	14075.57643	316.645
6007	14149.60581	316.645
6008	14211.29696	316.646
6009	13952.19413	316.653
6010	14272.98811	316.615
6011	14013.88528	316.639
6012	14211.29696	316.615
6014	14211.29696	316.633
6015	14211.29696	316.626
6016	14013.88528	316.607
6017	14396.37041	316.62
6018	14272.98811	316.563
6019	14013.88528	316.578
6020	14013.88528	316.632
6021	14149.60581	316.571
6022	14396.37041	316.605
6023	14272.98811	316.59
6024	14075.57643	316.611
6025	14149.60581	316.617
6026	14211.29696	316.601
6027	14396.37041	316.596
6028	14272.98811	316.63
6029	14013.88528	316.673
6030	14013.88528	316.629
6031	14149.60581	316.661
6032	14149.60581	316.654
6033	14149.60581	316.65
6034	14149.60581	316.654
6035	14272.98811	316.687
6036	14149.60581	316.644
6037	14149.60581	316.668
6039	14149.60581	316.669
6040	14075.57643	316.694
6041	14149.60581	316.693
6042	14396.37041	316.644
6043	14211.29696	316.681
6044	14075.57643	316.702
6045	14149.60581	316.696
6046	14149.60581	316.67
6047	13322.9444	316.657
6048	14149.60581	316.658
6049	14211.29696	316.621
6050	14075.57643	316.609
6051	13890.50298	316.581
6052	14396.37041	316.581
6053	13828.81183	316.571
6054	14272.98811	316.543
6055	14272.98811	316.604
6056	14272.98811	316.59
6057	14211.29696	316.595
6058	14334.67926	316.575
6059	14075.57643	316.552
6060	14013.88528	316.574
6061	14149.60581	316.585
6063	14211.29696	316.586
6064	14149.60581	316.574
6065	14272.98811	316.588
6066	14013.88528	316.633
6067	14149.60581	316.596
6068	14149.60581	316.666
6069	14075.57643	316.61
6070	14211.29696	316.606
6071	14211.29696	316.668
6072	14075.57643	316.663
6073	14149.60581	316.627
6074	14149.60581	316.655
6075	14149.60581	316.634
6076	14013.88528	316.602
6077	14075.57643	316.597
6078	14013.88528	316.64
6079	14149.60581	316.629
6080	14211.29696	316.594
6081	14655.47324	316.611
6082	14013.88528	316.614
6083	14211.29696	316.609
6084	13952.19413	316.609
6085	14013.88528	316.618
6086	14272.98811	316.618
6088	14075.57643	316.603
6089	14458.06156	316.61
6090	14396.37041	316.652
6091	14013.88528	316.603
6092	14458.06156	316.627
6093	14211.29696	316.627
6094	14272.98811	316.651
6095	13890.50298	316.655
6096	13631.40015	316.681
6097	14149.60581	316.702
6098	14149.60581	316.739
6099	14211.29696	316.676
6100	14149.60581	316.662
6101	14334.67926	316.686
6102	14211.29696	316.661
6103	14075.57643	316.65
6104	14334.67926	316.637
6105	14272.98811	316.635
6106	14075.57643	316.665
6107	14211.29696	316.652
6108	14396.37041	316.661
6109	13952.19413	316.688
6110	14272.98811	316.709
6111	14211.29696	316.64
6113	14149.60581	316.627
6114	14149.60581	316.696
6115	14075.57643	316.634
6116	14075.57643	316.634
6117	14013.88528	316.707
6118	13952.19413	316.636
6119	14149.60581	316.661
6120	14211.29696	316.633
6121	14075.57643	316.639
6122	14211.29696	316.568
6123	14013.88528	316.579
6124	14211.29696	316.606
6125	14334.67926	316.59
6126	14334.67926	316.643
6127	13952.19413	316.607
6128	14211.29696	316.62
6129	14075.57643	316.66
6130	14272.98811	316.65
6131	14334.67926	316.657
6132	14211.29696	316.645
6133	14075.57643	316.674
6134	14075.57643	316.683
6135	14655.47324	316.655
6137	14211.29696	316.658
6138	14149.60581	316.692
6139	14211.29696	316.694
6140	14272.98811	316.636
6141	14075.57643	316.653
6142	14075.57643	316.646
6143	14013.88528	316.651
6144	14334.67926	316.651
6145	14013.88528	316.646
6146	14211.29696	316.638
6147	14593.78209	316.671
6148	14149.60581	316.628
6149	14211.29696	316.657
6150	14149.60581	316.666
6151	14075.57643	316.63
6152	14593.78209	316.702
6153	14013.88528	316.693
6154	13890.50298	316.676
6155	13890.50298	316.679
6156	14149.60581	316.661
6157	14075.57643	316.675
6158	13952.19413	316.643
6159	14075.57643	316.66
6160	13767.12068	316.657
6162	14272.98811	316.673
6163	14334.67926	316.591
6164	14149.60581	316.633
6165	14149.60581	316.56
6166	14334.67926	316.613
6167	14149.60581	316.6
6168	14149.60581	316.606
6169	14013.88528	316.616
6170	14211.29696	316.685
6171	14075.57643	316.646
6172	14211.29696	316.707
6173	14149.60581	316.658
6174	14149.60581	316.65
6175	14149.60581	316.7
6176	14334.67926	316.674
6177	14013.88528	316.646
6178	14149.60581	316.629
6179	14211.29696	316.654
6180	14149.60581	316.62
6181	14211.29696	316.661
6182	14272.98811	316.649
6183	14149.60581	316.63
6184	14272.98811	316.628
6186	14272.98811	316.703
6187	14149.60581	316.677
6188	14149.60581	316.653
6189	14396.37041	316.678
6190	14149.60581	316.638
6191	14149.60581	316.654
6192	14075.57643	316.657
6193	14211.29696	316.684
6194	14075.57643	316.671
6195	14211.29696	316.689
6196	14013.88528	316.65
6197	14149.60581	316.631
6198	13890.50298	316.62
6199	14149.60581	316.626
6200	14149.60581	316.576
6201	14075.57643	316.599
6202	14013.88528	316.627
6203	14075.57643	316.637
6204	14013.88528	316.588
6205	14013.88528	316.566
6206	14149.60581	316.59
6207	14013.88528	316.609
6208	14149.60581	316.592
6209	14013.88528	316.574
6211	14149.60581	316.61
6212	14075.57643	316.6
6213	14149.60581	316.681
6214	13952.19413	316.609
6215	14149.60581	316.648
6216	14013.88528	316.619
6217	14211.29696	316.666
6218	13952.19413	316.636
6219	14013.88528	316.633
6220	13952.19413	316.633
6221	14211.29696	316.632
6222	14211.29696	316.657
6223	14840.54669	316.658
6224	13890.50298	316.675
6225	14075.57643	316.661
6226	14458.06156	316.665
6227	14075.57643	316.663
6228	13705.42953	316.713
6229	14211.29696	316.663
6230	13569.709	316.625
6231	13952.19413	316.642
6232	14075.57643	316.668
6233	14149.60581	316.689
6235	14075.57643	316.674
6236	14149.60581	316.675
6237	14013.88528	316.672
6238	14211.29696	316.668
6239	14013.88528	316.662
6240	14149.60581	316.658
6241	13890.50298	316.641
6242	14013.88528	316.627
6243	13890.50298	316.61
6244	14013.88528	316.576
6245	13828.81183	316.623
6246	14149.60581	316.585
6247	13828.81183	316.605
6248	14075.57643	316.584
6249	14013.88528	316.612
6250	14149.60581	316.592
6251	14013.88528	316.621
6252	14075.57643	316.591
6253	14149.60581	316.598
6254	13952.19413	316.633
6255	14211.29696	316.622
6256	14149.60581	316.63
6257	13828.81183	316.659
6258	13952.19413	316.658
6260	14075.57643	316.687
6261	14075.57643	316.667
6262	14013.88528	316.675
6263	14075.57643	316.632
6264	14013.88528	316.629
6265	14013.88528	316.585
6266	14272.98811	316.639
6267	13322.9444	316.64
6268	14211.29696	316.618
6269	14013.88528	316.612
6270	14075.57643	316.671
6271	14149.60581	316.641
6272	14013.88528	316.61
6273	13828.81183	316.653
6274	14211.29696	316.65
6275	14075.57643	316.627
6276	14075.57643	316.646
6277	14013.88528	316.615
6278	14149.60581	316.619
6279	14149.60581	316.638
6280	14272.98811	316.579
6281	14334.67926	316.614
6282	14075.57643	316.624
6284	14075.57643	316.67
6285	14211.29696	316.655
6286	14013.88528	316.693
6287	14013.88528	316.699
6288	14013.88528	316.688
6289	13952.19413	316.711
6290	14272.98811	316.702
6291	13828.81183	316.7
6292	13828.81183	316.7
6293	14458.06156	316.701
6294	13828.81183	316.652
6295	13828.81183	316.637
6296	14149.60581	316.618
6297	14075.57643	316.614
6298	14013.88528	316.611
6299	14075.57643	316.62
6300	14149.60581	316.607
6301	14013.88528	316.615
6302	14149.60581	316.557
6303	14211.29696	316.574
6304	13952.19413	316.575
6305	14013.88528	316.568
6306	14013.88528	316.593
6307	14149.60581	316.608
6309	14840.54669	316.599
6310	14149.60581	316.627
6311	14075.57643	316.62
6312	14013.88528	316.645
6313	14211.29696	316.648
6314	14778.85554	316.684
6315	14211.29696	316.623
6316	14334.67926	316.647
6317	12619.66529	316.673
6318	5006.97738	316.699
6319	2971.16943	316.61
6320	1774.36112	316.691
6321	1515.25829	317.558
6322	1256.15546	320.895
6323	873.67033	323.095
6324	873.67033	322.033
6325	750.28803	320.202
6326	0	318.868
6327	0	317.993
6328	0	317.504
6329	0	317.098
6330	0	316.921
6331	0	316.74
6332	0	316.593
6334	0	316.451
6335	0	316.411
6336	0	316.437
6337	0	316.453
6338	0	316.38
6339	0	316.317
6340	0	316.278
6341	0	316.211
6342	0	316.142
6343	0	316.072
6344	0	316.033
6345	0	315.901
6346	367.8029	315.813
6347	0	315.755
6348	0	315.585
6349	0	315.444
6350	0	315.362
6351	0	315.221
6352	182.72945	315.104
6353	0	314.921
6354	0	314.787
6355	0	314.606
6356	0	314.476
6358	0	314.315
6359	0	314.147
6360	59.34715	313.961
6361	0	313.757
6362	0	313.549
6363	0	313.407
6364	0	313.141
6365	0	312.97
6366	0	312.69
6367	0	312.451
6368	0	312.212
6369	0	311.981
6370	0	311.734
6371	0	311.553
6372	121.0383	311.265
6373	0	311.055
6374	0	310.804
6375	503.52343	310.604
6376	0	310.315
6377	0	309.986
6378	59.34715	309.75
6379	0	309.505
6380	0	309.272
6381	59.34715	308.942
6383	0	308.726
6384	0	308.459
6385	0	308.347
6386	0	307.96
6387	0	307.748
6388	0	307.57
6389	0	307.363
6390	1009.39086	307.232
6391	0	307
6392	0	306.819
6393	0	306.556
6394	0	306.431
6395	0	306.151
6396	0	305.94
6397	0	305.699
6398	0	305.444
6399	182.72945	305.254
6400	0	305.055
6401	0	304.897
6402	59.34715	304.73
6403	0	304.575
6404	0	304.365
6405	0	304.2
6407	0	304.091
6408	121.0383	303.915
6409	0	303.719
6410	0	303.551
6411	0	303.404
6412	59.34715	303.251
6413	0	303.138
6414	0	302.927
6415	0	302.78
6416	0	302.662
6417	0	302.564
6418	0	302.343
6419	0	302.225
6420	0	302.107
6421	0	302.007
6422	0	301.868
6423	0	301.8
6424	0	301.653
6425	0	301.534
6426	0	301.36
6427	0	301.229
6428	0	301.087
6429	0	300.993
6430	0	300.891
6432	0	300.746
6433	0	300.669
6434	0	300.604
6435	0	300.522
6436	0	300.472
6437	0	300.358
6438	0	300.247
6439	0	300.094
6440	0	299.984
6441	59.34715	299.912
6442	0	299.849
6443	0	299.753
6444	0	299.679
6445	59.34715	299.585
6446	59.34715	299.51
6447	0	299.431
6448	59.34715	299.305
6449	0	299.231
6450	0	299.169
6451	0	299.067
6452	59.34715	299.029
6453	0	298.951
6454	688.59688	298.883
6456	0	298.788
6457	0	298.709
6458	59.34715	298.629
6459	0	298.562
6460	0	298.489
6461	59.34715	298.463
6462	0	298.399
6463	0	298.312
6464	0	298.251
6465	0	298.168
6466	0	298.113
6467	59.34715	298.05
6468	0	298.012
6469	0	297.968
6470	0	297.913
6471	0	297.858
6472	0	297.825
6473	0	297.813
6474	0	297.703
6475	0	297.626
6476	59.34715	297.585
6477	0	297.563
6478	0	297.532
6479	0	297.485
6481	0	297.455
6482	0	297.418
6483	0	297.371
6484	0	297.32
6485	0	297.271
6486	0	297.233
6487	0	297.184
6488	0	297.118
6489	0	297.115
6490	0	297.08
6491	59.34715	297.007
6492	0	296.952
6493	0	296.901
6494	244.4206	296.893
6495	0	296.836
6496	0	296.838
6497	59.34715	296.79
6498	0	296.753
6499	0	296.717
6500	0	296.689
6501	0	296.657
6502	0	296.581
6503	0	296.576
6505	0	296.555
6506	0	296.549
6507	0	296.545
6508	0	296.529
6509	182.72945	296.485
6510	0	296.454
6511	0	296.416
6512	0	296.379
6513	367.8029	296.353
6514	0	296.32
6515	0	296.283
6516	59.34715	296.276
6517	0	296.243
6518	0	296.221
6519	182.72945	296.183
6520	244.4206	296.153
6521	0	296.123
6522	59.34715	296.09
6523	0	296.093
6524	0	296.092
6525	0	296.042
6526	0	296.026
6527	0	296.019
6528	0	295.98
6530	0	295.979
6531	0	295.95
6532	0	295.964
6533	0	295.936
6534	0	295.916
6535	0	295.893
6536	121.0383	295.875
6537	0	295.839
6538	0	295.818
6539	0	295.802
6540	0	295.778
6541	0	295.743
6542	0	295.747
6543	0	295.718
6544	59.34715	295.696
6545	0	295.684
6546	0	295.689
6547	0	295.632
6548	0	295.643
6549	0	295.627
6550	0	295.627
6551	0	295.605
6552	0	295.59
6553	0	295.573
6555	0	295.565
6556	59.34715	295.527
6557	0	295.526
6558	0	295.516
6559	0	295.502
6560	0	295.488
6561	0	295.476
6562	0	295.464
6563	0	295.462
6564	0	295.463
6565	0	295.453
6566	0	295.428
6567	0	295.405
6568	0	295.387
6569	0	295.377
6570	182.72945	295.368
6571	0	295.349
6572	0	295.332
6573	0	295.323
6574	0	295.331
6576	182.72945	295.329
6577	0	295.303
6578	0	295.282
6579	0	295.279
6580	0	295.279
6581	0	295.271
6582	0	295.249
6583	0	295.242
6584	0	295.254
6585	688.59688	295.234
6586	0	295.224
6587	0	295.215
6588	0	295.204
6589	0	295.199
6590	0	295.19
6591	0	295.166
6592	565.21458	295.152
6593	0	295.161
6594	0	295.144
6595	0	295.138
6596	0	295.137
6597	0	295.136
6598	0	295.119
6599	0	295.11
6601	0	295.1
6602	0	295.086
6603	0	295.081
6604	0	295.089
6605	0	295.068
6606	0	295.065
6607	0	295.069
6608	1071.08201	295.051
6609	0	295.038
6610	0	295.036
6611	0	295.029
6612	0	295.038
6613	0	295.025
6614	0	295.009
6615	0	295.024
6616	182.72945	295.014
6617	0	295.012
6618	0	295.039
6619	0	295.054
6620	0	295.059
6621	0	295.05
6622	0	295.061
6623	0	295.048
6625	0	295.036
6626	0	295.047
6627	0	295.029
6628	0	295.035
6629	0	295.014
6630	0	295.01
6631	0	294.998
6632	0	295.011
6633	121.0383	294.995
6634	0	294.992
6635	121.0383	294.986
6636	59.34715	294.977
6637	0	294.986
6638	0	294.99
6639	0	294.968
6640	0	294.947
6641	0	294.946
6642	0	294.942
6643	0	294.935
6644	0	294.932
6645	0	294.943
6646	0	294.938
6647	0	294.932
6648	0	294.906
6650	0	294.9
6651	0	294.917
6652	0	294.895
6653	0	294.873
6654	0	294.888
6655	0	294.883
6656	182.72945	294.872
6657	0	294.879
6658	0	294.874
6659	0	294.867
6660	0	294.849
