time	GasIn	Tout
12448	0	298.199
12449	0	298.205
12450	0	298.196
12451	0	298.192
12452	121.0383	298.203
12453	59.34715	298.191
12454	0	298.181
12455	0	298.185
12456	59.34715	298.184
12457	0	298.193
12458	0	298.183
12459	0	298.188
12460	0	298.185
12461	0	298.175
12462	0	298.173
12463	0	298.183
12464	0	298.17
12465	59.34715	298.176
12466	59.34715	298.17
12468	0	298.163
12469	0	298.171
12470	0	298.152
12471	0	298.172
12472	121.0383	298.149
12473	0	298.163
12474	0	298.163
12475	59.34715	298.15
12476	0	298.153
12477	0	298.162
12478	0	298.15
12479	0	298.156
12480	0	298.145
12481	0	298.132
12482	0	298.143
12483	0	298.134
12484	0	298.139
12485	0	298.13
12486	0	298.12
12487	59.34715	298.135
12488	0	298.132
12489	0	298.124
12490	59.34715	298.125
12492	0	298.119
12493	59.34715	298.123
12494	59.34715	298.126
12495	0	298.111
12496	59.34715	298.111
12497	59.34715	298.107
12498	59.34715	298.128
12499	0	298.112
12500	0	298.108
12501	59.34715	298.116
12502	0	298.086
12503	59.34715	298.104
12504	59.34715	298.095
12505	59.34715	298.101
12506	0	298.103
12507	0	298.083
12508	0	298.096
12509	0	298.077
12510	0	298.093
12511	0	298.091
12512	0	298.08
12513	0	298.088
12514	0	298.074
12515	0	298.077
12517	0	298.078
12518	0	298.071
12519	0	298.07
12520	0	298.069
12521	0	298.074
12522	0	298.061
12523	0	298.066
12524	121.0383	298.062
12525	0	298.054
12526	367.8029	298.042
12527	0	298.051
12528	0	298.059
12529	0	298.064
12530	0	298.045
12531	121.0383	298.04
12532	0	298.04
12533	0	298.042
12534	0	298.033
12535	0	298.04
12536	0	298.034
12537	0	298.029
12538	0	298.028
12539	0	298.04
12541	59.34715	298.027
12542	0	298.026
12543	59.34715	298.013
12544	0	298.012
12545	0	298.015
12546	0	298.017
12547	0	298.024
12548	306.11175	298.014
12549	0	298.01
12550	0	298.014
12551	626.90573	298.012
12552	0	297.994
12553	0	298.013
12554	0	298.019
12555	0	298.001
12556	0	298.007
12557	0	297.993
12558	182.72945	297.997
12559	0	297.997
12560	0	297.991
12561	59.34715	297.995
12562	0	297.984
12563	0	297.987
12564	121.0383	297.97
12566	0	297.981
12567	0	297.972
12568	0	297.961
12569	0	297.964
12570	0	297.967
12571	0	297.973
12572	0	297.971
12573	0	297.975
12574	0	297.955
12575	0	297.973
12576	0	297.954
12577	0	297.954
12578	0	297.961
12579	0	297.958
12580	0	297.943
12581	0	297.945
12582	0	297.945
12583	244.4206	297.956
12584	59.34715	297.939
12586	503.52343	297.947
12587	0	297.926
12588	182.72945	297.937
12589	0	297.938
12590	0	297.941
12591	0	297.94
12592	0	297.937
12593	0	297.919
12594	0	297.942
12595	0	297.919
12596	0	297.918
12597	0	297.925
12598	59.34715	297.913
12599	0	297.911
12600	0	297.912
12601	0	297.915
12602	0	297.903
12603	0	297.923
12604	0	297.886
12605	0	297.911
12606	0	297.891
12607	0	297.903
12608	0	297.905
12609	0	297.909
12611	0	297.897
12612	0	297.888
12613	0	297.878
12614	0	297.889
12615	0	297.885
12616	0	297.88
12617	0	297.883
12618	0	297.884
12619	0	297.896
12620	0	297.877
12621	0	297.871
12622	0	297.879
12623	0	297.871
12624	0	297.857
12625	0	297.872
12626	0	297.866
12627	0	297.877
12628	0	297.858
12629	0	297.853
12630	0	297.859
12631	121.0383	297.856
12632	0	297.851
12633	0	297.851
12635	0	297.862
12636	0	297.85
12637	0	297.857
12638	0	297.849
12639	0	297.843
12640	0	297.843
12641	0	297.842
12642	0	297.844
12643	0	297.849
12644	0	297.847
12645	0	297.833
12646	0	297.832
12647	0	297.834
12648	0	297.834
12649	0	297.825
12650	0	297.827
12651	0	297.828
12652	0	297.818
12653	0	297.822
12654	0	297.813
12655	0	297.813
12656	0	297.808
12657	0	297.818
12658	0	297.814
12660	0	297.803
12661	0	297.806
12662	0	297.801
12663	0	297.809
12664	0	297.788
12665	0	297.806
12666	0	297.805
12667	0	297.786
12668	0	297.789
12669	0	297.79
12670	0	297.796
12671	0	297.782
12672	0	297.789
12673	0	297.783
12674	0	297.779
12675	0	297.781
12676	59.34715	297.778
12677	0	297.763
12678	59.34715	297.772
12679	0	297.777
12680	0	297.775
12681	0	297.763
12682	0	297.762
12683	0	297.776
12685	0	297.777
12686	0	297.76
12687	0	297.772
12688	0	297.76
12689	0	297.746
12690	0	297.76
12691	0	297.748
12692	0	297.75
12693	0	297.738
12694	0	297.749
12695	0	297.749
12696	0	297.745
12697	0	297.735
12698	182.72945	297.75
12699	182.72945	297.728
12700	0	297.735
12701	0	297.731
12702	0	297.729
12703	0	297.726
12704	0	297.74
12705	0	297.737
12706	0	297.72
12707	0	297.723
12709	0	297.721
12710	0	297.712
12711	0	297.736
12712	0	297.71
12713	182.72945	297.711
12714	0	297.711
12715	0	297.716
12716	0	297.705
12717	59.34715	297.701
12718	0	297.704
12719	0	297.692
12720	121.0383	297.694
12721	59.34715	297.698
12722	0	297.693
12723	0	297.695
12724	0	297.693
12725	0	297.704
12726	0	297.688
12727	0	297.678
12728	0	297.683
12729	0	297.693
12730	0	297.683
12731	0	297.685
12732	0	297.688
12734	0	297.677
12735	0	297.67
12736	0	297.669
12737	0	297.673
12738	0	297.661
12739	0	297.669
12740	0	297.679
12741	182.72945	297.676
12742	0	297.671
12743	0	297.658
12744	0	297.656
12745	0	297.662
12746	121.0383	297.662
12747	0	297.656
12748	0	297.66
12749	0	297.641
12750	0	297.639
12751	0	297.643
12752	0	297.652
12753	0	297.649
12754	0	297.634
12755	0	297.631
12756	0	297.639
12758	121.0383	297.641
12759	0	297.631
12760	0	297.625
12761	0	297.632
12762	0	297.631
12763	59.34715	297.617
12764	0	297.63
12765	0	297.614
12766	0	297.62
12767	0	297.628
12768	0	297.612
12769	59.34715	297.611
12770	0	297.62
12771	0	297.625
12772	0	297.596
12773	0	297.603
12774	0	297.602
12775	0	297.606
12776	0	297.601
12777	0	297.594
12778	0	297.598
12779	0	297.601
12780	0	297.599
12781	0	297.598
12783	0	297.592
12784	0	297.602
12785	0	297.587
12786	0	297.576
12787	0	297.57
12788	59.34715	297.59
12789	0	297.591
12790	121.0383	297.575
12791	59.34715	297.579
12792	0	297.574
12793	0	297.583
12794	0	297.57
12795	0	297.563
12796	0	297.563
12797	59.34715	297.564
12798	0	297.554
12799	182.72945	297.569
12800	0	297.553
12801	0	297.56
12802	0	297.557
12803	59.34715	297.56
12804	0	297.561
12805	0	297.54
12807	0	297.55
12808	0	297.547
12809	59.34715	297.554
12810	59.34715	297.552
12811	0	297.552
12812	121.0383	297.538
12813	0	297.536
12814	59.34715	297.531
12815	0	297.532
12816	0	297.529
12817	0	297.543
12818	0	297.526
12819	306.11175	297.515
12820	0	297.53
12821	0	297.519
12822	0	297.51
12823	121.0383	297.528
12824	0	297.517
12825	0	297.526
12826	0	297.515
12827	0	297.51
12828	0	297.522
12829	59.34715	297.493
12830	0	297.497
12832	0	297.509
12833	0	297.505
12834	0	297.493
12835	0	297.509
12836	0	297.5
12837	0	297.5
12838	0	297.499
12839	0	297.49
12840	121.0383	297.492
12841	0	297.487
12842	0	297.482
12843	0	297.49
12844	0	297.482
12845	0	297.484
12846	0	297.482
12847	0	297.476
12848	0	297.482
12849	0	297.477
12850	0	297.467
12851	0	297.457
12852	0	297.464
12853	0	297.465
12854	0	297.468
12856	0	297.459
12857	0	297.457
12858	0	297.462
12859	0	297.479
12860	182.72945	297.455
12861	0	297.456
12862	121.0383	297.461
12863	59.34715	297.443
12864	59.34715	297.455
12865	0	297.445
12866	0	297.456
12867	0	297.454
12868	0	297.44
12869	0	297.435
12870	0	297.445
12871	0	297.439
12872	0	297.437
12873	0	297.434
12874	0	297.438
12875	0	297.428
12876	0	297.432
12877	0	297.436
12878	0	297.426
12879	0	297.427
12881	182.72945	297.428
12882	0	297.43
12883	0	297.417
12884	0	297.409
12885	0	297.408
12886	121.0383	297.419
12887	0	297.405
12888	0	297.416
12889	0	297.405
12890	59.34715	297.408
12891	0	297.405
12892	0	297.409
12893	0	297.404
12894	0	297.4
12895	0	297.404
12896	0	297.39
12897	429.49405	297.378
12898	182.72945	297.389
12899	182.72945	297.383
12900	0	297.394
12901	0	297.388
12902	0	297.389
12903	0	297.386
12904	0	297.392
12906	0	297.393
12907	0	297.384
12908	0	297.385
12909	0	297.381
12910	0	297.382
12911	0	297.357
12912	0	297.384
12913	0	297.371
12914	59.34715	297.357
12915	0	297.363
12916	0	297.372
12917	0	297.359
12918	0	297.351
12919	0	297.353
12920	0	297.358
12921	306.11175	297.347
12922	0	297.359
12923	306.11175	297.35
12924	0	297.349
12925	182.72945	297.348
12926	0	297.352
12927	0	297.342
12928	59.34715	297.341
12930	0	297.338
12931	0	297.346
12932	0	297.34
12933	0	297.337
12934	59.34715	297.345
12935	0	297.343
12936	947.69971	297.33
12937	0	297.331
12938	0	297.32
12939	0	297.336
12940	0	297.324
12941	0	297.321
12942	0	297.319
12943	0	297.33
12944	0	297.336
12945	0	297.314
12946	0	297.33
12947	59.34715	297.314
12948	0	297.31
12949	0	297.305
12950	0	297.324
12951	0	297.305
12952	0	297.312
12953	0	297.308
12955	0	297.316
12956	0	297.309
12957	0	297.291
12958	59.34715	297.285
12959	0	297.306
12960	626.90573	297.306
12961	0	297.287
12962	367.8029	297.301
12963	0	297.278
12964	0	297.291
12965	0	297.287
12966	0	297.29
12967	0	297.273
12968	0	297.282
12969	0	297.287
12970	0	297.28
12971	121.0383	297.284
12972	182.72945	297.28
12973	0	297.27
12974	182.72945	297.288
12975	0	297.264
12976	0	297.277
12977	0	297.282
12979	0	297.257
12980	0	297.263
12981	0	297.262
12982	0	297.27
12983	0	297.254
12984	0	297.264
12985	0	297.257
12986	0	297.246
12987	59.34715	297.26
12988	0	297.244
12989	0	297.249
12990	0	297.239
12991	0	297.25
12992	0	297.253
12993	0	297.246
12994	0	297.25
12995	0	297.239
12996	0	297.239
12997	0	297.236
12998	121.0383	297.242
12999	182.72945	297.225
13000	0	297.245
13001	0	297.235
13002	0	297.232
13004	0	297.219
13005	0	297.224
13006	306.11175	297.221
13007	0	297.211
13008	121.0383	297.223
13009	0	297.222
13010	0	297.222
13011	0	297.216
13012	0	297.225
13013	0	297.213
13014	0	297.213
13015	0	297.212
13016	0	297.211
13017	59.34715	297.202
13018	59.34715	297.209
13019	0	297.207
13020	59.34715	297.196
13021	0	297.2
13022	0	297.197
13023	0	297.194
13024	0	297.199
13025	0	297.209
13026	0	297.192
13028	59.34715	297.19
13029	0	297.189
13030	0	297.181
13031	0	297.193
13032	244.4206	297.176
13033	0	297.169
13034	0	297.188
13035	0	297.184
13036	0	297.179
13037	0	297.184
13038	0	297.172
13039	0	297.17
13040	0	297.168
13041	0	297.159
13042	0	297.157
13043	0	297.177
13044	0	297.17
13045	0	297.164
13046	0	297.17
13047	0	297.153
13048	0	297.154
13049	0	297.162
13050	0	297.142
13051	0	297.163
13053	0	297.148
13054	0	297.151
13055	0	297.142
13056	0	297.148
13057	0	297.146
13058	503.52343	297.151
13059	0	297.142
13060	0	297.136
13061	0	297.134
13062	0	297.132
13063	0	297.144
13064	0	297.138
13065	0	297.131
13066	0	297.121
13067	0	297.129
13068	59.34715	297.135
13069	0	297.12
13070	59.34715	297.114
13071	626.90573	297.12
13072	0	297.119
13073	0	297.109
13074	0	297.106
13075	0	297.122
13076	0	297.109
13078	0	297.127
13079	0	297.097
13080	0	297.108
13081	0	297.113
13082	0	297.103
13083	0	297.105
13084	0	297.101
13085	0	297.097
13086	0	297.095
13087	0	297.083
13088	59.34715	297.093
13089	0	297.091
13090	0	297.093
13091	0	297.098
13092	0	297.088
13093	0	297.094
13094	59.34715	297.091
13095	0	297.087
13096	0	297.082
13097	0	297.087
13098	0	297.074
13099	565.21458	297.079
13100	0	297.078
13102	0	297.075
13103	0	297.066
13104	367.8029	297.069
13105	0	297.07
13106	0	297.079
13107	0	297.056
13108	0	297.06
13109	59.34715	297.063
13110	0	297.066
13111	0	297.059
13112	0	297.074
13113	0	297.055
13114	0	297.061
13115	59.34715	297.056
13116	0	297.051
13117	0	297.053
13118	0	297.028
13119	182.72945	297.054
13120	0	297.059
13121	0	297.042
13122	0	297.04
13123	0	297.051
13124	0	297.037
13125	0	297.026
13127	0	297.029
13128	0	297.019
13129	0	297.043
13130	0	297.026
13131	873.67033	297.036
13132	0	297.034
13133	182.72945	297.011
13134	59.34715	297.024
13135	244.4206	297.04
13136	0	297.01
13137	59.34715	297.02
13138	0	297.023
13139	0	297.008
13140	0	297.014
13141	0	297.017
13142	0	297.02
13143	0	297.011
13144	0	297.009
13145	0	297.012
13146	0	297.002
13147	0	297.005
13148	0	297.011
13149	0	296.991
13151	0	297.008
13152	0	296.986
13153	0	297.003
13154	0	296.994
13155	0	296.993
13156	0	296.975
13157	182.72945	296.99
13158	0	297.001
13159	0	296.999
13160	0	296.989
13161	0	296.98
13162	0	296.978
13163	121.0383	296.975
13164	0	296.986
13165	0	296.976
13166	0	296.972
13167	0	296.987
13168	0	296.971
13169	0	296.981
13170	0	296.964
13171	0	296.975
13172	0	296.976
13173	0	296.975
13174	0	296.964
13176	0	296.969
13177	0	296.967
13178	0	296.965
13179	59.34715	296.976
13180	0	296.95
13181	0	296.953
13182	0	296.961
13183	0	296.949
13184	182.72945	296.955
13185	59.34715	296.944
13186	0	296.964
13187	0	296.955
13188	0	296.94
13189	0	296.948
13190	0	296.952
13191	0	296.949
13192	0	296.953
13193	0	296.936
13194	0	296.941
13195	0	296.953
13196	0	296.932
13197	0	296.941
13198	0	296.932
13199	0	296.917
13201	0	296.931
13202	0	296.915
13203	0	296.923
13204	0	296.937
13205	0	296.929
13206	0	296.926
13207	0	296.925
13208	0	296.92
13209	0	296.921
13210	0	296.906
13211	59.34715	296.918
13212	0	296.91
13213	0	296.912
13214	0	296.903
13215	0	296.908
13216	0	296.911
13217	0	296.903
13218	0	296.898
13219	0	296.907
13220	0	296.907
13221	0	296.897
13222	0	296.902
13223	0	296.888
13225	367.8029	296.894
13226	0	296.898
13227	0	296.89
13228	0	296.885
13229	0	296.894
13230	0	296.887
13231	0	296.879
13232	0	296.888
13233	0	296.878
13234	59.34715	296.88
13235	0	296.881
13236	0	296.874
13237	0	296.893
13238	59.34715	296.874
13239	0	296.877
13240	0	296.869
13241	0	296.869
13242	0	296.872
13243	0	296.868
13244	0	296.863
13245	0	296.849
13246	0	296.874
13247	0	296.862
13248	0	296.859
13250	59.34715	296.868
13251	0	296.85
13252	0	296.855
13253	0	296.856
13254	121.0383	296.863
13255	59.34715	296.861
13256	0	296.838
13257	0	296.85
13258	0	296.863
13259	59.34715	296.843
13260	0	296.844
13261	0	296.847
13262	0	296.847
13263	0	296.828
13264	0	296.856
13265	0	296.851
13266	0	296.848
13267	0	296.839
13268	0	296.835
13269	0	296.827
13270	0	296.837
13271	0	296.828
13272	0	296.828
13274	182.72945	296.843
13275	0	296.816
13276	59.34715	296.822
13277	0	296.814
13278	0	296.822
13279	0	296.828
13280	0	296.82
13281	182.72945	296.806
13282	0	296.815
13283	182.72945	296.808
13284	0	296.818
13285	0	296.81
13286	244.4206	296.809
13287	0	296.814
13288	0	296.805
13289	0	296.81
13290	59.34715	296.806
13291	503.52343	296.796
13292	59.34715	296.794
13293	0	296.798
13294	0	296.811
13295	0	296.806
13296	0	296.794
13297	306.11175	296.786
13299	306.11175	296.798
13300	0	296.797
13301	0	296.79
13302	0	296.79
13303	0	296.785
13304	59.34715	296.788
13305	0	296.793
13306	0	296.774
13307	0	296.774
13308	0	296.776
13309	0	296.768
13310	0	296.771
13311	0	296.766
13312	0	296.773
13313	0	296.77
13314	59.34715	296.771
13315	0	296.762
13316	0	296.771
13317	0	296.767
13318	59.34715	296.757
13319	0	296.761
13320	0	296.769
13321	0	296.765
13323	0	296.762
13324	0	296.763
13325	0	296.757
13326	0	296.756
13327	0	296.756
13328	0	296.752
13329	0	296.752
13330	367.8029	296.737
13331	429.49405	296.743
13332	0	296.745
13333	59.34715	296.738
13334	0	296.747
13335	0	296.748
13336	0	296.734
13337	59.34715	296.744
13338	367.8029	296.744
13339	0	296.738
13340	59.34715	296.722
13341	0	296.723
13342	0	296.741
13343	0	296.723
13344	0	296.72
13345	0	296.724
13346	0	296.728
13348	59.34715	296.726
13349	0	296.73
13350	0	296.736
13351	0	296.725
13352	0	296.717
13353	0	296.717
13354	0	296.709
13355	0	296.715
13356	59.34715	296.702
13357	0	296.71
13358	0	296.707
13359	0	296.707
13360	0	296.71
13361	0	296.706
13362	503.52343	296.703
13363	0	296.705
13364	0	296.702
13365	0	296.694
13366	59.34715	296.702
13367	0	296.697
13368	0	296.699
13369	0	296.692
13370	59.34715	296.686
13372	121.0383	296.69
13373	59.34715	296.682
13374	0	296.68
13375	0	296.681
13376	0	296.68
13377	59.34715	296.675
13378	0	296.689
13379	0	296.687
13380	0	296.682
13381	0	296.68
13382	0	296.669
13383	0	296.693
13384	0	296.665
13385	0	296.665
13386	0	296.667
13387	0	296.664
13388	0	296.658
13389	0	296.661
13390	0	296.68
13391	0	296.657
13392	0	296.661
13393	0	296.66
13394	0	296.655
13395	0	296.663
13397	0	296.648
13398	0	296.652
13399	0	296.666
13400	0	296.655
13401	0	296.659
13402	0	296.654
13403	0	296.645
13404	0	296.641
13405	0	296.644
13406	0	296.636
13407	244.4206	296.632
13408	0	296.64
13409	0	296.641
13410	0	296.647
13411	0	296.629
13412	0	296.63
13413	0	296.642
13414	0	296.638
13415	0	296.621
13416	0	296.627
13417	0	296.628
13418	0	296.625
13419	59.34715	296.63
13421	0	296.615
13422	0	296.61
13423	59.34715	296.635
13424	0	297.145
13425	121.0383	298.219
13426	0	299.398
13427	0	300.37
13428	0	301.367
13429	0	302.401
13430	0	302.937
13431	0	303.223
13432	0	303.476
13433	0	303.596
13434	0	303.735
13435	0	303.787
13436	0	303.658
13437	0	303.58
13438	429.49405	303.495
13439	0	303.407
13440	0	303.389
13441	0	303.334
13442	0	303.257
13443	0	303.209
13444	0	303.209
13446	0	303.205
13447	59.34715	303.263
13448	0	303.227
13449	0	303.239
13450	0	303.169
13451	0	303.147
13452	0	303.142
13453	0	303.122
13454	0	303.078
13455	0	303.07
13456	0	303.035
13457	0	303.023
13458	0	302.991
13459	0	302.944
13460	0	302.897
13461	0	302.865
13462	0	302.885
13463	0	302.826
13464	59.34715	302.804
13465	59.34715	302.747
13466	0	302.695
13467	0	302.616
13468	0	302.553
13469	0	302.505
13471	0	302.46
13472	121.0383	302.414
13473	0	302.352
13474	0	302.271
13475	0	302.236
13476	0	302.151
13477	0	302.08
13478	182.72945	301.998
13479	503.52343	301.923
13480	0	301.798
13481	0	301.681
13482	0	301.55
13483	0	301.455
13484	0	301.305
13485	0	301.205
13486	0	301.083
13487	0	300.94
13488	0	300.813
13489	0	300.698
13490	0	300.543
13491	0	300.385
13492	0	300.289
13493	0	300.133
13495	0	299.95
13496	0	299.883
13497	0	299.715
13498	0	299.618
13499	0	299.52
13500	0	299.404
13501	0	299.285
13502	0	299.223
13503	0	299.068
13504	0	298.943
13505	59.34715	298.825
13506	0	298.637
13507	0	298.366
13508	0	298.048
13509	0	297.722
13510	873.67033	297.387
13511	121.0383	297.208
13512	0	297.027
13513	0	296.982
13514	0	296.978
13515	0	297.181
13516	0	297.776
13517	0	298.201
13518	0	298.533
13520	0	298.664
13521	0	298.74
13522	0	298.741
13523	0	298.69
13524	0	298.631
13525	0	298.535
13526	0	298.464
13527	0	298.333
13528	0	298.255
13529	0	298.115
13530	0	297.998
13531	0	297.882
13532	0	297.804
13533	121.0383	297.721
13534	0	297.629
13535	0	297.517
13536	0	297.425
13537	0	297.3
13538	0	297.241
13539	0	297.166
13540	0	297.049
13541	0	296.984
13542	0	296.903
13544	0	296.796
13545	0	296.75
13546	0	296.664
13547	0	296.592
13548	59.34715	296.462
13549	0	296.39
13550	121.0383	296.325
13551	0	296.237
13552	0	296.159
13553	0	296.103
13554	0	296.037
13555	182.72945	295.975
13556	0	295.883
13557	182.72945	295.846
13558	0	295.776
13559	0	295.697
13560	0	295.644
13561	0	295.562
13562	0	295.527
13563	0	295.473
13564	0	295.41
13565	0	295.357
13566	0	295.292
13567	0	295.265
13569	59.34715	295.225
13570	0	295.165
13571	0	295.124
13572	0	295.081
13573	0	295.022
13574	59.34715	294.985
13575	0	294.949
13576	0	294.903
13577	0	294.885
13578	0	294.864
13579	0	294.819
13580	0	294.788
13581	0	294.742
13582	0	294.704
13583	0	294.668
13584	0	294.634
13585	59.34715	294.621
13586	121.0383	294.602
13587	306.11175	294.594
13588	565.21458	294.556
13589	0	294.506
13590	0	294.468
13591	182.72945	294.458
13593	121.0383	294.415
13594	0	294.397
13595	121.0383	294.383
13596	0	294.366
13597	121.0383	294.341
13598	0	294.317
13599	0	294.295
13600	0	294.281
13601	0	294.268
13602	0	294.254
13603	0	294.246
13604	0	294.219
13605	244.4206	294.194
13606	0	294.189
13607	182.72945	294.181
13608	0	294.166
13609	0	294.147
13610	182.72945	294.126
13611	0	294.101
13612	0	294.1
13613	0	294.102
13614	0	294.085
13615	0	294.064
13616	429.49405	294.068
13618	0	294.039
13619	121.0383	294.032
13620	0	294.032
13621	0	294.011
13622	0	294.009
13623	0	293.995
13624	0	293.988
13625	121.0383	293.969
13626	0	293.975
13627	0	293.954
13628	0	293.957
13629	0	293.943
13630	59.34715	293.923
13631	0	293.923
13632	0	293.925
13633	0	293.918
13634	0	293.911
13635	0	293.911
13636	0	293.903
13637	0	293.884
13638	0	293.89
13639	0	293.901
13640	0	293.885
13642	0	293.874
13643	0	293.865
13644	0	293.854
13645	0	293.865
13646	0	293.84
13647	0	293.84
13648	0	293.846
13649	0	293.837
13650	0	293.841
13651	0	293.836
13652	0	293.837
13653	0	293.809
13654	0	293.82
13655	0	293.808
13656	0	293.816
13657	59.34715	293.811
13658	0	293.801
13659	0	293.805
13660	0	293.795
13661	59.34715	293.792
13662	0	293.793
13663	0	293.785
13664	182.72945	293.779
13665	0	293.776
13667	0	293.779
13668	59.34715	293.783
13669	0	293.77
13670	0	293.777
13671	0	293.784
13672	0	293.774
13673	0	293.77
13674	0	293.759
13675	0	293.771
13676	59.34715	293.758
13677	0	293.747
13678	0	293.764
13679	0	293.743
13680	0	293.745
13681	0	293.747
13682	0	293.737
13683	121.0383	293.75
13684	0	293.742
13685	0	293.744
13686	0	293.744
13687	0	293.73
13688	59.34715	293.734
13689	0	293.732
13691	0	293.73
13692	0	293.716
13693	0	293.724
13694	0	293.722
13695	182.72945	293.717
13696	0	293.728
13697	0	293.713
13698	0	293.721
13699	59.34715	293.736
13700	0	293.716
13701	0	293.716
13702	182.72945	293.709
13703	0	293.705
13704	0	293.704
13705	0	293.713
13706	0	293.707
13707	0	293.703
13708	0	293.696
13709	244.4206	293.71
13710	0	293.699
13711	0	293.7
13712	0	293.712
13713	0	293.7
13714	0	293.702
13716	0	293.696
13717	0	293.699
13718	0	293.691
13719	0	293.681
13720	0	293.694
13721	0	293.692
13722	0	293.681
13723	0	293.683
13724	0	293.688
13725	59.34715	293.703
13726	0	293.675
13727	0	293.691
13728	0	293.685
13729	0	293.683
13730	0	293.683
13731	0	293.68
13732	0	293.683
13733	0	293.686
13734	0	293.669
13735	0	293.689
13736	0	293.676
13737	0	293.681
13738	0	293.672
13739	0	293.691
13741	0	293.682
13742	0	293.68
13743	0	293.675
13744	0	293.678
13745	0	293.675
13746	0	293.683
13747	0	293.671
13748	0	293.679
13749	0	293.69
13750	0	293.688
13751	0	293.708
13752	0	293.704
13753	0	293.719
13754	0	293.717
13755	0	293.725
13756	0	293.737
13757	0	293.738
13758	0	293.736
13759	0	293.745
13760	0	293.74
13761	0	293.737
13762	182.72945	293.732
13763	0	293.729
13765	182.72945	293.722
13766	0	293.737
13767	0	293.733
13768	0	293.733
13769	0	293.737
13770	0	293.734
13771	0	293.74
13772	59.34715	293.723
13773	0	293.741
13774	0	293.743
13775	0	293.744
13776	565.21458	293.752
13777	0	293.753
13778	367.8029	293.769
13779	0	293.808
13780	0	293.824
13781	0	293.867
13782	0	293.892
13783	0	293.903
13784	0	293.93
13785	0	293.946
13786	0	293.96
13787	0	293.966
13788	0	293.975
13790	0	293.98
13791	121.0383	293.988
13792	0	293.999
13793	0	294.005
13794	0	294.007
13795	0	294.018
13796	0	294.014
13797	59.34715	294.01
13798	306.11175	294.025
13799	59.34715	294.015
13800	0	294.024
13801	0	294.037
13802	0	293.814
13803	565.21458	293.843
13804	0	293.769
13805	0	293.739
13806	59.34715	293.741
13807	1194.46431	293.781
13808	9004.5639	293.82
13809	11607.93043	293.877
13810	11607.93043	294.113
13811	11793.00388	295.478
13812	12052.10671	298.089
13814	12372.90069	302.66
13815	12237.18016	307.868
13816	12434.59184	311.405
13817	12434.59184	313.283
13818	12434.59184	314.585
13819	12619.66529	315.29
13820	12298.87131	315.884
13821	12434.59184	316.246
13822	12940.45927	316.472
13823	12298.87131	316.545
13824	12298.87131	316.608
13825	12372.90069	316.563
13826	12434.59184	316.358
13827	12496.28299	316.021
13828	12681.35644	315.684
13829	12743.04759	315.523
13830	12940.45927	315.508
13831	13002.15042	315.573
13832	13002.15042	315.666
13833	13063.84157	315.758
13834	13322.9444	315.877
13835	13261.25325	315.861
13836	13261.25325	315.876
13837	13063.84157	315.866
13839	13125.53272	315.856
13840	13187.22387	315.856
13841	13322.9444	315.864
13842	13261.25325	315.817
13843	13446.3267	315.863
13844	13508.01785	315.878
13845	13569.709	315.869
13846	13384.63555	315.931
13847	13125.53272	315.977
13848	13952.19413	316.017
13849	13705.42953	316.063
13850	13508.01785	316.13
13851	13890.50298	316.171
13852	13508.01785	316.195
13853	13569.709	316.204
13854	13508.01785	316.254
13855	13705.42953	316.278
13856	13767.12068	316.305
13857	13508.01785	316.153
13858	13508.01785	316.143
13859	13828.81183	316.201
13860	13569.709	316.289
13861	14396.37041	316.337
13863	13446.3267	316.382
13864	13384.63555	316.476
13865	13261.25325	316.528
13866	13063.84157	316.596
13867	13261.25325	316.644
13868	13261.25325	316.66
13869	13187.22387	316.64
13870	13261.25325	316.632
13871	13063.84157	316.607
13872	13187.22387	316.48
13873	13322.9444	316.452
13874	13261.25325	316.373
13875	13125.53272	316.305
13876	13384.63555	316.325
13877	13446.3267	316.267
13878	13446.3267	316.281
13879	13002.15042	316.326
13880	13187.22387	316.319
13881	13322.9444	316.341
13882	14013.88528	316.417
13883	13384.63555	316.453
13884	12817.07697	316.509
13885	13002.15042	316.54
13886	13322.9444	316.528
13888	13063.84157	316.574
13889	13322.9444	316.602
13890	13187.22387	316.578
13891	13187.22387	316.582
13892	13322.9444	316.614
13893	13384.63555	316.586
13894	13261.25325	316.578
13895	13322.9444	316.551
13896	13187.22387	316.556
13897	13261.25325	316.546
13898	13322.9444	316.543
13899	13508.01785	316.516
13900	13446.3267	316.55
13901	13384.63555	316.511
13902	13569.709	316.582
13903	13322.9444	316.59
13904	13569.709	316.622
13905	13322.9444	316.657
13906	13063.84157	316.649
13907	13322.9444	316.663
13908	13002.15042	316.678
13909	13125.53272	316.673
13910	13384.63555	316.697
13911	13261.25325	316.696
13913	13125.53272	316.712
13914	13322.9444	316.663
13915	13322.9444	316.695
13916	13322.9444	316.696
13917	13384.63555	316.666
13918	13261.25325	316.667
13919	13187.22387	316.706
13920	13002.15042	316.679
13921	13187.22387	316.686
13922	13322.9444	316.678
13923	13261.25325	316.723
13924	13261.25325	316.745
13925	13261.25325	316.728
13926	13384.63555	316.773
13927	13125.53272	316.73
13928	13261.25325	316.734
13929	13125.53272	316.768
13930	13384.63555	316.729
13931	13187.22387	316.777
13932	13125.53272	316.746
13933	13125.53272	316.688
13934	13063.84157	316.691
13935	13261.25325	316.68
13937	12496.28299	316.674
