Time,fluHeaTra1.fluHeaTra[1],fluHeaTra1.fluHeaTra[2],fluHeaTra1.fluHeaTra[3],fluHeaTra1.fluHeaTra[4],fluHeaTra1.fluHeaTra[5],fluHeaTra1.fluHeaTra[6],fluHeaTra1.fluHeaTra[7],fluHeaTra1.fluHeaTra[8],fluHeaTra1.QDotFlu,fluHeaTra1.EffTan,fluHeaTra1.nSeg
89.8,219.077,219.077,219.077,219.077,219.077,219.077,219.077,219.077,7010.48,0.25,8
90,220.659,220.659,220.659,220.659,220.659,220.659,220.659,220.659,7061.07,0.25,8
90.2,222.254,222.254,222.254,222.254,222.254,222.254,222.254,222.254,7112.14,0.25,8
90.4,223.864,223.864,223.864,223.864,223.864,223.864,223.864,223.864,7163.66,0.25,8
90.6,225.488,225.488,225.488,225.488,225.488,225.488,225.488,225.488,7215.62,0.25,8
90.8,227.126,227.126,227.126,227.126,227.126,227.126,227.126,227.126,7268.03,0.25,8
91,228.777,228.777,228.777,228.777,228.777,228.777,228.777,228.777,7320.87,0.25,8
91.2,230.441,230.441,230.441,230.441,230.441,230.441,230.441,230.441,7374.13,0.25,8
91.4,232.119,232.119,232.119,232.119,232.119,232.119,232.119,232.119,7427.8,0.25,8
91.6,233.809,233.809,233.809,233.809,233.809,233.809,233.809,233.809,7481.88,0.25,8
91.8,235.511,235.511,235.511,235.511,235.511,235.511,235.511,235.511,7536.36,0.25,8
92,237.226,237.226,237.226,237.226,237.226,237.226,237.226,237.226,7591.23,0.25,8
92.2,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,7646.48,0.25,8
92.4,240.691,240.691,240.691,240.691,240.691,240.691,240.691,240.691,7702.1,0.25,8
92.6,242.44,242.44,242.44,242.44,242.44,242.44,242.44,242.44,7758.08,0.25,8
92.8,244.201,244.201,244.201,244.201,244.201,244.201,244.201,244.201,7814.42,0.25,8
93,245.972,245.972,245.972,245.972,245.972,245.972,245.972,245.972,7871.1,0.25,8
93.2,247.754,247.754,247.754,247.754,247.754,247.754,247.754,247.754,7928.12,0.25,8
93.4,249.546,249.546,249.546,249.546,249.546,249.546,249.546,249.546,7985.47,0.25,8
93.6,251.348,251.348,251.348,251.348,251.348,251.348,251.348,251.348,8043.13,0.25,8
93.8,253.16,253.16,253.16,253.16,253.16,253.16,253.16,253.16,8101.1,0.25,8
94,254.981,254.981,254.981,254.981,254.981,254.981,254.981,254.981,8159.38,0.25,8
94.2,256.811,256.811,256.811,256.811,256.811,256.811,256.811,256.811,8217.94,0.25,8
94.4,258.65,258.65,258.65,258.65,258.65,258.65,258.65,258.65,8276.79,0.25,8
94.6,260.497,260.497,260.497,260.497,260.497,260.497,260.497,260.497,8335.9,0.25,8
94.8,262.353,262.353,262.353,262.353,262.353,262.353,262.353,262.353,8395.28,0.25,8
95,264.216,264.216,264.216,264.216,264.216,264.216,264.216,264.216,8454.92,0.25,8
95.2,266.087,266.087,266.087,266.087,266.087,266.087,266.087,266.087,8514.79,0.25,8
95.4,267.966,267.966,267.966,267.966,267.966,267.966,267.966,267.966,8574.9,0.25,8
95.6,269.851,269.851,269.851,269.851,269.851,269.851,269.851,269.851,8635.24,0.25,8
95.8,271.743,271.743,271.743,271.743,271.743,271.743,271.743,271.743,8695.79,0.25,8
96,273.642,273.642,273.642,273.642,273.642,273.642,273.642,273.642,8756.55,0.25,8
96.2,275.547,275.547,275.547,275.547,275.547,275.547,275.547,275.547,8817.5,0.25,8
96.4,277.458,277.458,277.458,277.458,277.458,277.458,277.458,277.458,8878.65,0.25,8
96.6,279.374,279.374,279.374,279.374,279.374,279.374,279.374,279.374,8939.96,0.25,8
96.8,281.295,281.295,281.295,281.295,281.295,281.295,281.295,281.295,9001.45,0.25,8
97,283.222,283.222,283.222,283.222,283.222,283.222,283.222,283.222,9063.09,0.25,8
97.2,285.153,285.153,285.153,285.153,285.153,285.153,285.153,285.153,9124.88,0.25,8
97.4,287.088,287.088,287.088,287.088,287.088,287.088,287.088,287.088,9186.81,0.25,8
97.6,289.027,289.027,289.027,289.027,289.027,289.027,289.027,289.027,9248.87,0.25,8
97.8,290.97,290.97,290.97,290.97,290.97,290.97,290.97,290.97,9311.05,0.25,8
98,292.917,292.917,292.917,292.917,292.917,292.917,292.917,292.917,9373.33,0.25,8
98.2,294.866,294.866,294.866,294.866,294.866,294.866,294.866,294.866,9435.72,0.25,8
98.4,296.818,296.818,296.818,296.818,296.818,296.818,296.818,296.818,9498.19,0.25,8
98.6,298.773,298.773,298.773,298.773,298.773,298.773,298.773,298.773,9560.74,0.25,8
98.8,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,9623.37,0.25,8
99,302.689,302.689,302.689,302.689,302.689,302.689,302.689,302.689,9686.05,0.25,8
99.2,304.649,304.649,304.649,304.649,304.649,304.649,304.649,304.649,9748.78,0.25,8
99.4,306.611,306.611,306.611,306.611,306.611,306.611,306.611,306.611,9811.55,0.25,8
99.6,308.573,308.573,308.573,308.573,308.573,308.573,308.573,308.573,9874.35,0.25,8
99.8,310.537,310.537,310.537,310.537,310.537,310.537,310.537,310.537,9937.17,0.25,8
100,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,10000,0.25,8
100,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,10000,0.25,8
