#1
double Data(5207,19)
0	303.834	293.68	57.242	57.187	57.195	57.203	57.178	57.275	57.22	57.254	57.179	57.121	57.01	56.961	55.697	0	0	1649.718
2	303.787	293.675	57.24	57.186	57.19	57.191	57.173	57.274	57.215	57.248	57.166	57.109	57.013	56.948	55.696	0	0	1649.682
3	303.747	293.661	57.245	57.196	57.195	57.209	57.178	57.279	57.223	57.261	57.183	57.131	57.021	56.969	55.709	0	0	1649.763
4	303.737	293.668	57.24	57.177	57.187	57.192	57.163	57.267	57.207	57.238	57.172	57.106	57.009	56.95	55.684	0	0	1649.671
5	303.707	293.664	57.252	57.185	57.192	57.197	57.175	57.278	57.225	57.245	57.18	57.119	57.009	56.954	55.696	0	0	1649.708
6	303.674	293.669	57.252	57.198	57.186	57.201	57.171	57.278	57.22	57.248	57.18	57.116	57.008	56.956	55.695	0	0	1649.705
7	303.651	293.659	57.248	57.192	57.198	57.204	57.178	57.277	57.231	57.26	57.181	57.126	57.018	56.959	55.7	0	0	1649.734
8	303.655	293.667	57.25	57.194	57.201	57.21	57.175	57.271	57.227	57.26	57.186	57.119	57.009	56.958	55.7	0	0	1649.722
9	303.674	293.654	57.241	57.19	57.185	57.206	57.173	57.276	57.224	57.25	57.174	57.113	57.009	56.956	55.694	0	0	1649.696
10	303.717	293.659	57.239	57.192	57.197	57.203	57.167	57.274	57.215	57.251	57.169	57.122	57.012	56.952	55.7	0	0	1649.705
11	303.743	293.661	57.239	57.195	57.192	57.212	57.178	57.274	57.222	57.255	57.177	57.114	57.007	56.958	55.7	0	0	1649.706
12	303.763	293.654	57.231	57.177	57.184	57.193	57.163	57.271	57.218	57.24	57.171	57.107	57.009	56.946	55.689	0	0	1649.672
13	303.806	293.654	57.24	57.188	57.185	57.197	57.172	57.268	57.217	57.241	57.168	57.119	57.008	56.954	55.693	0	0	1649.692
14	303.832	293.66	57.241	57.186	57.195	57.216	57.171	57.276	57.223	57.244	57.179	57.119	57.021	56.956	55.704	0	0	1649.729
15	303.82	293.653	57.246	57.187	57.191	57.205	57.166	57.266	57.207	57.246	57.173	57.121	57.011	56.943	55.698	0	0	1649.696
16	303.784	293.656	57.243	57.193	57.188	57.205	57.166	57.269	57.22	57.251	57.173	57.112	57.006	56.952	55.697	0	0	1649.69
17	303.738	293.667	57.244	57.18	57.196	57.209	57.173	57.28	57.213	57.252	57.182	57.123	57.015	56.965	55.702	0	0	1649.737
18	303.701	293.657	57.241	57.191	57.208	57.213	57.175	57.282	57.214	57.249	57.178	57.119	57.015	56.969	55.699	0	0	1649.73
19	303.677	293.657	57.239	57.188	57.194	57.198	57.162	57.27	57.207	57.237	57.179	57.12	57.006	56.948	55.692	0	0	1649.695
20	303.648	293.659	57.244	57.196	57.189	57.199	57.168	57.278	57.219	57.249	57.176	57.114	57.01	56.96	55.698	0	0	1649.708
21	303.609	293.662	57.242	57.183	57.197	57.2	57.167	57.272	57.221	57.244	57.18	57.119	57.011	56.954	55.699	0	0	1649.713
22	303.625	293.66	57.242	57.195	57.195	57.207	57.17	57.265	57.214	57.247	57.179	57.129	57.009	56.957	55.695	0	0	1649.719
23	303.635	293.664	57.246	57.191	57.19	57.198	57.176	57.277	57.226	57.241	57.182	57.127	57.014	56.958	55.692	0	0	1649.723
24	303.634	293.674	57.261	57.199	57.207	57.206	57.176	57.28	57.232	57.26	57.181	57.123	57.019	56.949	55.701	0	0	1649.723
25	303.618	293.665	57.245	57.191	57.2	57.207	57.17	57.277	57.217	57.244	57.18	57.122	57.017	56.957	55.697	0	0	1649.723
27	303.593	293.659	57.246	57.188	57.187	57.202	57.171	57.273	57.208	57.243	57.171	57.118	57.017	56.96	55.7	0	0	1649.716
28	303.584	293.669	57.239	57.182	57.183	57.199	57.163	57.267	57.209	57.242	57.162	57.117	57.01	56.955	55.696	0	0	1649.69
29	303.561	293.658	57.246	57.191	57.197	57.214	57.175	57.278	57.216	57.251	57.179	57.116	57.018	56.965	55.709	0	0	1649.737
30	303.558	293.669	57.248	57.201	57.197	57.21	57.173	57.272	57.225	57.252	57.168	57.121	57.023	56.961	55.714	0	0	1649.737
31	303.54	293.666	57.236	57.18	57.19	57.197	57.173	57.261	57.213	57.238	57.169	57.108	57.008	56.951	55.697	0	0	1649.683
32	303.562	293.669	57.244	57.194	57.189	57.203	57.174	57.271	57.221	57.252	57.168	57.113	57.006	56.961	55.695	0	0	1649.693
33	303.563	293.676	57.242	57.187	57.203	57.203	57.166	57.27	57.218	57.249	57.182	57.115	57.023	56.958	55.696	0	0	1649.724
34	303.582	293.677	57.247	57.184	57.197	57.204	57.173	57.271	57.214	57.254	57.179	57.121	57.003	56.96	55.701	0	0	1649.714
35	303.567	293.68	57.246	57.192	57.2	57.205	57.174	57.278	57.216	57.251	57.184	57.121	57.023	56.959	55.715	0	0	1649.752
36	303.561	293.667	57.246	57.197	57.201	57.206	57.177	57.276	57.222	57.258	57.182	57.12	57.023	56.958	55.704	0	0	1649.737
37	303.589	293.671	57.261	57.188	57.204	57.209	57.179	57.284	57.223	57.246	57.18	57.125	57.021	56.977	55.698	0	0	1649.751
38	303.63	293.688	57.247	57.189	57.189	57.205	57.172	57.282	57.214	57.244	57.176	57.119	57.016	56.962	55.702	0	0	1649.725
39	303.657	293.682	57.243	57.193	57.189	57.206	57.167	57.277	57.22	57.242	57.183	57.12	57.015	56.957	55.71	0	0	1649.735
40	303.696	293.686	57.249	57.191	57.201	57.206	57.173	57.281	57.214	57.252	57.179	57.121	57.02	56.962	55.699	0	0	1649.731
41	303.717	293.677	57.242	57.191	57.198	57.207	57.171	57.278	57.214	57.246	57.173	57.118	57.018	56.963	55.7	0	0	1649.722
42	303.699	293.679	57.239	57.182	57.192	57.201	57.178	57.269	57.205	57.236	57.176	57.112	57.015	56.95	55.693	0	0	1649.696
43	303.7	293.677	57.241	57.181	57.193	57.203	57.168	57.273	57.215	57.247	57.177	57.122	57.014	56.955	55.695	0	0	1649.713
44	303.707	293.674	57.239	57.186	57.192	57.197	57.159	57.269	57.206	57.24	57.171	57.117	57.007	56.952	55.695	0	0	1649.692
