nonCondensing.Capacitance;nonCondensingTanklessHXController.PID_k;nonCondensingTanklessHXController.PID_I;nonCondensingTanklessHXController.PID_D;nonCondensing.UA;nonCondensingTanklessHXController.PID_y_start
18138.9;0.268192;30.2222;5.11857;3.8;1e-006
