#1
double Temp(11774,9)
0	27.656419	27.629166	27.583234	27.599606	27.300623	27.335889	28.296853	27.62882714
20	27.662754	27.735107	27.578455	27.615065	27.498266	27.452322	29.466101	27.85829571
40	27.707719	27.739717	27.585568	27.626952	27.529556	27.504312	27.677812	27.62451943
60	27.770325	27.665682	27.682279	27.639308	27.54416	27.503223	27.443632	27.60694414
80	27.892652	27.683502	27.608698	27.620522	27.551048	27.520119	27.619949	27.64235571
100	27.859096	27.652895	27.603555	27.625383	27.545711	27.521605	27.761706	27.65285014
120	27.841049	27.688641	27.602015	27.634757	27.573259	27.535736	27.73014	27.65794243
140	27.830229	27.66255	27.603434	27.636858	27.548229	27.511842	27.541407	27.61922129
160	27.82852	27.728963	27.605963	27.633022	27.556264	27.503729	27.599697	27.636594
180	27.814563	27.694236	27.608747	27.64308	27.553934	27.502537	27.485252	27.61462129
200	27.817995	27.689712	27.605131	27.647196	27.553295	27.514406	27.496439	27.61773914
220	27.833962	27.73645	27.608223	27.620729	27.558701	27.523451	27.434065	27.61651157
240	27.841985	27.755726	27.622501	27.636371	27.563418	27.529079	27.480636	27.63281657
260	27.842883	27.761184	27.626142	27.634328	27.570493	27.536609	27.613243	27.65498314
280	27.843308	27.750138	27.632373	27.646925	27.570758	27.534827	27.549154	27.64678329
300	27.859527	27.737595	27.648021	27.659844	27.570098	27.545766	29.060451	27.86875743
320	27.836339	28.401284	27.640429	27.634972	27.558342	27.529915	32.376799	28.42544
340	27.965722	27.931241	27.672582	27.865793	27.78199	27.791537	29.662409	28.09589629
360	28.367437	28.241084	28.009174	27.850112	27.693308	27.670801	30.218137	28.29286471
380	28.684551	28.533738	28.339887	27.913548	27.700002	27.713869	29.796955	28.38322143
400	28.775267	28.817084	28.516918	28.218607	27.814726	27.793588	31.271575	28.74396643
420	29.236476	29.020888	28.665946	28.462388	28.268028	28.19377	31.947492	29.11356971
440	29.467327	29.197702	28.974417	28.757833	28.506328	28.447996	31.84691	29.31407329
460	29.707715	29.463615	29.237961	28.914701	28.713738	28.670178	30.604086	29.33028486
480	30.021546	29.525482	29.356047	29.218053	28.903743	28.799417	31.706417	29.64724357
500	30.096713	30.621743	29.897435	29.448918	29.082013	29.104907	37.396724	30.80692186
520	30.473979	30.156724	30.082304	29.632148	30.016091	29.682712	33.549171	30.51330414
540	30.664471	30.406141	30.445927	29.91103	29.673905	29.588994	33.195757	30.555175
560	31.245064	30.693537	30.719293	30.120461	29.84438	29.78621	32.67493	30.72626786
580	31.183285	30.973399	31.049037	30.400655	30.000631	30.026876	32.991076	30.94642271
600	31.503489	31.646204	31.941954	30.689419	30.265772	30.326598	33.209188	31.36894629
620	31.67291	31.563052	31.658891	30.983554	30.680554	30.655926	34.835804	31.72152729
640	31.812987	32.186169	31.366967	31.175154	30.954295	30.660202	36.742512	32.12832657
660	32.16256	32.312294	31.90793	31.399689	32.121774	32.00372	35.590018	32.49971214
680	32.194048	31.906181	31.829776	31.77207	31.531435	31.626604	34.635785	32.21369986
700	32.42158	32.085378	32.475863	32.347087	31.724476	31.646013	38.567308	33.03824357
720	32.673712	32.386825	33.369488	32.309594	31.855443	31.82276	34.835439	32.75046586
740	32.965876	32.443455	32.562753	33.313434	32.812313	32.84088	34.260622	33.02847614
760	33.340513	32.777097	32.617121	33.039334	33.238757	32.35491	36.816503	33.45489071
780	33.473417	33.511699	33.094392	32.900111	32.851343	32.767662	36.357097	33.565103
800	33.463066	33.517562	33.391083	33.349515	33.881675	33.064199	37.63767	34.04353857
820	33.803032	33.750206	33.457575	33.947067	33.966735	34.101367	35.607161	34.090449
840	34.182201	33.733333	34.006726	34.135065	33.459007	33.595575	37.862758	34.42495214
860	34.760263	34.17457	34.509814	33.840442	33.728881	33.742577	37.225275	34.56883171
880	34.744749	34.494695	34.253873	34.815608	34.401434	34.173801	39.884539	35.25267129
900	34.729359	34.570452	34.501636	34.618864	35.227859	35.019644	38.442656	35.30149571
920	35.074909	34.678274	35.017205	34.516902	34.710168	34.797325	37.899387	35.24202429
940	35.550106	34.835809	35.29528	34.863139	34.761801	34.708026	37.154671	35.30983314
960	35.951934	35.08753	35.567792	35.324363	35.457837	35.224874	38.506625	35.87442214
980	35.943981	35.621264	35.760808	35.659061	35.645398	35.508506	41.354554	36.49908171
1000	36.29521	35.939497	36.090794	36.186867	36.034886	35.740037	38.365559	36.37897857
1020	36.598359	36.082439	35.633768	36.061881	36.257979	36.117459	39.351583	36.58620971
1040	36.710036	36.058396	36.387892	36.761798	36.206465	36.270129	40.832306	37.03243171
1060	36.642539	36.550216	36.410449	37.483366	36.616145	36.949283	41.743476	37.48506771
1080	36.724227	36.875826	36.557148	36.779664	36.952502	36.840068	44.269666	37.85701443
1100	37.244199	37.332207	37.13313	36.812164	36.950155	36.99075	40.991314	37.63627414
1120	37.456534	37.330001	37.297236	37.233036	37.599548	37.582172	40.385204	37.840533
1140	37.719293	37.770162	37.447158	38.98189	37.424084	37.579605	41.685506	38.37252829
1160	37.927837	38.118089	38.458447	37.996794	37.790119	37.747585	42.280424	38.61704214
1180	38.288544	38.228326	37.923653	38.604847	38.192454	38.205581	40.773417	38.60240314
1200	38.618801	38.95341	38.858761	38.319854	38.556776	38.643702	42.786984	39.24832686
1220	38.684183	39.314416	38.761557	38.496349	38.315688	38.271198	40.787348	38.94724843
1240	39.037746	39.63779	39.16524	39.055972	38.776348	38.864124	41.399181	39.41948586
1260	39.254638	39.471103	39.264445	39.473322	39.558949	39.038792	41.674172	39.67648871
1280	39.515347	39.643283	40.306843	39.562967	39.314297	39.300755	42.654399	40.04255586
1300	39.687383	40.188019	40.284853	39.828439	39.55387	39.496175	43.006105	40.29212057
1320	40.06718	40.156137	40.196692	40.012947	40.606963	40.543632	44.35319	40.84810586
1340	40.227882	40.697534	40.437119	40.772577	40.270328	40.149777	46.089192	41.23491557
1360	40.487733	40.334265	40.691268	40.605584	40.60726	40.662613	42.95968	40.90691471
1380	40.69247	40.600811	40.966695	41.010725	40.760913	40.715754	44.452825	41.31431329
1400	40.909193	40.877929	40.775676	41.691005	40.632341	40.615735	44.644455	41.44947629
1420	40.98621	41.198816	41.934526	41.448004	41.449052	41.336524	42.58067	41.56197171
1440	41.616405	41.606653	41.189706	41.795999	42.819394	41.626223	43.978297	42.09038243
1460	41.786818	41.820991	41.555413	41.947544	41.801347	41.742585	44.410009	42.152101
1480	41.826294	42.398306	42.590001	42.723417	42.73849	41.853562	45.48095	42.80157429
1500	42.387839	42.419595	42.381646	42.211502	42.34975	42.704662	46.808723	43.03767386
1520	42.432275	42.885521	42.61896	43.123521	42.574105	42.434252	43.702542	42.82445371
1540	43.19464	42.429404	43.154727	43.24218	43.533559	42.885272	45.246209	43.383713
1560	42.93715	43.12274	42.870412	43.31328	43.345092	43.263824	46.437032	43.61279
1580	43.141506	43.520027	43.010354	43.438127	43.328982	43.293524	47.372973	43.87221329
1600	43.685009	44.150858	43.45867	44.339253	43.790875	43.320457	49.373532	44.58837914
1620	43.976951	44.234183	44.430457	44.097427	43.889064	43.856725	46.235932	44.388677
1640	44.166663	44.778397	44.512173	44.24383	44.090419	44.104052	45.244009	44.44850614
1660	44.652681	44.704949	45.413644	44.381329	44.281098	44.179094	50.056702	45.38135671
1680	44.646758	45.021775	44.833195	44.630925	44.592321	44.590344	48.212727	45.21829214
1700	44.792662	45.173201	44.674194	45.69649	44.842545	44.612601	49.179074	45.56725243
1720	45.323942	45.43413	45.937213	45.720258	45.201154	45.035467	47.919284	45.79592114
1740	45.477526	45.738656	45.428414	45.83991	45.508492	46.159571	50.289546	46.34887357
1760	45.786506	45.361415	45.41581	46.749751	45.579982	45.529551	50.134846	46.36540871
1780	46.210913	45.801442	45.831247	46.013763	46.007057	45.994569	48.289055	46.30686371
1800	46.645484	46.037463	46.371854	46.048635	45.779084	45.765057	47.765922	46.34478557
1820	46.645044	46.708943	46.538274	46.529739	46.499624	46.430022	50.613639	47.13789786
1840	46.69277	46.753775	46.776306	47.241356	46.765585	46.596905	49.934381	47.25158257
1860	46.719404	47.06357	47.02378	47.420668	47.141952	47.059539	50.841288	47.61002871
1880	47.061317	47.17076	47.589592	47.870588	47.315318	47.169769	50.286556	47.78055714
1900	47.418463	47.881712	47.673877	48.150113	47.036035	47.049808	52.791814	48.28597457
1920	48.062809	47.800028	48.030724	48.04949	48.287577	48.169355	53.18333	48.79761614
1940	47.84026	48.266532	47.863095	47.854801	49.694172	49.645231	49.486196	48.66432671
1960	48.217391	47.993537	47.997684	48.332107	47.955801	48.271931	51.334613	48.586152
1980	48.530485	48.485689	47.997761	49.266023	49.5921	48.720743	51.045447	49.09117829
2000	48.771382	48.44113	48.80773	49.171675	48.910503	48.895908	51.727694	49.24657457
2020	48.961399	49.148378	49.434836	49.912059	49.234029	49.426002	51.210211	49.61813057
2040	49.054794	49.366127	49.145391	50.113187	49.460161	49.377901	56.779198	50.47096557
2060	49.45098	49.414477	49.529151	49.699918	49.410667	49.532956	55.750462	50.398373
2080	49.854276	49.713631	49.831501	50.555525	50.744447	51.34233	53.847884	50.84137057
2100	50.651723	49.696895	50.33031	50.213641	50.486108	50.800477	54.339873	50.93128957
2120	50.774489	50.300345	50.179975	50.508428	50.286315	50.242211	57.173384	51.35216386
2140	50.656953	50.414658	50.430731	50.33646	50.896257	50.59975	55.713532	51.29262014
2160	50.994662	50.616528	50.969224	50.834685	50.872535	51.399602	54.149706	51.40527743
2180	51.065959	51.339394	50.859143	51.607959	50.950249	51.105148	55.394744	51.76037086
2200	51.264236	51.70164	51.544318	51.208278	51.81258	51.501423	58.043999	52.43949629
2220	51.918833	51.783002	51.773036	51.643039	51.95097	52.045598	56.022066	52.44807771
2240	51.828547	51.872147	51.628856	52.713802	52.127651	52.933662	57.916596	53.00303729
2260	52.073149	51.862812	51.892918	52.633331	52.546031	52.985397	55.772808	52.823778
2280	52.692987	52.490363	52.236321	52.169219	52.463296	52.579895	58.643042	53.32501757
