Time	Water Out [C]	Water In  [C]	Ambient [C]	Water Top (T16) [C]	T15 [C]	T14 [C]	T13 [C]	T12 [C]	T11 [C]	T10 [C]	T9 [C]	T8 [C]	T7 [C]	T6 [C]	T5 [C]	T4 [C]	T3 [C]	T2 [C]	Water Bottom (T1) [C]	Flue Top (F1) [C]	F2 [C]	F3 [C]	Flue Bottom (F4) [C]	Gas Flow Freqency	Water Flow Frequency	42i-NO (ppb)	42i-NO2 (ppb)	42i-NOx (ppb)	Horiba-NO (ppm)	Horiba-CO (ppm)	Horiba-CO2 (%)	Horiba-O2 (%)	Gas Flow (V)
5:20:24 PM	28.397	27.532	24.080	-56114.828	-56114.828	-56131.702	-56131.702	-56131.702	-56114.828	-56114.828	-56131.702	-56131.702	-56131.702	-56115.928	-56115.928	-56115.928	-56115.928	-56115.928	-56115.928	1377.184	1377.184	37.870	37.317	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.158
5:20:25 PM	28.393	27.531	24.097	-56115.221	-56115.221	-56132.066	-56132.066	-56132.066	-56115.221	-56115.221	-56132.066	-56132.066	-56132.066	-56116.329	-56116.329	-56116.329	-56116.329	-56116.329	-56116.329	1377.189	1377.189	37.854	37.307	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.199
5:20:26 PM	28.409	27.536	24.093	-56114.978	-56114.978	-56131.786	-56131.786	-56131.786	-56114.978	-56114.978	-56131.786	-56131.786	-56131.786	-56116.104	-56116.104	-56116.104	-56116.104	-56116.104	-56116.104	1377.189	1377.189	37.838	37.291	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.205
5:20:28 PM	28.399	27.547	24.089	-56114.254	-56114.254	-56131.083	-56131.083	-56131.083	-56114.254	-56114.254	-56131.083	-56131.083	-56131.083	-56115.370	-56115.370	-56115.370	-56115.370	-56115.370	-56115.370	1377.192	1377.192	37.822	37.286	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.184
5:20:29 PM	28.403	27.542	24.082	-56115.572	-56115.572	-56132.417	-56132.417	-56132.417	-56115.572	-56115.572	-56132.417	-56132.417	-56132.417	-56116.703	-56116.703	-56116.703	-56116.703	-56116.703	-56116.703	1377.195	1377.195	37.809	37.276	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.179
5:20:30 PM	28.396	27.531	24.054	-56116.178	-56116.178	-56132.992	-56132.992	-56132.992	-56116.178	-56116.178	-56132.992	-56132.992	-56132.992	-56117.284	-56117.284	-56117.284	-56117.284	-56117.284	-56117.284	1377.186	1377.186	37.784	37.245	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.179
5:20:31 PM	28.147	27.506	24.060	-56116.130	-56116.130	-56132.991	-56132.991	-56132.991	-56116.130	-56116.130	-56132.991	-56132.991	-56132.991	-56117.288	-56117.288	-56117.288	-56117.288	-56117.288	-56117.288	1377.185	1377.185	37.767	37.230	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:32 PM	28.062	27.449	24.053	-56115.321	-56115.321	-56132.166	-56132.166	-56132.166	-56115.321	-56115.321	-56132.166	-56132.166	-56132.166	-56116.453	-56116.453	-56116.453	-56116.453	-56116.453	-56116.453	1377.190	1377.190	37.753	37.218	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.189
5:20:33 PM	28.139	27.407	24.044	-56114.795	-56114.795	-56131.635	-56131.635	-56131.635	-56114.795	-56114.795	-56131.635	-56131.635	-56131.635	-56115.947	-56115.947	-56115.947	-56115.947	-56115.947	-56115.947	1377.184	1377.184	37.732	37.204	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
5:20:34 PM	28.246	27.388	24.041	-56115.111	-56115.111	-56131.930	-56131.930	-56131.930	-56115.111	-56115.111	-56131.930	-56131.930	-56131.930	-56116.267	-56116.267	-56116.267	-56116.267	-56116.267	-56116.267	1377.187	1377.187	37.714	37.193	0.000	0.000	1.977	1.587	3.564	-0.060	0.200	0.130	20.990	1.194
