#1

double tab1(26,2)
0	0.2
479.9	0.2
480	0.1
1079.9	0.1
1080	0.2
3719.9	0.2
3720	0.1
4679.9	0.1
4680	0.2
7319.9	0.2
7320	0.1
8299.9	0.1
8300	0.2
10919.9	0.2
10920	0.1
11919.9	0.1
11920	0.2
14529.9	0.2
14530	0.1
15519.9	0.1
15520	0.2
18119.9	0.2
18120	0.1
19149.9	0.1
19150	0.2
864166	0.2
