Time	T_F,Entrance	T_F,Exit	T_Nodes	sum(dT_Nodes)
5560.566	72.07005556	58.49805556	1326.210111	14.35033333
5565.582	72.03888889	58.43577778	1326.147833	14.1635
5570.586	72.00777778	58.40466667	1326.147833	14.1635
5575.608	72.00777778	58.37355556	1325.961056	13.97672222
5580.612	71.88327778	58.31127778	1325.929944	13.75894444
5585.622	71.85216667	58.28016667	1325.992222	13.69666667
5590.626	71.57194444	58.18677778	1325.992222	13.69666667
5595.642	71.63422222	58.06227778	1325.961111	13.72777778
5600.652	71.63422222	58.03116667	1325.992222	13.82111111
5605.656	71.63422222	58.03116667	1325.929944	13.75894444
5610.678	71.50972222	58	1325.898833	13.54094444
5615.682	71.54083333	57.96888889	1325.961111	13.72777778
5620.692	71.57194444	57.8755	1326.054444	14.25688889
5625.708	71.50972222	57.84438889	1326.116722	14.07016667
5630.712	71.54083333	57.84438889	1326.0545	14.00794444
5635.722	71.66538889	57.78211111	1326.085611	13.97683333
5640.768	71.63422222	57.751	1326.116722	14.07016667
5645.784	71.60311111	57.68872222	1326.054444	14.25688889
5650.794	71.38516667	57.65755556	1325.992222	14.19466667
5655.882	71.29183333	57.59533333	1325.992222	13.82111111
5660.886	71.41633333	57.56416667	1326.023333	13.91444444
5665.908	71.44744444	57.50194444	1326.023333	13.79
5670.924	71.35405556	57.50194444	1326.023389	13.78994444
5675.928	71.38516667	57.47077778	1326.023389	13.78994444
5680.938	71.35405556	57.40855556	1326.0545	13.75883333
5685.954	71.13616667	57.40855556	1326.0545	13.88327778
5690.964	71.16727778	57.40855556	1326.147889	14.16344444
5695.47	71.22955556	57.34627778	1326.085667	13.97677778
5700.486	71.32294444	57.28405556	1326.085611	13.85216667
5705.49	71.19844444	57.28405556	1326.0545	13.75883333
5710.5	71.19844444	57.25288889	1326.023333	13.79
5715.504	71.16727778	57.22177778	1326.054444	13.88333333
5720.526	71.10505556	57.19066667	1326.054444	13.88333333
5725.53	71.19844444	57.1595	1326.023333	13.91444444
5730.54	71.16727778	57.09727778	1325.929944	13.50983333
5735.556	71.16727778	57.09727778	1325.992222	13.82111111
5740.56	70.94938889	57.035	1326.116778	13.94566667
5745.57	70.79377778	57.00388889	1325.961111	13.72777778
5750.574	70.79377778	57.00388889	1326.023389	14.03905556
5755.596	70.607	56.97277778	1326.085611	13.85216667
5760.6	70.4825	56.97277778	1326.085556	13.85222222
5765.61	70.23344444	56.94161111	1326.0545	13.75883333
5770.626	70.01555556	56.94161111	1326.023389	13.6655
5775.636	70.07783333	56.84822222	1325.961111	13.47866667
5780.64	70.10894444	56.84822222	1325.992222	13.44755556
5785.65	70.14005556	56.786	1325.961056	13.47872222
5790.666	70.29572222	56.69261111	1325.93	13.50977778
5795.67	70.42022222	56.75488889	1325.992222	13.44755556
5800.68	70.54472222	56.69261111	1326.023389	13.6655
5805.684	70.607	56.6615	1326.023389	13.6655
5810.7	70.63811111	56.63033333	1326.023389	13.6655
5815.71	70.51361111	56.59922222	1325.93	13.38533333
5820.72	70.57588889	56.56811111	1325.898833	13.4165
5825.736	70.42022222	56.56811111	1326.023389	13.6655
5830.74	70.607	56.50583333	1325.992222	13.82111111
5835.75	70.76261111	56.47472222	1326.023389	13.6655
5840.754	70.70038889	56.44355556	1326.023389	13.6655
5845.776	70.607	56.38133333	1325.992222	13.69666667
5850.78	70.38911111	56.28794444	1325.961056	13.47872222
5855.79	70.20233333	56.22566667	1326.023389	13.6655
5860.806	70.14005556	56.22566667	1326.054444	13.75888889
5865.81	69.92216667	56.19455556	1326.085611	13.72772222
5870.85	69.79766667	56.10116667	1325.992222	13.44755556
5875.884	69.92216667	56.10116667	1325.929944	13.38538889
5880.462	69.95333333	56.03894444	1325.992222	13.44755556
5885.508	69.92216667	56.03894444	1326.0545	13.63438889
5890.53	70.07783333	56.00777778	1326.085611	13.72772222
5895.534	69.70427778	55.97666667	1325.992222	13.44755556
5900.544	69.39294444	55.94555556	1326.0545	13.75883333
5905.548	69.33072222	55.88327778	1325.961111	13.47866667
5910.57	69.01944444	55.88327778	1326.023389	13.6655
5915.574	68.95716667	55.85216667	1325.961111	13.47866667
5920.584	68.83266667	55.85216667	1325.961111	13.47866667
5925.588	68.95716667	55.821	1326.023389	13.6655
5930.604	68.92605556	55.821	1326.023389	13.6655
5935.614	68.95716667	55.78988889	1326.023389	13.6655
5940.618	68.92605556	55.75877778	1325.898833	13.29183333
5945.634	68.70816667	55.75877778	1325.961111	13.35422222
5950.644	68.5525	55.66533333	1325.992222	13.44755556
5955.654	68.428	55.66533333	1325.961111	13.35422222
5960.658	68.27238889	55.66533333	1326.0545	13.63438889
5965.674	68.11672222	55.63422222	1326.0545	13.75883333
5970.684	68.08561111	55.60311111	1326.023333	13.66555556
5975.688	68.179	55.57194444	1325.929944	13.26072222
5980.71	68.3035	55.54083333	1325.961111	13.35422222
5985.714	68.428	55.47861111	1325.992222	13.44755556
5990.724	68.428	55.44744444	1325.992222	13.44755556
5995.728	68.39688889	55.41633333	1325.992222	13.44755556
6000.744	68.36572222	55.38522222	1325.961111	13.35422222
6005.754	68.24122222	55.32294444	1326.023333	13.41644444
6010.758	67.89883333	55.32294444	1326.085611	13.72772222
6015.768	68.33461111	55.32294444	1326.0545	13.63438889
6020.784	68.39688889	55.32294444	1326.085611	13.72772222
6025.794	68.24122222	55.29183333	1326.085611	13.72772222
6030.798	68.14783333	55.26066667	1325.992222	13.32311111
6035.82	67.86772222	55.26066667	1325.929944	13.26072222
6040.824	67.86772222	55.22955556	1326.085611	13.60327778
6045.834	68.05444444	55.22955556	1326.085611	13.72772222
6050.85	67.68094444	55.19844444	1326.0545	13.63438889
6055.896	67.58755556	55.16727778	1325.929944	13.26072222
6060.492	67.43188889	55.10505556	1325.961111	13.35422222
6065.538	67.55644444	55.10505556	1325.961111	13.35422222
6070.548	67.77433333	55.10505556	1325.961111	13.35422222
6075.552	67.89883333	55.10505556	1325.961111	13.35422222
6080.568	67.83655556	55.10505556	1325.961111	13.35422222
6085.578	67.49416667	55.10505556	1325.929944	13.26072222
6090.588	67.43188889	55.07394444	1325.929944	13.26072222
6095.592	67.43188889	55.10505556	1325.929944	13.26072222
6100.608	67.27627778	55.07394444	1325.961111	13.35422222
6105.618	67.33855556	55.10505556	1325.961111	13.35422222
6110.622	67.43188889	55.07394444	1325.961111	13.35422222
6115.644	67.71205556	55.07394444	1325.867722	13.1985
6120.648	67.74316667	55.04277778	1325.929944	13.26072222
6125.658	67.71205556	55.04277778	1325.836611	13.10516667
6130.674	67.77433333	55.04277778	1325.898833	13.16738889
6135.678	67.64983333	55.04277778	1325.898833	13.29183333
6140.688	67.64983333	55.04277778	1325.93	13.38533333
6145.698	67.43188889	55.04277778	1325.93	13.38533333
6150.714	67.33855556	55.01166667	1325.929944	13.26072222
6155.718	67.33855556	55.01166667	1325.929944	13.26072222
6160.728	67.49416667	55.01166667	1325.929944	13.26072222
6165.732	67.64983333	55.01166667	1325.961111	13.35422222
6170.754	67.68094444	55.01166667	1325.929944	13.26072222
6175.758	67.83655556	55.01166667	1325.929944	13.26072222
6180.768	67.24516667	54.98055556	1325.898833	13.16738889
6185.784	67.214	54.98055556	1325.929944	13.26072222
6190.788	67.46305556	54.98055556	1325.867722	13.1985
6195.798	67.33855556	54.98055556	1325.898833	13.16738889
6200.802	67.12061111	54.98055556	1325.898833	13.16738889
6205.818	66.90272222	54.98055556	1325.898833	13.16738889
6210.828	67.0895	54.91827778	1325.867722	13.07405556
6215.838	67.12061111	54.91827778	1325.805444	12.88722222
6220.854	66.8405	54.88716667	1325.898833	13.16738889
6225.858	66.90272222	54.88716667	1325.898833	13.16738889
6230.868	67.05838889	54.88716667	1325.836611	13.10516667
6235.872	67.05838889	54.88716667	1325.867722	13.1985
6240.894	66.965	54.88716667	1325.867722	13.1985
6245.898	66.93388889	54.856	1325.836611	13.10516667
6250.908	67.05838889	54.856	1325.867722	13.1985
6255.924	67.05838889	54.82488889	1325.836611	13.10516667
6260.928	66.80933333	54.82488889	1325.805444	13.01166667
6265.938	66.93388889	54.82488889	1325.836556	12.98055556
6270.948	67.0895	54.82488889	1325.867722	13.07405556
6275.97	67.15177778	54.82488889	1325.836611	13.10516667
6280.512	67.214	54.82488889	1325.649778	12.54466667
6285.534	67.15177778	54.82488889	1325.836611	13.10516667
6290.604	67.12061111	54.82488889	1325.867722	13.1985
6295.638	67.05838889	54.79377778	1325.805444	13.01166667
6300.648	66.80933333	54.79377778	1325.836556	12.98055556
6305.658	66.65372222	54.79377778	1325.805389	13.01172222
6310.662	66.965	54.79377778	1325.774278	12.91838889
6315.678	66.87161111	54.76266667	1325.836556	12.98055556
6320.688	66.43583333	54.76266667	1325.836556	13.10522222
6325.692	66.46694444	54.76266667	1325.836556	13.10522222
6330.714	66.37355556	54.76266667	1325.774278	12.91838889
6335.718	66.28016667	54.70038889	1325.743167	12.9495
6340.728	66.34244444	54.70038889	1325.836556	13.10522222
6345.732	66.21794444	54.70038889	1325.805389	13.01172222
6350.748	66.15566667	54.70038889	1325.774278	12.91838889
6355.758	66.52922222	54.66927778	1325.774278	12.91838889
6360.762	66.90272222	54.70038889	1325.774278	12.91838889
6365.778	67.02722222	54.70038889	1325.805444	12.88722222
6370.788	67.12061111	54.66927778	1325.805389	12.88727778
6375.798	67.27627778	54.70038889	1325.743167	12.9495
6380.802	67.36966667	54.70038889	1325.774278	12.91838889
6385.818	67.0895	54.66927778	1325.743111	12.82488889
6390.828	66.8405	54.66927778	1325.5875	12.4825
6395.832	66.8405	54.63811111	1325.743111	12.82488889
6400.854	66.80933333	54.63811111	1325.774278	12.91838889
6405.858	66.68483333	54.63811111	1325.805444	12.88722222
6410.868	66.68483333	54.63811111	1325.774278	12.91838889
6415.872	66.93388889	54.63811111	1325.712	12.856
6420.888	67.05838889	54.63811111	1325.712	12.856
6425.898	66.52922222	54.63811111	1325.712	12.856
6430.908	66.43583333	54.63811111	1325.680889	12.76266667
6435.912	66.34244444	54.63811111	1325.649778	12.79377778
6440.928	66.52922222	54.607	1325.680889	12.76266667
6445.938	66.59144444	54.607	1325.680889	12.76266667
6450.942	66.59144444	54.607	1325.680889	12.76266667
6455.964	66.65372222	54.607	1325.649778	12.79377778
6460.47	66.24905556	54.607	1325.649778	12.79377778
6465.474	66.37355556	54.57588889	1325.680889	12.76266667
6470.514	66.37355556	54.57588889	1325.618611	12.57583333
6475.548	66.21794444	54.54472222	1325.525278	12.42027778
6480.636	66.37355556	54.54472222	1325.494111	12.32677778
6485.652	66.59144444	54.51361111	1325.525278	12.42027778
6490.662	66.68483333	54.51361111	1325.649778	12.79377778
6495.678	66.56033333	54.51361111	1325.649778	12.79377778
6500.688	66.37355556	54.51361111	1325.618611	12.57583333
6505.71	66.59144444	54.51361111	1325.556389	12.51361111
6510.72	66.52922222	54.51361111	1325.5875	12.60694444
6515.73	66.37355556	54.51361111	1325.431889	12.14011111
6520.746	66.52922222	54.45138889	1325.556389	12.51361111
6525.75	66.65372222	54.54472222	1325.712056	12.7315
6530.778	66.56033333	54.54472222	1325.712056	12.7315
6535.788	65.93777778	54.57588889	1325.712056	12.7315
6540.816	65.84438889	54.57588889	1325.712056	12.7315
6545.82	65.90666667	54.607	1325.712056	12.7315
6550.836	66.06227778	54.63811111	1325.680889	12.76266667
6555.846	66.03116667	54.57588889	1325.712056	12.7315
6560.85	65.81327778	54.57588889	1325.587556	12.358
6565.86	66.15566667	54.51361111	1325.712056	12.7315
6570.876	66.31133333	54.45138889	1325.5875	12.4825
6575.886	66.28016667	54.51361111	1325.618667	12.45133333
6580.89	66.03116667	54.51361111	1325.556333	12.63811111
6585.9	66.31133333	54.54472222	1325.649778	12.54466667
6590.916	66.34244444	54.57588889	1325.618611	12.57583333
6595.92	66.31133333	54.51361111	1325.618667	12.57577778
6600.93	66.31133333	54.51361111	1325.556333	12.63811111
6605.946	66.34244444	54.51361111	1325.5875	12.60694444
6610.956	66.56033333	54.45138889	1325.463	12.35788889
6615.96	66.80933333	54.42022222	1325.5875	12.4825
6620.478	66.87161111	54.42022222	1325.494111	12.45144444
6625.482	66.31133333	54.42022222	1325.525278	12.42027778
6630.492	66.46694444	54.38911111	1325.618611	12.57583333
6635.496	66.49805556	54.38911111	1325.525222	12.66922222
6640.518	66.24905556	54.38911111	1325.525222	12.54477778
6645.522	66.24905556	54.42022222	1325.5875	12.4825
6650.532	66.03116667	54.42022222	1325.587556	12.48244444
6655.548	65.53305556	54.42022222	1325.494111	12.57588889
6660.558	65.50194444	54.38911111	1325.400778	12.17122222
6665.562	65.34633333	54.358	1325.494111	12.45144444
6670.572	65.28405556	54.358	1325.494167	12.45138889
6675.588	65.47083333	54.358	1325.431833	12.38905556
6680.592	65.53305556	54.38911111	1325.463	12.48255556
6685.602	65.65761111	54.42022222	1325.494111	12.45144444
6690.666	65.40855556	54.38911111	1325.463	12.48255556
6695.706	65.50194444	54.38911111	1325.494111	12.57588889
6700.764	65.47083333	54.38911111	1325.431833	12.26461111
6705.798	64.9105	54.42022222	1325.400722	12.29572222
6710.82	64.81711111	54.42022222	1325.400722	12.29572222
6715.824	65.035	54.51361111	1325.400722	12.29572222
6720.84	65.31516667	54.45138889	1325.400722	12.29572222
6725.85	65.43966667	54.45138889	1325.276222	11.92222222
6730.854	65.40855556	54.42022222	1325.431833	12.38905556
6735.864	65.22177778	54.38911111	1325.462944	12.35794444
6740.88	65.28405556	54.38911111	1325.494111	12.45144444
6745.89	65.31516667	54.358	1325.431889	12.51366667
6750.894	65.34633333	54.38911111	1325.431833	12.38905556
6755.91	65.40855556	54.38911111	1325.431833	12.38905556
6760.92	65.31516667	54.42022222	1325.431833	12.26461111
6765.924	65.62644444	54.42022222	1325.307333	11.89111111
6770.934	65.40855556	54.42022222	1325.307333	12.01555556
6775.95	65.22177778	54.358	1325.369611	12.20238889
6780.96	65.28405556	54.29572222	1325.494111	12.32677778
6785.466	65.59533333	54.29572222	1325.525222	12.29566667
6790.482	65.47083333	54.29572222	1325.525222	12.29566667
6795.492	65.22177778	54.29572222	1325.462944	12.35794444
6800.496	64.97277778	54.26461111	1325.431833	12.38905556
6805.506	64.84827778	54.29572222	1325.245111	11.45533333
6810.522	64.97277778	54.26461111	1325.431833	12.26461111
6815.526	64.87938889	54.23344444	1325.494111	12.20233333
6820.536	65.15955556	54.23344444	1325.369611	12.20238889
6825.552	65.25294444	54.23344444	1325.307333	11.89111111
6830.562	65.34633333	54.23344444	1325.369611	12.20238889
6835.566	65.34633333	54.26461111	1325.338444	11.98444444
6840.576	64.97277778	54.23344444	1325.369611	12.07794444
6845.592	65.31516667	54.20233333	1325.369611	12.07794444
6850.596	65.34633333	54.23344444	1325.400722	12.17127778
6855.606	65.59533333	54.26461111	1325.276222	11.67311111
6860.616	65.59533333	54.23344444	1325.338444	11.98444444
6865.632	65.43966667	54.23344444	1325.307333	11.89111111
6870.636	65.06616667	54.23344444	1325.431889	12.01566667
6875.646	65.06616667	54.23344444	1325.307333	11.89111111
6880.662	64.87938889	54.26461111	1325.400722	11.92216667
6885.666	64.81711111	54.26461111	1325.463	12.109
6890.676	64.6615	54.23344444	1325.369611	12.07794444
6895.734	64.41244444	54.23344444	1325.213944	11.73538889
6900.852	64.35022222	54.23344444	1325.338444	11.98444444
6905.88	64.50583333	54.23344444	1325.3385	12.10905556
6910.896	64.44361111	54.20233333	1325.307333	12.01555556
6915.9	64.22572222	54.23344444	1325.307333	11.89111111
6920.91	64.25683333	54.23344444	1325.276222	11.92222222
6925.926	64.59922222	54.23344444	1325.307333	12.01555556
6930.936	64.25683333	54.20233333	1325.307333	11.89111111
6935.94	64.13233333	54.20233333	1325.151722	11.54872222
6940.95	63.91444444	54.20233333	1325.338444	11.98444444
6945.462	64.13233333	54.17122222	1325.307333	11.89111111
6950.472	64.31911111	54.17122222	1325.120556	11.33077778
6955.476	64.72372222	54.07783333	1325.338444	11.98444444
6960.498	64.87938889	54.04672222	1325.245056	11.70427778
6965.502	64.87938889	54.01555556	1325.307333	11.89111111
6970.512	65.06616667	53.98444444	1325.182833	11.51761111
6975.588	65.22177778	53.98444444	1325.120556	11.33077778
6980.604	65.25294444	53.98444444	1325.182833	11.64205556
6985.614	64.81711111	53.98444444	1325.307333	11.89111111
6990.618	64.63038889	53.92216667	1325.213944	11.61094444
6995.634	64.50583333	53.92216667	1325.307333	11.89111111
7000.644	64.537	53.89105556	1325.338444	11.98444444
7005.654	64.84827778	53.82877778	1325.338444	11.98444444
7010.658	64.94166667	53.79766667	1325.182833	11.51761111
7015.674	65.25294444	53.70427778	1325.213944	11.61094444
7020.684	64.6615	53.70427778	1325.182833	11.51761111
7025.688	64.537	53.70427778	1325.213944	11.61094444
7030.698	64.6615	53.76655556	1325.213944	11.61094444
7035.714	64.41244444	53.79766667	1325.151667	11.42411111
7040.724	64.41244444	53.82877778	1325.151667	11.42411111
7045.728	64.72372222	53.79766667	1325.245056	11.70427778
7050.744	64.22572222	53.82877778	1325.213944	11.73538889
7055.754	63.91444444	53.82877778	1325.213944	11.61094444
7060.8	63.50972222	53.82877778	1325.151667	11.42411111
7065.81	63.60311111	53.76655556	1325.151667	11.42411111
7070.814	63.6965	53.76655556	1325.245056	11.70427778
7075.824	64.00783333	53.76655556	1325.307333	11.89111111
7080.84	64.16344444	53.70427778	1325.338444	11.98444444
7085.844	64.25683333	53.70427778	1325.213944	11.61094444
7090.854	64.50583333	53.70427778	1325.307333	11.89111111
7095.87	64.16344444	53.76655556	1325.182833	11.64205556
7100.556	64.00783333	53.70427778	1325.213944	11.61094444
7105.566	64.03894444	53.70427778	1325.151667	11.42411111
7110.582	64.00783333	53.67311111	1325.182833	11.51761111
7115.592	63.85216667	53.67311111	1325.120611	11.57983333
7120.608	63.54083333	53.70427778	1325.151722	11.67316667
7125.612	63.63422222	53.76655556	1325.058333	11.393
7130.628	63.35411111	53.76655556	1325.027222	11.42411111
7135.638	63.54083333	53.76655556	1325.151722	11.67316667
7140.648	63.82105556	53.76655556	1325.120611	11.70427778
7145.664	63.85216667	53.76655556	1325.151722	11.67316667
7150.668	63.94555556	53.76655556	1325.120611	11.70427778
7155.678	64.16344444	53.76655556	1325.151722	11.67316667
7160.682	64.28794444	53.76655556	1324.809333	10.646
7165.704	64.6615	53.76655556	1324.964944	11.11283333
7170.708	64.31911111	53.67311111	1325.151722	11.54872222
7175.718	64.31911111	53.67311111	1325.089444	11.36188889
7180.734	64.41244444	53.61088889	1325.089444	11.36188889
7185.738	64.59922222	53.61088889	1325.151722	11.54872222
7190.748	64.59922222	53.61088889	1325.120611	11.70427778
7195.752	64.35022222	53.67311111	1325.182833	11.64205556
7200.774	64.69261111	53.67311111	1325.089444	11.36188889
7203.726	64.72372222	53.67311111	1325.151667	11.42411111
7205.778	64.72372222	53.67311111	1325.151667	11.42411111
7210.788	64.31911111	53.642	1325.089444	11.48633333
7215.804	64.07005556	53.642	1323.875444	12.70033333
7220.82	64.00783333	53.61088889	1323.377389	13.19838889
7225.848	63.91444444	53.61088889	1321.883222	14.56811111
7230.858	64.03894444	53.57972222	1319.143944	17.0585
7235.874	64.00783333	53.57972222	1318.894889	17.18288889
7240.878	63.72766667	53.5175	1317.182778	18.397
7245.888	63.26072222	53.45522222	1315.968833	19.11294444
7250.892	63.01166667	53.45522222	1315.408556	19.29966667
7255.98	62.85605556	53.393	1313.073889	21.26077778
7260.54	62.63816667	53.33072222	1311.081667	23.00388889
7265.544	62.45138889	53.33072222	1310.241278	23.71983333
7270.554	62.2335	53.26844444	1308.342389	25.12072222
7275.57	61.85994444	53.20622222	1306.070056	27.0195
7280.574	61.393	53.17505556	1305.727611	26.98838889
7285.584	61.08172222	53.08172222	1304.202333	28.14011111
7290.6	60.95722222	53.08172222	1303.828833	28.14005556
7295.61	60.89494444	53.05055556	1303.206222	28.38911111
7300.614	60.58366667	52.95716667	1301.525333	29.69644444
7305.624	60.179	52.86377778	1299.595444	31.253
7310.64	60.0545	52.83266667	1298.817111	31.782
7315.65	221.6731667	59.99222222	1297.572	32.77822222
7320.654	428.3346111	76.86383333	1296.264556	33.58744444
7325.664	477.3307778	81.93777778	1295.859944	33.86761111
7330.758	579.4318889	95.72766667	1294.8015	34.5525
7335.924	633.0662222	105.5330556	1293.369667	35.73544444
7340.496	656.786	110.8248889	1291.968833	36.88716667
7345.5	682.9649444	118.6692778	1288.793722	39.81316667
7350.576	693.144	122.965	1288.202333	40.40455556
7355.634	707.0583889	129.4085556	1285.618722	42.49016667
7360.644	716.7081667	135.0739444	1286.085611	41.77438889
7365.66	722.249	141.2062222	1283.626389	43.9845
7370.664	722.8715556	143.2295556	1283.595333	43.76644444
7375.674	725.9844444	148.5836667	1280.700389	46.28805556
7380.678	726.6381111	152.5681111	1279.144	47.47088889
7385.7	728.6615	154.8093333	1279.144	47.47088889
7390.704	731.4318889	158.3891111	1277.898889	48.716
7395.714	733.8910556	162.2801667	1275.252944	51.23727778
7400.73	732.1167778	163.5564444	1274.007833	52.35794444
7405.74	732.0544444	166.8871667	1273.634278	52.60705556
7410.744	732.6459444	169.3463333	1274.101167	51.89105556
7415.754	732.6459444	170.7470556	1273.509722	52.23338889
7420.77	734.7003889	172.9260556	1271.922222	53.572
7425.774	734.9182778	174.7626667	1271.9845	53.50972222
7430.784	734.856	175.7276667	1272.171167	53.4475
7435.8	734.4825	177.5331111	1270.739333	55.62644444
7440.804	735.821	179.4007778	1272.171278	54.56805556
7445.532	737.6576111	180.0233889	1274.101167	53.01172222
7450.548	739.3385	181.9222222	1273.385222	53.22966667
7455.558	740.1790556	182.7626667	1270.210111	56.28011111
7460.634	738.9338333	184.1011667	1268.342389	57.77427778
7465.662	737.751	185.2840556	1270.241278	56.1245
7470.678	738.1245	186.0933889	1272.607	53.88322222
7475.718	740.0233333	186.9961111	1270.396889	56.59155556
7480.734	736.3813889	188.0856111	1270.832722	55.78216667
7485.744	736.8793889	188.8326667	1271.610889	55.004
7490.748	737.5331111	189.3618889	1272.326889	54.41244444
7495.758	737.6887222	189.8910556	1271.299667	55.68877778
7500.774	735.5408333	190.4513333	1272.2335	55.25294444
7505.778	736.288	190.7003889	1272.451333	55.15955556
7510.788	737.4708333	191.5097222	1272.2335	55.37738889
7515.792	735.1361667	192.1945556	1272.389111	55.22177778
7520.814	735.6031111	192.3190556	1272.607	55.00388889
7525.848	737.7821111	193.1595	1276.435833	51.17505556
7530.864	738.7782222	193.6576111	1277.120667	50.61466667
7535.874	737.3774444	193.8443889	1275.377444	52.48255556
7540.878	737.5953333	194.4669444	1275.128444	52.60688889
7545.9	736.3813889	194.9961111	1274.692667	53.16733333
7550.904	736.6926667	195.1828889	1276.217944	52.01561111
7555.914	737.5331111	195.6498333	1275.252944	53.10505556
7560.918	737.9377778	196.0233333	1275.719889	52.63811111
7565.94	738.4669444	196.3035	1276.155611	52.20238889
7570.944	736.9105556	196.6458889	1276.747111	51.48644444
7575.954	737.9377778	196.8015556	1277.525389	50.70816667
7580.466	740.1167778	196.8949444	1276.933944	51.29961111
7585.518	740.2412778	196.8949444	1277.058444	51.29955556
7590.63	741.4552778	196.8949444	1278.272333	50.33455556
7595.658	739.9299444	197.0194444	1280.046722	48.56016667
7600.674	739.8365556	197.3618889	1278.770444	50.08555556
7605.684	738.8404444	197.5486667	1279.112944	49.74305556
7610.694	742.2335	198.2646111	1278.116722	50.98838889
7615.698	739.8676667	198.6692778	1278.988333	50.11677778
7620.714	741.4863889	198.8871667	1281.354111	47.99988889
7625.766	739.6186667	198.7937778	1280.264611	48.96494444
7630.77	739.5252778	198.7937778	1279.486389	49.86761111
7635.786	738.3735556	198.7315	1280.980556	48.37344444
7640.796	739.5252778	198.8248889	1282.848278	46.50572222
7645.8	738.9338333	199.1985	1281.976667	48.12444444
7650.81	737.7198889	199.4163889	1281.603167	48.49794444
7655.826	739.463	199.6965	1281.603167	48.74705556
7660.836	740.1478889	199.8210556	1281.634278	48.71594444
7665.84	739.4318889	200.0389444	1283.595389	46.87927778
7670.868	739.8054444	200.0389444	1286.116722	44.48238889
7675.878	739.9299444	200.1011667	1284.653722	45.82094444
7680.882	736.9727778	200.2568333	1285.587556	44.88711111
7685.892	737.4708333	200.4124444	1284.996167	45.60294444
7690.908	738.4046667	200.537	1286.334667	44.26444444
7695.912	738.7782222	200.4436111	1286.241333	44.73155556
7700.922	738.7159444	200.537	1287.112889	43.98444444
7705.938	738.9961111	200.7237222	1286.459222	45.01166667
7710.948	740.4591667	200.9105	1286.832778	44.88722222
7715.964	741.9844444	201.0038889	1286.739333	44.856
7720.47	744.3813889	201.0972778	1287.704333	43.76655556
7725.474	743.5408333	201.035	1286.147889	45.323
7730.484	741.0506111	200.7548889	1286.7705	44.82483333
7735.5	740.3969444	200.786	1286.490278	44.7315
7740.51	740.5525556	201.035	1286.365833	45.47861111
7745.514	738.7159444	201.0661667	1288.2335	43.61094444
7750.53	737.9688889	200.8793889	1288.264722	43.45527778
7755.672	737.8755	201.0038889	1289.105167	42.36572222
7760.736	739.5563889	200.9727778	1291.470833	40.00005556
7765.746	741.2062778	201.0972778	1292.747167	39.47083333
7770.762	741.0195	201.0661667	1292.560389	39.78205556
7775.808	740.1790556	201.1595556	1294.365778	38.10111111
7780.818	741.144	201.2217778	1293.5565	39.1595
7785.834	742.6692778	201.4396667	1295.5175	36.82494444
7790.838	742.1712222	201.6575556	1294.614778	37.85211111
7795.848	741.5797778	201.6575556	1292.809389	39.53305556
7800.858	741.4863889	201.6887222	1292.871667	39.59522222
7805.874	741.4552778	201.6887222	1291.719944	41.1205
7810.878	740.6148333	201.5953333	1295.175056	37.54094444
7815.888	740.0233333	201.4396667	1294.739333	38.47466667
7820.904	738.6848333	201.4396667	1294.023389	39.06616667
7825.914	738.5914444	201.5953333	1295.112889	37.97666667
7830.918	739.9299444	201.6887222	1296.918222	35.92222222
7835.934	737.5953333	201.8443333	1298.319	34.52144444
7840.944	740.0233333	201.7509444	1299.533056	33.30738889
7845.948	739.8365556	201.9377222	1296.638111	36.327
7850.958	739.214	201.9066111	1296.357944	36.85605556
7855.47	738.5914444	201.9688333	1295.579778	37.75888889
7860.48	740.4280556	202.0933889	1295.330722	37.88327778
7865.49	740.1167778	202.2801111	1296.140167	37.1985
7870.506	740.8327222	202.5602778	1296.980556	36.35811111
7875.51	739.8054444	202.5602778	1298.474667	34.864
7880.52	739.9299444	202.5291667	1298.9105	34.55261111
7885.536	739.9610556	202.4980556	1299.533	34.179
7890.546	741.4863889	202.5291667	1299.813167	33.89883333
7895.64	740.6148333	202.5291667	1300.311222	34.02344444
7900.71	738.4980556	202.5602778	1300.560278	33.64994444
7905.732	740.3969444	202.7159444	1301.680889	32.40466667
7910.742	741.0195	203.0583333	1301.182833	33.27627778
7915.758	740.6770556	203.2451111	1300.684778	34.52144444
7920.768	740.5837222	203.2451111	1300.902611	34.30361111
7925.772	739.5875556	203.0894444	1302.396833	32.56027778
7930.794	741.6731667	203.0894444	1302.085556	32.37355556
7935.798	741.9844444	203.2451111	1304.451333	30.00777778
7940.808	742.2957222	203.1517778	1303.891	30.69277778
7945.866	740.3969444	203.0272222	1303.828722	31.12838889
7950.87	741.2685	202.8715556	1303.5175	31.56427778
7955.88	741.2373889	202.9027222	1302.988333	32.09344444
7960.884	743.1361667	203.2762778	1304.980556	30.22566667
7965.9	742.2957222	203.4007778	1307.097278	28.23338889
7970.91	741.8288333	203.3696667	1307.968833	27.36183333
7975.914	741.4241667	203.2762778	1306.879333	28.32688889
7980.936	740.2412778	203.0272222	1306.038889	29.16733333
7985.94	740.9261111	202.9649444	1307.221778	28.10888889
7990.95	740.2412778	203.0894444	1307.657611	27.92216667
7995.954	740.4280556	203.1517778	1305.603056	30.10116667
8000.472	740.4903333	203.1206111	1305.696444	30.25688889
