Time[1].y;tan.vol[1].T;tan.vol[2].T;tan.vol[3].T;tan.vol[4].T;tan.vol[5].T;tan.vol[6].T;tan.vol[7].T;tan.vol[8].T;tan.vol[9].T;tan.vol[10].T;tan.vol[11].T;tan.vol[12].T;tan.vol[13].T;tan.vol[14].T;tan.vol[15].T;tan.vol[16].T;tan.vol[17].T;tan.vol[18].T;tan.vol[19].T;tan.vol[20].T;onOffController.y
31.2;332.861;332.893;332.893;332.893;332.893;332.893;332.893;332.893;332.893;332.894;332.894;332.895;332.858;332.414;330.067;330.067;330.067;330.067;330.067;330.067;0
33.6;332.85;332.884;332.884;332.884;332.884;332.884;332.884;332.884;332.884;332.884;332.884;332.882;332.813;332.23;329.574;329.574;329.574;329.574;329.574;329.574;0
36;332.84;332.875;332.875;332.875;332.875;332.875;332.875;332.875;332.875;332.875;332.874;332.866;332.757;332.027;329.088;329.088;329.088;329.088;329.088;329.088;0
38.4;332.831;332.867;332.867;332.867;332.867;332.867;332.867;332.867;332.867;332.866;332.863;332.846;332.69;331.807;328.609;328.609;328.609;328.609;328.609;328.609;0
40.8;332.824;332.86;332.86;332.86;332.86;332.86;332.86;332.86;332.86;332.859;332.852;332.823;332.612;331.569;328.137;328.137;328.137;328.137;328.137;328.137;0
43.2;332.817;332.854;332.854;332.854;332.854;332.854;332.854;332.854;332.853;332.852;332.84;332.796;332.523;331.315;327.671;327.671;327.671;327.671;327.671;327.671;0
45.6;332.811;332.848;332.848;332.848;332.848;332.848;332.848;332.848;332.845;332.843;332.827;332.764;332.422;331.048;327.212;327.212;327.212;327.212;327.212;327.212;0
48;332.805;332.844;332.844;332.844;332.844;332.844;332.844;332.843;332.837;332.834;332.813;332.728;332.31;330.767;326.759;326.759;326.759;326.759;326.759;326.759;0
50.4;332.801;332.84;332.84;332.84;332.84;332.839;332.839;332.838;332.829;332.824;332.798;332.687;332.186;330.473;326.312;326.312;326.312;326.312;326.312;326.312;0
52.8;332.796;332.836;332.836;332.836;332.836;332.836;332.835;332.833;332.82;332.814;332.78;332.638;332.051;330.171;325.871;325.871;325.871;325.871;325.871;325.871;0
55.2;332.792;332.832;332.832;332.832;332.832;332.832;332.832;332.829;332.812;332.803;332.76;332.585;331.904;329.858;325.436;325.436;325.436;325.436;325.436;325.436;0
57.6;332.789;332.829;332.829;332.829;332.829;332.829;332.827;332.823;332.803;332.791;332.738;332.524;331.746;329.537;325.007;325.007;325.007;325.007;325.007;325.007;0
60;332.785;332.826;332.826;332.826;332.826;332.825;332.821;332.816;332.794;332.779;332.712;332.456;331.577;329.211;324.583;324.583;324.583;324.583;324.583;324.583;0
62.4;332.782;332.824;332.824;332.823;332.823;332.822;332.813;332.807;332.785;332.765;332.684;332.382;331.396;328.876;324.164;324.164;324.164;324.164;324.164;324.164;0
64.8;332.78;332.821;332.821;332.821;332.819;332.819;332.805;332.799;332.775;332.751;332.652;332.299;331.206;328.536;323.751;323.751;323.751;323.751;323.751;323.751;0
67.2;332.777;332.819;332.819;332.818;332.814;332.815;332.797;332.79;332.765;332.735;332.616;332.209;331.005;328.192;323.343;323.343;323.343;323.343;323.343;323.343;0
69.6;332.774;332.816;332.816;332.815;332.807;332.812;332.789;332.78;332.755;332.718;332.577;332.112;330.794;327.843;322.94;322.94;322.94;322.94;322.94;322.94;0
72;332.772;332.814;332.813;332.813;332.801;332.807;332.781;332.771;332.744;332.699;332.534;332.007;330.574;327.49;322.543;322.543;322.543;322.543;322.543;322.543;0
74.4;332.77;332.812;332.809;332.81;332.796;332.801;332.772;332.761;332.733;332.678;332.486;331.893;330.345;327.134;322.15;322.15;322.15;322.15;322.15;322.15;0
76.8;332.767;332.809;332.802;332.807;332.792;332.793;332.764;332.751;332.721;332.656;332.434;331.772;330.107;326.776;321.762;321.762;321.762;321.762;321.762;321.762;0
79.2;332.765;332.807;332.797;332.804;332.789;332.784;332.755;332.741;332.708;332.631;332.376;331.642;329.86;326.415;321.379;321.379;321.379;321.379;321.379;321.379;0
81.6;332.763;332.805;332.792;332.799;332.786;332.775;332.746;332.731;332.694;332.604;332.314;331.505;329.606;326.054;321.001;321.001;321.001;321.001;321.001;321.001;0
84;332.761;332.802;332.789;332.792;332.783;332.766;332.737;332.721;332.68;332.574;332.246;331.359;329.345;325.691;320.627;320.627;320.627;320.627;320.627;320.627;0
86.4;332.759;332.799;332.786;332.784;332.779;332.756;332.728;332.71;332.664;332.542;332.173;331.205;329.076;325.328;320.258;320.258;320.258;320.258;320.258;320.258;0
88.8;332.757;332.794;332.783;332.776;332.773;332.746;332.719;332.699;332.647;332.507;332.094;331.043;328.802;324.965;319.894;319.894;319.894;319.894;319.894;319.894;0
91.2;332.754;332.787;332.781;332.768;332.766;332.737;332.71;332.687;332.629;332.468;332.009;330.873;328.521;324.603;319.533;319.533;319.533;319.533;319.533;319.533;0
93.6;332.751;332.78;332.777;332.761;332.757;332.727;332.701;332.675;332.609;332.427;331.919;330.696;328.235;324.241;319.178;319.178;319.178;319.178;319.178;319.178;0
93.7872;332.751;332.779;332.777;332.761;332.757;332.726;332.7;332.674;332.607;332.423;331.911;330.682;328.213;324.212;319.15;319.15;319.15;319.15;319.15;319.15;0
93.7872;332.751;332.779;332.777;332.761;332.757;332.726;332.7;332.674;332.607;332.423;331.911;330.682;328.213;324.212;319.15;319.15;319.15;319.15;319.15;319.15;1
96;332.755;332.783;332.769;332.759;332.748;332.718;332.691;332.663;332.588;332.381;331.821;330.511;327.944;323.88;318.833;318.833;318.833;318.833;318.833;318.833;1
98.4;332.772;332.78;332.781;332.753;332.738;332.708;332.682;332.65;332.565;332.332;331.718;330.319;327.649;323.521;318.506;318.506;318.506;318.506;318.506;318.506;1
100.8;332.796;332.777;332.778;332.746;332.729;332.699;332.672;332.636;332.54;332.279;331.609;330.12;327.35;323.166;318.194;318.194;318.194;318.194;318.194;318.194;1
103.2;332.805;332.787;332.768;332.737;332.719;332.69;332.662;332.621;332.513;332.223;331.493;329.914;327.048;322.814;317.898;317.898;317.898;317.898;317.898;317.898;1
105.6;332.8;332.78;332.759;332.728;332.71;332.68;332.652;332.606;332.484;332.162;331.371;329.702;326.742;322.467;317.613;317.613;317.613;317.613;317.613;317.613;1
108;332.791;332.772;332.749;332.72;332.7;332.671;332.641;332.59;332.453;332.097;331.243;329.483;326.435;322.125;317.34;317.34;317.34;317.34;317.34;317.34;1
110.4;332.78;332.763;332.74;332.711;332.691;332.661;332.63;332.572;332.42;332.027;331.109;329.259;326.125;321.788;317.075;317.075;317.075;317.075;317.075;317.075;1
112.8;332.767;332.754;332.73;332.702;332.682;332.652;332.618;332.554;332.383;331.953;330.969;329.029;325.815;321.457;316.819;316.819;316.819;316.819;316.819;316.819;1
115.2;332.754;332.745;332.721;332.694;332.672;332.642;332.606;332.534;332.344;331.874;330.822;328.794;325.503;321.131;316.57;316.57;316.57;316.57;316.57;316.57;1
117.6;332.739;332.736;332.712;332.685;332.663;332.633;332.594;332.513;332.303;331.79;330.669;328.554;325.191;320.811;316.329;316.329;316.329;316.329;316.329;316.329;1
120;332.724;332.727;332.703;332.676;332.654;332.623;332.581;332.49;332.258;331.702;330.511;328.309;324.879;320.497;316.094;316.094;316.094;316.094;316.094;316.094;1
122.4;332.707;332.719;332.694;332.667;332.644;332.613;332.567;332.466;332.21;331.609;330.346;328.06;324.567;320.189;315.864;315.864;315.864;315.864;315.864;315.864;1
124.8;332.69;332.71;332.685;332.659;332.635;332.602;332.553;332.44;332.159;331.51;330.176;327.807;324.257;319.887;315.64;315.64;315.64;315.64;315.64;315.64;1
127.2;332.672;332.701;332.676;332.65;332.626;332.592;332.538;332.413;332.105;331.407;330;327.55;323.947;319.59;315.421;315.421;315.421;315.421;315.421;315.421;1
129.6;332.653;332.692;332.667;332.641;332.616;332.581;332.521;332.383;332.048;331.299;329.819;327.29;323.638;319.299;315.206;315.206;315.206;315.206;315.206;315.206;1
132;332.634;332.683;332.658;332.633;332.607;332.57;332.504;332.352;331.986;331.186;329.632;327.027;323.331;319.013;314.995;314.995;314.995;314.995;314.995;314.995;1
134.4;332.615;332.674;332.649;332.624;332.597;332.558;332.486;332.318;331.922;331.067;329.44;326.761;323.026;318.733;314.789;314.789;314.789;314.789;314.789;314.789;1
136.8;332.594;332.665;332.641;332.615;332.588;332.546;332.467;332.283;331.853;330.944;329.243;326.493;322.723;318.458;314.586;314.586;314.586;314.586;314.586;314.586;1
139.2;332.574;332.657;332.632;332.606;332.578;332.534;332.447;332.245;331.781;330.815;329.042;326.222;322.422;318.189;314.386;314.386;314.386;314.386;314.386;314.386;1
141.6;332.554;332.648;332.623;332.597;332.568;332.521;332.426;332.204;331.704;330.682;328.836;325.95;322.123;317.924;314.19;314.19;314.19;314.19;314.19;314.19;1
144;332.533;332.639;332.614;332.588;332.558;332.507;332.403;332.161;331.624;330.543;328.625;325.676;321.827;317.665;313.996;313.996;313.996;313.996;313.996;313.996;1
146.4;332.513;332.631;332.606;332.579;332.547;332.493;332.379;332.116;331.54;330.4;328.41;325.401;321.535;317.41;313.805;313.805;313.805;313.805;313.805;313.805;1
148.8;332.492;332.622;332.597;332.57;332.537;332.478;332.353;332.068;331.451;330.252;328.191;325.125;321.245;317.16;313.618;313.618;313.618;313.618;313.618;313.618;1
151.2;332.472;332.613;332.588;332.561;332.526;332.462;332.326;332.016;331.358;330.098;327.969;324.848;320.958;316.914;313.432;313.432;313.432;313.432;313.432;313.432;1
153.6;332.453;332.605;332.58;332.552;332.515;332.446;332.297;331.962;331.262;329.94;327.743;324.571;320.674;316.673;313.25;313.25;313.25;313.25;313.25;313.25;1
156;332.434;332.596;332.571;332.543;332.503;332.428;332.266;331.905;331.16;329.778;327.513;324.294;320.394;316.435;313.069;313.069;313.069;313.069;313.069;313.069;1
158.4;332.416;332.588;332.562;332.533;332.491;332.41;332.233;331.845;331.055;329.611;327.281;324.017;320.116;316.202;312.892;312.892;312.892;312.892;312.892;312.892;1
160.8;332.399;332.579;332.554;332.524;332.479;332.391;332.199;331.782;330.945;329.439;327.045;323.74;319.843;315.973;312.716;312.716;312.716;312.716;312.716;312.716;1
163.2;332.383;332.571;332.545;332.514;332.466;332.37;332.162;331.715;330.831;329.263;326.807;323.464;319.572;315.748;312.543;312.543;312.543;312.543;312.543;312.543;1
165.6;332.368;332.562;332.536;332.504;332.452;332.349;332.123;331.645;330.713;329.083;326.567;323.189;319.305;315.527;312.372;312.372;312.372;312.372;312.372;312.372;1
168;332.354;332.554;332.527;332.493;332.438;332.326;332.082;331.572;330.59;328.899;326.324;322.914;319.041;315.309;312.203;312.203;312.203;312.203;312.203;312.203;1
170.4;332.342;332.545;332.518;332.483;332.424;332.302;332.039;331.495;330.464;328.711;326.08;322.64;318.781;315.095;312.037;312.037;312.037;312.037;312.037;312.037;1
172.8;332.332;332.536;332.509;332.472;332.408;332.276;331.993;331.415;330.332;328.519;325.833;322.368;318.524;314.884;311.872;311.872;311.872;311.872;311.872;311.872;1
175.2;332.324;332.528;332.5;332.461;332.392;332.249;331.945;331.331;330.197;328.323;325.585;322.097;318.271;314.676;311.71;311.71;311.71;311.71;311.71;311.71;1
177.6;332.317;332.519;332.491;332.45;332.376;332.221;331.895;331.243;330.058;328.124;325.336;321.828;318.021;314.472;311.549;311.549;311.549;311.549;311.549;311.549;1
180;332.314;332.511;332.481;332.438;332.358;332.191;331.842;331.152;329.914;327.922;325.086;321.56;317.774;314.271;311.391;311.391;311.391;311.391;311.391;311.391;1
182.4;332.312;332.502;332.471;332.426;332.34;332.16;331.786;331.058;329.767;327.716;324.834;321.293;317.531;314.073;311.234;311.234;311.234;311.234;311.234;311.234;1
184.8;332.313;332.493;332.462;332.413;332.32;332.126;331.727;330.959;329.615;327.507;324.582;321.029;317.291;313.878;311.08;311.08;311.08;311.08;311.08;311.08;1
187.2;332.318;332.485;332.452;332.4;332.3;332.091;331.666;330.857;329.459;327.296;324.329;320.767;317.054;313.685;310.927;310.927;310.927;310.927;310.927;310.927;1
189.6;332.326;332.476;332.442;332.386;332.279;332.054;331.601;330.751;329.3;327.082;324.076;320.506;316.82;313.496;310.777;310.777;310.777;310.777;310.777;310.777;1
192;332.356;332.467;332.431;332.372;332.256;332.015;331.534;330.641;329.137;326.865;323.823;320.248;316.59;313.309;310.628;310.628;310.628;310.628;310.628;310.628;1
194.4;332.42;332.458;332.421;332.358;332.232;331.975;331.464;330.528;328.97;326.646;323.569;319.992;316.363;313.125;310.481;310.481;310.481;310.481;310.481;310.481;1
196.8;332.459;332.449;332.41;332.342;332.208;331.932;331.391;330.411;328.8;326.425;323.316;319.738;316.139;312.944;310.335;310.335;310.335;310.335;310.335;310.335;1
199.2;332.465;332.44;332.399;332.326;332.181;331.886;331.315;330.29;328.626;326.201;323.062;319.486;315.918;312.766;310.192;310.192;310.192;310.192;310.192;310.192;1
201.6;332.466;332.43;332.387;332.309;332.154;331.839;331.235;330.166;328.449;325.976;322.809;319.237;315.7;312.589;310.05;310.05;310.05;310.05;310.05;310.05;1
204;332.462;332.421;332.375;332.292;332.125;331.79;331.153;330.038;328.269;325.749;322.557;318.99;315.485;312.416;309.91;309.91;309.91;309.91;309.91;309.91;1
206.4;332.454;332.411;332.363;332.274;332.095;331.738;331.067;329.906;328.086;325.521;322.305;318.745;315.273;312.244;309.771;309.771;309.771;309.771;309.771;309.771;1
208.8;332.442;332.401;332.35;332.254;332.063;331.683;330.978;329.771;327.899;325.291;322.054;318.503;315.064;312.075;309.635;309.635;309.635;309.635;309.635;309.635;1
211.2;332.429;332.391;332.337;332.234;332.029;331.627;330.886;329.633;327.71;325.059;321.803;318.264;314.858;311.909;309.5;309.5;309.5;309.5;309.5;309.5;1
213.6;332.417;332.381;332.323;332.213;331.994;331.567;330.79;329.49;327.518;324.827;321.554;318.026;314.655;311.744;309.366;309.366;309.366;309.366;309.366;309.366;1
216;332.404;332.371;332.309;332.191;331.957;331.506;330.692;329.345;327.323;324.594;321.306;317.792;314.454;311.582;309.234;309.234;309.234;309.234;309.234;309.234;1
218.4;332.391;332.36;332.294;332.168;331.919;331.441;330.59;329.196;327.126;324.359;321.059;317.56;314.257;311.422;309.104;309.104;309.104;309.104;309.104;309.104;1
220.8;332.379;332.349;332.279;332.144;331.878;331.374;330.484;329.044;326.926;324.124;320.813;317.33;314.061;311.264;308.975;308.975;308.975;308.975;308.975;308.975;1
223.2;332.367;332.337;332.263;332.119;331.836;331.304;330.376;328.888;326.724;323.889;320.568;317.103;313.869;311.108;308.848;308.848;308.848;308.848;308.848;308.848;1
225.6;332.355;332.326;332.246;332.092;331.792;331.232;330.264;328.729;326.52;323.653;320.325;316.879;313.679;310.954;308.722;308.722;308.722;308.722;308.722;308.722;1
228;332.344;332.314;332.229;332.064;331.745;331.157;330.149;328.568;326.313;323.417;320.083;316.657;313.492;310.803;308.598;308.598;308.598;308.598;308.598;308.598;1
230.4;332.333;332.304;332.216;332.045;331.715;331.11;330.079;328.47;326.191;323.278;319.942;316.528;313.384;310.716;308.569;308.569;308.569;308.569;308.569;308.569;1
232.8;332.324;332.298;332.21;332.038;331.708;331.101;330.069;328.458;326.177;323.264;319.929;316.517;313.376;310.71;308.663;308.663;308.663;308.663;308.663;308.663;1
235.2;332.315;332.292;332.204;332.033;331.702;331.096;330.064;328.454;326.174;323.262;319.928;316.517;313.377;310.712;308.767;308.767;308.767;308.767;308.767;308.767;1
237.6;332.306;332.286;332.198;332.027;331.697;331.091;330.059;328.45;326.171;323.26;319.927;316.517;313.378;310.715;308.871;308.871;308.871;308.871;308.871;308.871;1
240;332.297;332.28;332.192;332.021;331.691;331.086;330.055;328.446;326.168;323.257;319.926;316.517;313.38;310.717;308.975;308.975;308.975;308.975;308.975;308.975;1
242.4;332.288;332.274;332.186;332.015;331.686;331.08;330.05;328.442;326.165;323.255;319.925;316.517;313.381;310.719;309.079;309.079;309.079;309.079;309.079;309.079;1
244.8;332.28;332.268;332.18;332.01;331.68;331.075;330.045;328.438;326.161;323.253;319.924;316.517;313.382;310.721;309.182;309.182;309.182;309.182;309.182;309.182;1
247.2;332.272;332.262;332.174;332.004;331.675;331.07;330.041;328.434;326.158;323.251;319.923;316.517;313.383;310.723;309.286;309.286;309.286;309.286;309.286;309.286;1
249.6;332.266;332.256;332.168;331.998;331.669;331.065;330.036;328.43;326.155;323.249;319.921;316.517;313.384;310.725;309.39;309.39;309.39;309.39;309.39;309.39;1
252;332.26;332.25;332.163;331.993;331.664;331.06;330.032;328.427;326.152;323.246;319.92;316.517;313.385;310.728;309.493;309.493;309.493;309.493;309.493;309.493;1
254.4;332.254;332.244;332.157;331.987;331.659;331.055;330.027;328.423;326.149;323.244;319.919;316.517;313.387;310.73;309.596;309.596;309.596;309.596;309.596;309.596;1
256.8;332.248;332.238;332.151;331.982;331.653;331.05;330.023;328.419;326.146;323.242;319.918;316.518;313.388;310.732;309.699;309.699;309.699;309.699;309.699;309.699;1
259.2;332.242;332.232;332.145;331.976;331.648;331.045;330.018;328.415;326.143;323.24;319.917;316.518;313.389;310.734;309.803;309.803;309.803;309.803;309.803;309.803;1
261.6;332.236;332.226;332.139;331.97;331.643;331.04;330.014;328.411;326.14;323.238;319.916;316.518;313.39;310.737;309.906;309.906;309.906;309.906;309.906;309.906;1
264;332.23;332.22;332.134;331.965;331.637;331.035;330.009;328.407;326.137;323.236;319.915;316.518;313.392;310.739;310.009;310.009;310.009;310.009;310.009;310.009;1
266.4;332.224;332.214;332.128;331.959;331.632;331.03;330.005;328.403;326.134;323.234;319.915;316.518;313.393;310.741;310.112;310.112;310.112;310.112;310.112;310.112;1
268.8;332.218;332.208;332.122;331.954;331.627;331.026;330;328.4;326.131;323.232;319.914;316.518;313.394;310.743;310.214;310.214;310.214;310.214;310.214;310.214;1
271.2;332.212;332.202;332.117;331.948;331.622;331.021;329.996;328.396;326.128;323.23;319.913;316.519;313.395;310.746;310.312;310.312;310.312;310.312;310.312;310.312;1
273.6;332.207;332.197;332.111;331.943;331.616;331.016;329.991;328.392;326.125;323.228;319.912;316.519;313.397;310.748;310.407;310.407;310.407;310.407;310.407;310.407;1
276;332.201;332.191;332.105;331.937;331.611;331.011;329.987;328.388;326.122;323.226;319.911;316.519;313.398;310.75;310.5;310.5;310.5;310.5;310.5;310.5;1
278.4;332.195;332.185;332.1;331.932;331.606;331.006;329.983;328.385;326.119;323.224;319.91;316.519;313.399;310.753;310.589;310.589;310.589;310.589;310.589;310.589;1
280.8;332.189;332.179;332.094;331.926;331.601;331.001;329.978;328.381;326.116;323.222;319.909;316.52;313.401;310.782;310.68;310.68;310.68;310.68;310.68;310.68;1
283.2;332.183;332.173;332.088;331.921;331.596;330.996;329.974;328.377;326.113;323.22;319.908;316.52;313.402;310.83;310.77;310.77;310.77;310.77;310.77;310.77;1
285.6;332.177;332.167;332.083;331.916;331.59;330.992;329.97;328.373;326.11;323.218;319.907;316.52;313.403;310.89;310.86;310.86;310.86;310.86;310.86;310.86;1
288;332.172;332.162;332.077;331.91;331.585;330.987;329.965;328.37;326.107;323.216;319.907;316.52;313.405;310.964;310.949;310.949;310.949;310.949;310.949;310.949;1
290.4;332.166;332.156;332.071;331.905;331.58;330.982;329.961;328.366;326.104;323.214;319.906;316.521;313.406;311.041;311.038;311.038;311.038;311.038;311.038;311.038;1
292.8;332.16;332.15;332.066;331.899;331.575;330.977;329.957;328.362;326.102;323.213;319.905;316.521;313.408;311.116;311.127;311.127;311.127;311.127;311.127;311.127;1
295.2;332.154;332.145;332.06;331.894;331.57;330.972;329.952;328.359;326.099;323.211;319.904;316.521;313.409;311.196;311.216;311.216;311.216;311.216;311.216;311.216;1
297.6;332.149;332.139;332.055;331.889;331.565;330.968;329.948;328.355;326.096;323.209;319.903;316.522;313.41;311.281;311.304;311.304;311.304;311.304;311.304;311.304;1
300;332.143;332.133;332.049;331.883;331.56;330.963;329.944;328.351;326.093;323.207;319.903;316.522;313.412;311.365;311.393;311.393;311.393;311.393;311.393;311.393;1
302.4;332.137;332.127;332.044;331.878;331.555;330.958;329.94;328.348;326.09;323.205;319.902;316.522;313.413;311.449;311.481;311.481;311.481;311.481;311.481;311.481;1
304.8;332.132;332.122;332.038;331.873;331.55;330.953;329.935;328.344;326.088;323.203;319.901;316.523;313.415;311.534;311.57;311.57;311.57;311.57;311.57;311.57;1
307.2;332.126;332.116;332.033;331.867;331.544;330.949;329.931;328.341;326.085;323.202;319.9;316.523;313.416;311.621;311.658;311.658;311.658;311.658;311.658;311.658;1
309.6;332.12;332.11;332.027;331.862;331.539;330.944;329.927;328.337;326.082;323.2;319.9;316.524;313.417;311.708;311.747;311.747;311.747;311.747;311.747;311.747;1
312;332.115;332.105;332.022;331.857;331.534;330.939;329.923;328.334;326.079;323.198;319.899;316.524;313.419;311.795;311.835;311.835;311.835;311.835;311.835;311.835;1
314.4;332.109;332.099;332.016;331.851;331.529;330.935;329.919;328.33;326.077;323.196;319.898;316.524;313.42;311.882;311.923;311.923;311.923;311.923;311.923;311.923;1
316.8;332.103;332.093;332.011;331.846;331.524;330.93;329.915;328.327;326.074;323.194;319.898;316.525;313.422;311.97;312.012;312.012;312.012;312.012;312.012;312.012;1
319.2;332.098;332.088;332.005;331.841;331.519;330.926;329.91;328.323;326.071;323.193;319.897;316.525;313.423;312.058;312.1;312.1;312.1;312.1;312.1;312.1;1
321.6;332.092;332.082;332;331.836;331.515;330.921;329.906;328.32;326.068;323.191;319.896;316.526;313.425;312.145;312.188;312.188;312.188;312.188;312.188;312.188;1
324;332.087;332.077;331.994;331.83;331.51;330.916;329.902;328.316;326.066;323.189;319.896;316.526;313.426;312.233;312.276;312.276;312.276;312.276;312.276;312.276;1
326.4;332.081;332.071;331.989;331.825;331.505;330.912;329.898;328.313;326.063;323.187;319.895;316.526;313.428;312.32;312.365;312.365;312.365;312.365;312.365;312.365;1
328.8;332.076;332.066;331.984;331.82;331.5;330.907;329.894;328.309;326.06;323.186;319.894;316.527;313.429;312.408;312.453;312.453;312.453;312.453;312.453;312.453;1
331.2;332.07;332.06;331.978;331.815;331.495;330.903;329.89;328.306;326.058;323.184;319.894;316.527;313.431;312.495;312.541;312.541;312.541;312.541;312.541;312.541;1
333.6;332.064;332.054;331.973;331.81;331.49;330.898;329.886;328.302;326.055;323.182;319.893;316.528;313.432;312.583;312.629;312.629;312.629;312.629;312.629;312.629;1
336;332.059;332.049;331.967;331.805;331.485;330.894;329.882;328.299;326.052;323.181;319.892;316.528;313.434;312.669;312.716;312.716;312.716;312.716;312.716;312.716;1
338.4;332.053;332.043;331.962;331.799;331.48;330.889;329.878;328.295;326.05;323.179;319.892;316.529;313.436;312.752;312.799;312.799;312.799;312.799;312.799;312.799;1
340.8;332.048;332.038;331.957;331.794;331.475;330.885;329.874;328.292;326.047;323.177;319.891;316.529;313.437;312.835;312.882;312.882;312.882;312.882;312.882;312.882;1
343.2;332.042;332.032;331.951;331.789;331.47;330.88;329.87;328.289;326.045;323.176;319.891;316.53;313.439;312.916;312.964;312.964;312.964;312.964;312.964;312.964;1
345.6;332.037;332.027;331.946;331.784;331.466;330.876;329.866;328.285;326.042;323.174;319.89;316.53;313.44;312.997;313.045;313.045;313.045;313.045;313.045;313.045;1
348;332.031;332.022;331.941;331.779;331.461;330.871;329.862;328.282;326.039;323.172;319.889;316.531;313.442;313.077;313.125;313.125;313.125;313.125;313.125;313.125;1
350.4;332.026;332.016;331.935;331.774;331.456;330.867;329.858;328.278;326.037;323.171;319.889;316.531;313.443;313.155;313.203;313.203;313.203;313.203;313.203;313.203;1
352.8;332.021;332.011;331.93;331.769;331.451;330.862;329.854;328.275;326.034;323.169;319.888;316.532;313.445;313.233;313.281;313.281;313.281;313.281;313.281;313.281;1
355.2;332.015;332.005;331.925;331.764;331.446;330.858;329.85;328.272;326.032;323.168;319.888;316.533;313.47;313.312;313.36;313.36;313.36;313.36;313.36;313.36;1
357.6;332.01;332;331.92;331.759;331.441;330.853;329.846;328.268;326.029;323.166;319.887;316.533;313.506;313.392;313.44;313.44;313.44;313.44;313.44;313.44;1
360;332.004;331.994;331.914;331.754;331.437;330.849;329.842;328.265;326.027;323.164;319.887;316.534;313.548;313.47;313.519;313.519;313.519;313.519;313.519;313.519;1
362.4;331.999;331.989;331.909;331.749;331.432;330.845;329.838;328.262;326.024;323.163;319.886;316.534;313.597;313.549;313.597;313.597;313.597;313.597;313.597;313.597;1
364.8;331.994;331.984;331.904;331.744;331.427;330.84;329.834;328.259;326.022;323.161;319.886;316.535;313.653;313.627;313.675;313.675;313.675;313.675;313.675;313.675;1
367.2;331.988;331.978;331.899;331.739;331.422;330.836;329.83;328.255;326.019;323.16;319.885;316.535;313.715;313.705;313.753;313.753;313.753;313.753;313.753;313.753;1
369.6;331.983;331.973;331.893;331.734;331.418;330.831;329.826;328.252;326.017;323.158;319.885;316.536;313.784;313.783;313.831;313.831;313.831;313.831;313.831;313.831;1
372;331.978;331.967;331.888;331.729;331.413;330.827;329.822;328.249;326.014;323.157;319.884;316.536;313.856;313.86;313.908;313.908;313.908;313.908;313.908;313.908;1
