Time[1].y;tan.vol[1].T;tan.vol[2].T;tan.vol[3].T;tan.vol[4].T;tan.vol[5].T;tan.vol[6].T;tan.vol[7].T;tan.vol[8].T;tan.vol[9].T;tan.vol[10].T;tan.vol[11].T;tan.vol[12].T;tan.vol[13].T;tan.vol[14].T;tan.vol[15].T;tan.vol[16].T;tan.vol[17].T;tan.vol[18].T;tan.vol[19].T;tan.vol[20].T;onOffController.y
31.2;332.858;332.891;332.891;332.891;332.891;332.891;332.891;332.891;332.891;332.891;332.891;332.891;332.889;332.861;332.858;332.825;332.809;332.562;330.314;318.738;0
33.6;332.898;332.931;332.931;332.931;332.931;332.931;332.931;332.931;332.931;332.921;332.931;332.912;332.894;332.867;332.847;332.815;332.777;332.371;329.448;316.758;0
36;332.946;332.981;332.981;332.981;332.981;332.974;332.964;332.954;332.943;332.933;332.923;332.903;332.884;332.858;332.837;332.803;332.733;332.129;328.51;314.929;0
38.4;333.001;333.005;332.995;332.985;332.975;332.965;332.955;332.945;332.935;332.924;332.913;332.894;332.874;332.848;332.826;332.788;332.673;331.837;327.516;313.236;0
40.8;333.007;332.997;332.987;332.977;332.966;332.956;332.946;332.936;332.926;332.916;332.904;332.884;332.864;332.838;332.815;332.77;332.594;331.493;326.479;311.667;0
43.2;332.998;332.988;332.978;332.968;332.958;332.948;332.937;332.927;332.917;332.907;332.894;332.875;332.854;332.829;332.804;332.746;332.496;331.102;325.413;310.205;0
45.6;332.989;332.979;332.969;332.959;332.949;332.939;332.929;332.918;332.908;332.898;332.885;332.865;332.844;332.819;332.79;332.715;332.371;330.655;324.324;308.865;0
48;332.981;332.971;332.961;332.95;332.94;332.93;332.92;332.91;332.899;332.889;332.876;332.856;332.835;332.808;332.776;332.676;332.22;330.162;323.224;307.621;0
50.4;332.972;332.962;332.952;332.942;332.932;332.921;332.911;332.901;332.891;332.88;332.866;332.846;332.825;332.798;332.759;332.63;332.049;329.637;322.121;306.443;0
52.8;332.963;332.953;332.943;332.933;332.923;332.913;332.902;332.892;332.882;332.871;332.857;332.837;332.815;332.787;332.74;332.575;331.856;329.078;321.018;305.333;0
55.2;332.955;332.945;332.935;332.924;332.914;332.904;332.894;332.884;332.873;332.862;332.847;332.827;332.805;332.775;332.719;332.51;331.637;328.484;319.919;304.296;0
57.6;332.946;332.936;332.926;332.916;332.906;332.895;332.885;332.875;332.865;332.853;332.838;332.818;332.795;332.762;332.693;332.432;331.392;327.86;318.833;303.321;0
60;332.937;332.927;332.917;332.907;332.897;332.887;332.877;332.866;332.856;332.844;332.829;332.808;332.784;332.749;332.664;332.342;331.119;327.207;317.758;302.409;0
62.4;332.929;332.919;332.909;332.898;332.888;332.878;332.868;332.858;332.847;332.835;332.819;332.798;332.774;332.734;332.63;332.239;330.82;326.525;316.696;301.559;0
64.8;332.92;332.91;332.9;332.89;332.88;332.87;332.859;332.849;332.838;332.826;332.81;332.789;332.763;332.717;332.589;332.12;330.496;325.823;315.654;300.758;0
67.2;332.912;332.902;332.892;332.881;332.871;332.861;332.851;332.841;332.83;332.817;332.801;332.779;332.751;332.699;332.544;331.988;330.144;325.096;314.629;300.014;0
69.6;332.903;332.893;332.883;332.873;332.863;332.852;332.842;332.832;332.821;332.808;332.791;332.769;332.739;332.678;332.492;331.84;329.768;324.351;313.624;299.318;0
72;332.895;332.885;332.875;332.864;332.854;332.844;332.834;332.823;332.812;332.799;332.782;332.759;332.726;332.655;332.433;331.675;329.367;323.592;312.643;298.663;0
74.4;332.886;332.876;332.866;332.856;332.846;332.836;332.825;332.815;332.804;332.79;332.773;332.749;332.713;332.63;332.366;331.494;328.94;322.816;311.685;298.055;0
76.8;332.878;332.868;332.858;332.847;332.837;332.827;332.817;332.806;332.795;332.781;332.763;332.738;332.698;332.601;332.291;331.296;328.491;322.032;310.752;297.484;0
79.2;332.869;332.859;332.849;332.839;332.829;332.819;332.808;332.798;332.786;332.772;332.754;332.727;332.683;332.568;332.206;331.079;328.019;321.24;309.846;296.948;0
81.6;332.861;332.851;332.841;332.831;332.82;332.81;332.8;332.789;332.778;332.763;332.744;332.716;332.666;332.532;332.113;330.846;327.525;320.437;308.965;296.451;0
84;332.852;332.843;332.832;332.822;332.812;332.802;332.791;332.781;332.769;332.754;332.734;332.705;332.648;332.492;332.009;330.594;327.01;319.632;308.111;295.985;0
86.4;332.844;332.834;332.824;332.814;332.804;332.793;332.783;332.772;332.76;332.745;332.724;332.693;332.628;332.447;331.895;330.323;326.476;318.824;307.284;295.55;0
88.8;332.836;332.826;332.816;332.805;332.795;332.785;332.775;332.764;332.751;332.736;332.714;332.68;332.607;332.398;331.771;330.035;325.922;318.014;306.484;295.143;0
91.2;332.827;332.817;332.807;332.797;332.787;332.777;332.766;332.755;332.743;332.727;332.704;332.667;332.583;332.343;331.634;329.728;325.352;317.207;305.712;294.763;0
93.6;332.819;332.809;332.799;332.789;332.779;332.768;332.758;332.747;332.734;332.718;332.694;332.653;332.557;332.282;331.486;329.403;324.766;316.403;304.967;294.406;0
96;332.811;332.801;332.791;332.781;332.77;332.76;332.75;332.738;332.725;332.708;332.683;332.638;332.529;332.215;331.325;329.06;324.166;315.604;304.249;294.073;0
98.4;332.803;332.793;332.782;332.772;332.762;332.752;332.741;332.73;332.716;332.699;332.672;332.622;332.497;332.141;331.151;328.7;323.553;314.811;303.557;293.761;0
100.8;332.794;332.784;332.774;332.764;332.754;332.744;332.733;332.721;332.708;332.689;332.661;332.605;332.463;332.06;330.965;328.323;322.928;314.025;302.891;293.47;0
103.2;332.786;332.776;332.766;332.756;332.746;332.735;332.725;332.713;332.699;332.68;332.649;332.587;332.425;331.971;330.765;327.93;322.294;313.248;302.25;293.197;0
105.6;332.778;332.768;332.758;332.748;332.737;332.727;332.716;332.704;332.69;332.67;332.637;332.567;332.383;331.874;330.551;327.52;321.651;312.483;301.635;292.941;0
108;332.77;332.76;332.75;332.739;332.729;332.719;332.708;332.696;332.681;332.66;332.624;332.545;332.337;331.768;330.324;327.093;321.001;311.73;301.045;292.7;0
110.4;332.762;332.752;332.741;332.731;332.721;332.711;332.7;332.687;332.672;332.65;332.611;332.522;332.287;331.655;330.083;326.653;320.344;310.986;300.479;292.475;0
112.8;332.753;332.743;332.733;332.723;332.713;332.702;332.691;332.679;332.663;332.639;332.596;332.496;332.232;331.532;329.828;326.198;319.682;310.257;299.936;292.264;0
115.2;332.745;332.735;332.725;332.715;332.705;332.694;332.683;332.67;332.654;332.629;332.581;332.469;332.172;331.399;329.559;325.729;319.017;309.541;299.416;292.066;0
117.6;332.737;332.727;332.717;332.707;332.697;332.686;332.675;332.662;332.645;332.618;332.565;332.439;332.107;331.257;329.276;325.246;318.35;308.842;298.919;291.878;0
120;332.729;332.719;332.709;332.699;332.688;332.678;332.667;332.653;332.635;332.607;332.548;332.407;332.037;331.105;328.978;324.75;317.681;308.159;298.444;291.701;0
122.4;332.721;332.711;332.701;332.691;332.68;332.67;332.658;332.645;332.626;332.595;332.53;332.371;331.96;330.943;328.668;324.244;317.012;307.488;297.989;291.537;0
124.8;332.713;332.703;332.693;332.683;332.672;332.662;332.65;332.636;332.616;332.582;332.511;332.333;331.878;330.77;328.344;323.727;316.344;306.833;297.554;291.382;0
127.2;332.705;332.695;332.685;332.675;332.664;332.653;332.642;332.627;332.606;332.57;332.49;332.292;331.789;330.586;328.007;323.199;315.677;306.195;297.139;291.237;0
129.6;332.697;332.687;332.677;332.667;332.656;332.645;332.633;332.618;332.596;332.556;332.468;332.247;331.693;330.392;327.655;322.663;315.015;305.574;296.742;291.099;0
132;332.689;332.679;332.669;332.659;332.648;332.637;332.625;332.609;332.586;332.543;332.444;332.198;331.59;330.186;327.291;322.118;314.356;304.97;296.363;290.969;0
134.4;332.681;332.671;332.661;332.651;332.64;332.629;332.616;332.6;332.576;332.528;332.418;332.146;331.48;329.97;326.916;321.566;313.701;304.38;296.001;290.848;0
136.8;332.673;332.663;332.653;332.643;332.632;332.621;332.608;332.591;332.565;332.512;332.39;332.089;331.362;329.742;326.528;321.007;313.051;303.807;295.656;290.735;0
139.2;332.665;332.655;332.645;332.635;332.624;332.613;332.6;332.582;332.553;332.496;332.361;332.028;331.237;329.504;326.129;320.443;312.407;303.249;295.326;290.628;0
141.6;332.657;332.647;332.637;332.627;332.616;332.605;332.591;332.573;332.542;332.478;332.329;331.963;331.103;329.253;325.718;319.874;311.771;302.709;295.012;290.527;0
144;332.649;332.639;332.629;332.619;332.608;332.596;332.583;332.563;332.53;332.46;332.294;331.892;330.961;328.992;325.296;319.302;311.143;302.185;294.712;290.432;0
146.4;332.641;332.631;332.621;332.611;332.6;332.588;332.574;332.554;332.518;332.44;332.257;331.816;330.811;328.72;324.865;318.725;310.522;301.676;294.426;290.344;0
148.8;332.633;332.623;332.613;332.603;332.592;332.58;332.565;332.544;332.505;332.419;332.217;331.735;330.652;328.437;324.424;318.147;309.909;301.183;294.154;290.26;0
151.2;332.625;332.615;332.605;332.595;332.584;332.572;332.557;332.534;332.491;332.397;332.174;331.649;330.484;328.142;323.974;317.567;309.305;300.705;293.894;290.182;0
153.6;332.618;332.608;332.597;332.587;332.576;332.564;332.548;332.523;332.477;332.373;332.128;331.556;330.308;327.837;323.515;316.986;308.711;300.243;293.647;290.109;0
156;332.61;332.6;332.59;332.579;332.568;332.555;332.539;332.513;332.462;332.348;332.079;331.458;330.122;327.521;323.047;316.405;308.127;299.796;293.411;290.039;0
158.4;332.602;332.592;332.582;332.571;332.56;332.547;332.53;332.502;332.446;332.321;332.026;331.353;329.927;327.195;322.573;315.824;307.552;299.363;293.187;289.975;0
160.8;332.594;332.584;332.574;332.563;332.552;332.539;332.521;332.491;332.43;332.292;331.969;331.242;329.724;326.86;322.092;315.245;306.988;298.944;292.973;289.914;0
163.2;332.586;332.576;332.566;332.555;332.544;332.53;332.511;332.479;332.413;332.261;331.909;331.125;329.51;326.514;321.605;314.667;306.434;298.54;292.77;289.857;0
165.6;332.579;332.569;332.558;332.548;332.536;332.522;332.502;332.467;332.394;332.228;331.844;331;329.288;326.158;321.111;314.092;305.892;298.15;292.576;289.803;0
168;332.571;332.561;332.55;332.54;332.528;332.514;332.492;332.455;332.375;332.192;331.775;330.869;329.056;325.792;320.613;313.52;305.361;297.774;292.392;289.753;0
170.4;332.563;332.553;332.543;332.532;332.52;332.505;332.483;332.442;332.354;332.155;331.702;330.73;328.815;325.418;320.11;312.951;304.841;297.41;292.217;289.705;0
172.8;332.555;332.545;332.535;332.524;332.512;332.496;332.473;332.428;332.332;332.114;331.624;330.585;328.564;325.035;319.603;312.387;304.332;297.06;292.05;289.661;0
174.93;332.548;332.538;332.528;332.517;332.505;332.489;332.464;332.416;332.312;332.076;331.551;330.449;328.334;324.688;319.15;311.889;303.89;296.76;291.909;289.624;0
174.93;332.548;332.538;332.528;332.517;332.505;332.489;332.464;332.416;332.312;332.076;331.551;330.449;328.334;324.688;319.15;311.889;303.89;296.76;291.909;289.624;1
175.2;332.548;332.538;332.527;332.516;332.504;332.488;332.462;332.414;332.309;332.071;331.541;330.432;328.305;324.644;319.092;311.827;303.835;296.722;291.891;289.62;1
177.6;332.54;332.53;332.519;332.508;332.496;332.479;332.452;332.399;332.285;332.025;331.453;330.271;328.036;324.245;318.579;311.272;303.349;296.397;291.742;289.634;1
180;332.532;332.522;332.512;332.5;332.487;332.47;332.441;332.384;332.259;331.976;331.36;330.103;327.758;323.838;318.064;310.723;302.875;296.085;291.608;289.723;1
182.4;332.524;332.515;332.504;332.493;332.479;332.461;332.43;332.368;332.231;331.924;331.262;329.927;327.471;323.424;317.548;310.18;302.413;295.785;291.491;289.872;1
184.8;332.517;332.507;332.496;332.485;332.471;332.452;332.419;332.351;332.202;331.869;331.158;329.743;327.176;323.004;317.03;309.644;301.962;295.499;291.393;290.067;1
187.2;332.509;332.499;332.489;332.477;332.463;332.443;332.407;332.333;332.17;331.81;331.049;329.552;326.873;322.578;316.512;309.114;301.524;295.226;291.315;290.298;1
189.6;332.502;332.492;332.481;332.469;332.455;332.433;332.395;332.315;332.137;331.748;330.934;329.353;326.561;322.146;315.994;308.591;301.097;294.967;291.259;290.555;1
192;332.494;332.484;332.473;332.461;332.446;332.424;332.382;332.295;332.102;331.682;330.813;329.146;326.241;321.708;315.476;308.076;300.682;294.723;291.223;290.794;1
194.4;332.487;332.477;332.466;332.454;332.438;332.414;332.369;332.274;332.065;331.612;330.686;328.932;325.913;321.266;314.96;307.568;300.28;294.493;291.202;290.951;1
196.8;332.479;332.469;332.458;332.446;332.43;332.404;332.356;332.252;332.025;331.539;330.553;328.709;325.578;320.818;314.444;307.068;299.89;294.278;291.193;291.064;1
199.2;332.472;332.462;332.451;332.438;332.421;332.394;332.341;332.229;331.983;331.461;330.413;328.479;325.235;320.367;313.931;306.576;299.512;294.077;291.191;291.148;1
201.6;332.464;332.454;332.443;332.43;332.413;332.384;332.327;332.205;331.939;331.378;330.267;328.241;324.885;319.912;313.419;306.094;299.148;293.892;291.241;291.231;1
204;332.457;332.447;332.435;332.422;332.404;332.373;332.311;332.178;331.891;331.29;330.114;327.994;324.526;319.453;312.912;305.621;298.799;293.727;291.329;291.319;1
206.4;332.449;332.439;332.428;332.414;332.395;332.362;332.295;332.151;331.841;331.198;329.955;327.74;324.162;318.992;312.406;305.157;298.461;293.576;291.418;291.408;1
208.8;332.442;332.432;332.42;332.406;332.386;332.351;332.278;332.122;331.788;331.102;329.79;327.479;323.793;318.529;311.905;304.701;298.135;293.441;291.506;291.496;1
211.2;332.434;332.424;332.413;332.398;332.377;332.339;332.26;332.091;331.731;331.001;329.618;327.211;323.417;318.063;311.407;304.255;297.823;293.32;291.594;291.584;1
213.6;332.427;332.417;332.405;332.39;332.368;332.327;332.242;332.059;331.672;330.895;329.439;326.936;323.035;317.596;310.913;303.818;297.524;293.212;291.679;291.669;1
216;332.42;332.41;332.398;332.382;332.359;332.314;332.222;332.024;331.61;330.784;329.254;326.653;322.648;317.129;310.424;303.392;297.239;293.118;291.762;291.753;1
218.4;332.412;332.402;332.39;332.374;332.349;332.301;332.201;331.988;331.544;330.668;329.062;326.364;322.256;316.66;309.94;302.975;296.966;293.035;291.843;291.834;1
220.8;332.405;332.395;332.383;332.366;332.339;332.287;332.179;331.949;331.474;330.546;328.864;326.068;321.859;316.19;309.461;302.569;296.707;292.963;291.922;291.912;1
223.2;332.397;332.387;332.375;332.358;332.329;332.273;332.156;331.909;331.401;330.419;328.658;325.764;321.457;315.721;308.988;302.173;296.461;292.902;291.997;291.987;1
225.6;332.39;332.38;332.367;332.349;332.319;332.259;332.132;331.865;331.324;330.287;328.446;325.455;321.051;315.252;308.521;301.789;296.227;292.849;292.069;292.059;1
228;332.383;332.373;332.36;332.341;332.308;332.243;332.107;331.82;331.243;330.149;328.227;325.138;320.641;314.784;308.06;301.414;296.006;292.805;292.138;292.129;1
230.4;332.376;332.366;332.352;332.333;332.299;332.23;332.087;331.786;331.184;330.051;328.075;324.92;320.361;314.466;307.749;301.166;295.863;292.78;292.249;292.239;1
232.8;332.369;332.359;332.346;332.326;332.292;332.223;332.078;331.776;331.17;330.03;328.044;324.879;320.31;314.41;307.696;301.125;295.842;292.781;292.436;292.425;1
235.2;332.364;332.353;332.34;332.32;332.286;332.217;332.072;331.769;331.163;330.022;328.035;324.868;320.298;314.398;307.687;301.119;295.842;292.786;292.636;292.625;1
237.6;332.359;332.346;332.333;332.314;332.28;332.211;332.066;331.764;331.157;330.016;328.03;324.863;320.294;314.395;307.686;301.121;295.845;292.834;292.837;292.827;1
240;332.354;332.34;332.327;332.308;332.274;332.205;332.061;331.758;331.152;330.012;328.026;324.86;320.292;314.395;307.687;301.124;295.85;293.01;293.038;293.03;1
242.4;332.35;332.334;332.321;332.302;332.268;332.199;332.055;331.753;331.147;330.007;328.022;324.857;320.291;314.395;307.689;301.128;295.856;293.213;293.239;293.233;1
244.8;332.345;332.328;332.315;332.296;332.262;332.193;332.049;331.747;331.142;330.003;328.018;324.855;320.29;314.395;307.691;301.132;295.861;293.417;293.441;293.437;1
247.2;332.341;332.321;332.308;332.289;332.256;332.188;332.044;331.742;331.137;329.998;328.014;324.852;320.288;314.396;307.693;301.135;295.867;293.621;293.642;293.641;1
249.6;332.337;332.315;332.302;332.283;332.25;332.182;332.038;331.737;331.132;329.994;328.011;324.849;320.287;314.396;307.696;301.139;295.872;293.825;293.844;293.844;1
252;332.332;332.309;332.296;332.277;332.244;332.176;332.033;331.731;331.127;329.989;328.007;324.847;320.286;314.397;307.698;301.143;295.878;294.03;294.046;294.048;1
254.4;332.327;332.303;332.29;332.271;332.238;332.17;332.027;331.726;331.122;329.985;328.004;324.844;320.285;314.397;307.7;301.148;295.883;294.234;294.248;294.252;1
256.8;332.319;332.297;332.284;332.265;332.232;332.165;332.022;331.721;331.117;329.981;328;324.842;320.284;314.398;307.702;301.152;295.889;294.438;294.451;294.456;1
259.2;332.311;332.29;332.278;332.259;332.226;332.159;332.016;331.716;331.113;329.977;327.997;324.839;320.282;314.398;307.705;301.156;295.895;294.643;294.655;294.661;1
261.6;332.302;332.284;332.272;332.253;332.221;332.153;332.011;331.711;331.108;329.972;327.993;324.837;320.281;314.399;307.707;301.16;295.9;294.847;294.86;294.865;1
264;332.293;332.278;332.266;332.248;332.215;332.148;332.005;331.706;331.103;329.968;327.99;324.835;320.28;314.399;307.71;301.164;295.906;295.051;295.064;295.069;1
266.4;332.284;332.272;332.26;332.242;332.209;332.142;332;331.701;331.099;329.964;327.986;324.832;320.28;314.4;307.712;301.169;295.912;295.256;295.268;295.273;1
268.8;332.276;332.266;332.254;332.236;332.203;332.137;331.995;331.695;331.094;329.96;327.983;324.83;320.279;314.401;307.715;301.173;295.918;295.45;295.462;295.467;1
271.2;332.27;332.26;332.248;332.23;332.198;332.131;331.989;331.69;331.089;329.956;327.98;324.828;320.278;314.402;307.718;301.178;295.924;295.605;295.617;295.621;1
273.6;332.264;332.254;332.242;332.224;332.192;332.126;331.984;331.686;331.085;329.952;327.977;324.826;320.277;314.403;307.72;301.182;295.93;295.76;295.771;295.776;1
276;332.258;332.248;332.236;332.218;332.186;332.12;331.979;331.681;331.08;329.948;327.973;324.824;320.276;314.404;307.723;301.187;295.936;295.915;295.926;295.931;1
278.4;332.252;332.242;332.23;332.212;332.181;332.115;331.974;331.676;331.076;329.944;327.97;324.822;320.276;314.405;307.726;301.191;296.079;296.07;296.081;296.086;1
280.8;332.246;332.236;332.224;332.207;332.175;332.109;331.968;331.671;331.071;329.94;327.967;324.82;320.275;314.406;307.729;301.196;296.226;296.225;296.236;296.24;1
283.2;332.24;332.23;332.218;332.201;332.169;332.104;331.963;331.666;331.067;329.936;327.964;324.818;320.274;314.407;307.731;301.2;296.381;296.38;296.391;296.395;1
285.6;332.234;332.224;332.212;332.195;332.164;332.099;331.958;331.661;331.063;329.933;327.961;324.816;320.274;314.408;307.734;301.205;296.536;296.535;296.546;296.55;1
288;332.228;332.218;332.207;332.19;332.158;332.093;331.953;331.656;331.058;329.929;327.958;324.814;320.273;314.409;307.737;301.21;296.691;296.69;296.701;296.705;1
290.4;332.222;332.212;332.201;332.184;332.153;332.088;331.948;331.652;331.054;329.925;327.955;324.812;320.273;314.41;307.74;301.214;296.846;296.845;296.856;296.86;1
292.8;332.216;332.206;332.195;332.178;332.147;332.083;331.943;331.647;331.05;329.921;327.952;324.81;320.272;314.411;307.743;301.219;297.002;297;297.011;297.015;1
295.2;332.21;332.2;332.189;332.173;332.142;332.077;331.938;331.642;331.045;329.918;327.949;324.808;320.272;314.412;307.746;301.224;297.157;297.155;297.166;297.17;1
297.6;332.204;332.194;332.183;332.167;332.136;332.072;331.933;331.637;331.041;329.914;327.947;324.806;320.271;314.414;307.749;301.229;297.312;297.31;297.321;297.324;1
300;332.198;332.188;332.178;332.161;332.131;332.067;331.928;331.633;331.037;329.91;327.944;324.805;320.271;314.415;307.752;301.233;297.467;297.466;297.476;297.479;1
302.4;332.193;332.183;332.172;332.156;332.125;332.061;331.923;331.628;331.033;329.907;327.941;324.803;320.271;314.416;307.755;301.238;297.623;297.621;297.631;297.634;1
304.8;332.187;332.177;332.166;332.15;332.12;332.056;331.918;331.624;331.028;329.903;327.938;324.801;320.27;314.417;307.758;301.243;297.778;297.776;297.786;297.789;1
307.2;332.181;332.171;332.16;332.145;332.115;332.051;331.913;331.619;331.024;329.9;327.935;324.8;320.27;314.419;307.761;301.248;297.933;297.931;297.941;297.944;1
309.6;332.175;332.165;332.155;332.139;332.109;332.046;331.908;331.614;331.02;329.896;327.933;324.798;320.27;314.42;307.764;301.253;298.088;298.086;298.096;298.098;1
312;332.169;332.159;332.149;332.133;332.104;332.041;331.903;331.61;331.016;329.892;327.93;324.796;320.27;314.421;307.768;301.257;298.243;298.241;298.25;298.253;1
314.4;332.164;332.154;332.143;332.128;332.098;332.036;331.898;331.605;331.012;329.889;327.927;324.795;320.269;314.423;307.771;301.262;298.398;298.396;298.405;298.408;1
316.8;332.158;332.148;332.138;332.122;332.093;332.031;331.893;331.601;331.008;329.885;327.924;324.793;320.269;314.424;307.774;301.267;298.553;298.55;298.56;298.562;1
319.2;332.152;332.142;332.132;332.117;332.088;332.025;331.889;331.596;331.004;329.882;327.922;324.791;320.269;314.426;307.777;301.272;298.708;298.705;298.715;298.717;1
321.6;332.146;332.137;332.127;332.111;332.083;332.02;331.884;331.592;331;329.879;327.919;324.79;320.269;314.427;307.78;301.277;298.863;298.86;298.87;298.872;1
324;332.141;332.131;332.121;332.106;332.077;332.015;331.879;331.587;330.996;329.875;327.917;324.788;320.269;314.428;307.784;301.282;299.018;299.015;299.024;299.026;1
326.4;332.135;332.125;332.115;332.101;332.072;332.01;331.874;331.583;330.992;329.872;327.914;324.787;320.268;314.43;307.787;301.287;299.173;299.17;299.179;299.181;1
328.8;332.13;332.12;332.11;332.095;332.067;332.005;331.869;331.579;330.988;329.868;327.912;324.785;320.268;314.431;307.79;301.292;299.328;299.324;299.334;299.335;1
331.2;332.124;332.114;332.104;332.09;332.061;332;331.865;331.574;330.984;329.865;327.909;324.784;320.268;314.433;307.793;301.297;299.483;299.479;299.488;299.49;1
333.6;332.118;332.109;332.099;332.084;332.056;331.995;331.86;331.57;330.98;329.862;327.907;324.783;320.268;314.434;307.797;301.302;299.637;299.634;299.643;299.644;1
336;332.113;332.103;332.093;332.079;332.051;331.99;331.855;331.565;330.976;329.859;327.904;324.781;320.268;314.436;307.8;301.307;299.792;299.789;299.797;299.799;1
338.4;332.107;332.098;332.088;332.074;332.046;331.985;331.851;331.561;330.972;329.855;327.902;324.78;320.268;314.438;307.803;301.312;299.947;299.943;299.952;299.953;1
340.8;332.102;332.092;332.082;332.068;332.041;331.98;331.846;331.557;330.968;329.852;327.899;324.778;320.268;314.439;307.807;301.317;300.102;300.098;300.106;300.107;1
343.2;332.097;332.087;332.077;332.063;332.036;331.975;331.841;331.553;330.964;329.849;327.897;324.777;320.268;314.441;307.81;301.322;300.256;300.252;300.261;300.262;1
345.6;332.091;332.081;332.071;332.058;332.03;331.971;331.837;331.548;330.961;329.846;327.894;324.776;320.268;314.442;307.813;301.327;300.411;300.407;300.415;300.416;1
348;332.086;332.076;332.066;332.052;332.025;331.966;331.832;331.544;330.957;329.842;327.892;324.774;320.268;314.444;307.817;301.332;300.566;300.561;300.569;300.57;1
350.4;332.081;332.071;332.06;332.047;332.02;331.961;331.828;331.54;330.953;329.839;327.89;324.773;320.268;314.446;307.82;301.337;300.72;300.716;300.724;300.724;1
352.8;332.075;332.065;332.055;332.042;332.015;331.956;331.823;331.536;330.949;329.836;327.887;324.772;320.268;314.447;307.823;301.342;300.867;300.862;300.87;300.871;1
355.2;332.07;332.06;332.05;332.037;332.01;331.951;331.818;331.531;330.946;329.833;327.885;324.771;320.268;314.449;307.827;301.347;300.991;300.987;300.995;300.995;1
357.6;332.064;332.054;332.044;332.031;332.005;331.946;331.814;331.527;330.942;329.83;327.883;324.769;320.269;314.451;307.83;301.352;301.116;301.111;301.119;301.119;1
360;332.059;332.049;332.039;332.026;332;331.941;331.809;331.523;330.938;329.827;327.88;324.768;320.269;314.452;307.834;301.358;301.241;301.236;301.243;301.243;1
362.4;332.053;332.044;332.033;332.021;331.995;331.937;331.805;331.519;330.935;329.824;327.878;324.767;320.269;314.454;307.837;301.375;301.365;301.36;301.368;301.368;1
364.8;332.048;332.038;332.028;332.016;331.99;331.932;331.8;331.515;330.931;329.821;327.876;324.766;320.269;314.456;307.841;301.5;301.49;301.485;301.492;301.492;1
367.2;332.043;332.033;332.023;332.01;331.985;331.927;331.796;331.511;330.927;329.818;327.874;324.765;320.269;314.458;307.844;301.624;301.614;301.609;301.616;301.616;1
369.6;332.037;332.027;332.017;332.005;331.98;331.922;331.791;331.507;330.924;329.815;327.872;324.764;320.269;314.459;307.848;301.749;301.739;301.734;301.741;301.741;1
372;332.032;332.022;332.012;332;331.975;331.918;331.787;331.503;330.92;329.812;327.869;324.762;320.27;314.461;307.851;301.873;301.864;301.858;301.865;301.865;1
